,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,17.48,17.62,15.75,0.89,1009.3,1.63,2.21,321,0.05,13,16.093,261.0,
1,2020-09-05 13:00:00,Clear,clear-day,0.0223,0.02,18.08,18.46,17.48,0.96,1008.6,1.72,2.57,336,0.13,12,16.093,260.2,rain
2,2020-09-05 14:00:00,Clear,clear-day,0.0878,0.03,17.62,18.37,17.62,1.0,1007.8,1.75,2.86,292,0.22,9,16.093,259.4,rain
3,2020-09-05 15:00:00,Clear,clear-day,0.1777,0.05,16.56,17.68,16.56,1.0,1006.9,1.72,2.95,314,0.28,6,14.994,259.1,rain
4,2020-09-05 16:00:00,Clear,clear-day,0.2812,0.07,15.26,16.76,15.26,1.0,1006.2,1.6,2.81,334,0.28,3,14.999,259.3,rain
5,2020-09-05 17:00:00,Clear,clear-day,0.383,0.07,13.84,15.59,13.84,1.0,1006.3,1.43,2.54,350,0.26,1,15.957,259.7,rain
6,2020-09-05 18:00:00,Clear,clear-day,0.3921,0.07,12.49,14.39,12.49,1.0,1007.0,1.29,2.22,27,0.24,0,16.093,260.1,rain
7,2020-09-05 19:00:00,Clear,clear-night,0.2646,0.06,11.13,12.9,11.13,1.0,1008.4,1.19,1.89,106,0.24,0,16.093,260.5,rain
8,2020-09-05 20:00:00,Clear,clear-night,0.1228,0.06,9.81,11.3,9.81,1.0,1010.5,1.11,1.56,104,0.23,0,16.093,260.8,rain
9,2020-09-05 21:00:00,Clear,clear-night,0.055,0.04,8.73,9.85,8.73,1.0,1011.6,1.07,1.35,95,0.23,0,16.093,260.8,rain
10,2020-09-05 22:00:00,Clear,clear-night,0.0364,0.03,8.19,8.99,8.19,1.0,1011.9,1.05,1.32,91,0.23,0,16.093,260.6,rain
11,2020-09-05 23:00:00,Clear,clear-night,0.0307,0.03,7.82,8.36,7.82,1.0,1011.8,1.06,1.36,88,0.23,0,16.093,260.3,rain
12,2020-09-06 00:00:00,Clear,clear-night,0.0244,0.03,7.53,7.86,7.53,1.0,1011.7,1.07,1.39,87,0.22,0,16.093,260.1,rain
13,2020-09-06 01:00:00,Clear,clear-night,0.0137,0.03,7.28,7.42,7.28,1.0,1011.4,1.07,1.4,87,0.18,0,16.093,259.9,rain
14,2020-09-06 02:00:00,Clear,clear-night,0.0056,0.02,7.04,7.03,7.04,1.0,1011.1,1.07,1.45,88,0.13,0,16.093,259.9,rain
15,2020-09-06 03:00:00,Clear,clear-night,0.0,0.0,7.07,7.07,7.07,1.0,1010.7,1.08,1.5,89,0.1,0,16.093,260.0,
16,2020-09-06 04:00:00,Clear,clear-night,0.0,0.0,7.0,7.0,7.0,1.0,1010.7,1.11,1.54,91,0.09,0,16.093,260.3,
17,2020-09-06 05:00:00,Clear,clear-night,0.0,0.0,6.78,6.78,6.78,1.0,1010.8,1.12,1.57,93,0.09,0,16.093,260.7,
18,2020-09-06 06:00:00,Clear,clear-night,0.0,0.0,6.95,6.94,6.95,1.0,1010.9,1.09,1.46,89,0.09,0,16.093,260.9,
19,2020-09-06 07:00:00,Clear,clear-day,0.0,0.0,8.0,8.04,8.0,1.0,1011.0,0.96,1.15,81,0.08,0,16.093,261.2,
20,2020-09-06 08:00:00,Clear,clear-day,0.0,0.0,9.75,9.99,9.75,1.0,1011.0,0.83,0.88,70,0.08,2,16.093,261.3,
21,2020-09-06 09:00:00,Clear,clear-day,0.0,0.0,11.61,11.94,11.61,1.0,1010.7,0.85,0.85,0,0.08,5,16.093,260.9,
22,2020-09-06 10:00:00,Clear,clear-day,0.0244,0.02,13.48,13.8,13.48,1.0,1010.4,1.06,1.23,325,0.07,8,16.093,259.8,rain
