,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,10.22,9.65,10.22,1,1008.0,2.28,3.87,233,0.01,14,16.093,254.0,
1,2020-09-05 13:00:00,Clear,clear-day,0.0,0.0,10.88,12.21,10.88,1,1007.0,2.51,4.34,235,0.04,13,16.093,253.9,
2,2020-09-05 14:00:00,Clear,clear-day,0.0,0.0,10.74,12.42,10.74,1,1006.2,2.64,4.66,234,0.07,10,16.093,254.1,
3,2020-09-05 15:00:00,Clear,clear-day,0.0055,0.01,9.88,11.23,9.88,1,1005.7,2.67,4.79,234,0.1,7,16.093,254.5,rain
4,2020-09-05 16:00:00,Clear,clear-day,0.0054,0.01,8.82,7.16,8.82,1,1005.6,2.55,4.7,237,0.11,3,16.093,254.8,rain
5,2020-09-05 17:00:00,Clear,clear-day,0.006,0.03,7.58,6.07,7.58,1,1005.9,2.35,4.46,236,0.11,1,16.093,255.3,rain
6,2020-09-05 18:00:00,Clear,clear-day,0.0071,0.03,6.85,5.37,6.85,1,1006.6,2.17,4.25,229,0.14,0,16.093,255.9,rain
7,2020-09-05 19:00:00,Clear,clear-night,0.0089,0.05,6.19,4.73,6.19,1,1007.9,2.03,4.08,191,0.2,0,16.093,256.8,rain
8,2020-09-05 20:00:00,Clear,clear-night,0.0157,0.04,5.68,4.28,5.68,1,1009.9,1.89,3.91,113,0.26,0,16.093,257.6,rain
9,2020-09-05 21:00:00,Clear,clear-night,0.0184,0.04,5.31,3.97,5.31,1,1010.9,1.77,3.75,239,0.31,0,16.093,257.5,rain
10,2020-09-05 22:00:00,Partly Cloudy,partly-cloudy-night,0.0116,0.04,5.15,3.88,5.15,1,1011.0,1.69,3.61,231,0.34,0,16.093,256.2,rain
11,2020-09-05 23:00:00,Partly Cloudy,partly-cloudy-night,0.0052,0.03,5.03,3.82,5.03,1,1010.8,1.63,3.46,240,0.35,0,16.093,254.4,rain
12,2020-09-06 00:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,4.78,3.65,4.78,1,1010.7,1.52,3.23,249,0.32,0,16.093,253.3,
13,2020-09-06 01:00:00,Clear,clear-night,0.0,0.0,4.46,3.69,4.46,1,1010.6,1.36,2.88,257,0.23,0,16.093,252.9,
14,2020-09-06 02:00:00,Clear,clear-night,0.0,0.0,4.17,4.24,4.17,1,1010.5,1.2,2.5,269,0.11,0,16.093,252.9,
15,2020-09-06 03:00:00,Clear,clear-night,0.0,0.0,4.32,4.32,4.32,1,1010.4,1.05,2.15,276,0.04,0,16.093,253.2,
