,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,10.92,11.71,10.92,1,1008.1,2.15,3.41,212,0.0,14,16.093,253.8,
1,2020-09-05 13:00:00,Clear,clear-day,0.0,0.0,11.48,12.37,11.48,1,1007.0,2.35,3.79,217,0.04,13,16.093,254.2,
2,2020-09-05 14:00:00,Clear,clear-day,0.0,0.0,11.24,12.57,11.24,1,1006.3,2.46,4.03,212,0.08,10,16.093,255.0,
3,2020-09-05 15:00:00,Clear,clear-day,0.0059,0.01,10.36,11.45,10.36,1,1005.9,2.47,4.13,209,0.12,7,16.014,255.6,rain
4,2020-09-05 16:00:00,Clear,clear-day,0.0083,0.02,9.28,7.87,9.28,1,1005.9,2.38,4.06,209,0.15,3,16.093,255.8,rain
5,2020-09-05 17:00:00,Clear,clear-day,0.0121,0.03,8.01,6.68,8.01,1,1006.1,2.23,3.89,207,0.17,1,16.093,255.9,rain
6,2020-09-05 18:00:00,Clear,clear-day,0.013,0.04,7.24,5.93,7.24,1,1006.9,2.06,3.73,200,0.2,0,16.093,256.2,rain
7,2020-09-05 19:00:00,Clear,clear-night,0.009,0.04,6.5,5.21,6.5,1,1007.9,1.9,3.62,181,0.21,0,16.093,257.1,rain
8,2020-09-05 20:00:00,Clear,clear-night,0.0072,0.04,5.93,4.72,5.93,1,1009.2,1.74,3.5,164,0.22,0,16.093,257.7,rain
9,2020-09-05 21:00:00,Clear,clear-night,0.0068,0.04,5.53,4.42,5.53,1,1010.2,1.6,3.38,179,0.22,0,16.093,257.6,rain
10,2020-09-05 22:00:00,Clear,clear-night,0.0058,0.03,5.38,4.34,5.38,1,1010.6,1.53,3.28,169,0.23,0,16.093,256.2,rain
11,2020-09-05 23:00:00,Clear,clear-night,0.0,0.0,5.23,4.2,5.23,1,1010.6,1.48,3.14,160,0.22,0,16.093,254.4,
12,2020-09-06 00:00:00,Clear,clear-night,0.0,0.0,5.01,4.56,5.01,1,1010.6,1.36,2.89,148,0.19,0,16.093,253.3,
13,2020-09-06 01:00:00,Clear,clear-night,0.0,0.0,4.78,6.19,4.78,1,1010.5,1.18,2.48,131,0.13,0,16.093,253.2,
14,2020-09-06 02:00:00,Clear,clear-night,0.0,0.0,4.54,5.53,4.54,1,1010.3,0.98,2.02,111,0.07,0,16.093,253.5,
15,2020-09-06 03:00:00,Clear,clear-night,0.0,0.0,4.67,5.4,4.67,1,1010.2,0.84,1.67,94,0.03,0,16.093,253.9,
16,2020-09-06 04:00:00,Clear,clear-night,0.0,0.0,4.6,5.09,4.6,1,1010.5,0.75,1.47,97,0.05,0,16.093,254.5,
17,2020-09-06 05:00:00,Clear,clear-night,0.0,0.0,4.26,4.22,4.26,1,1010.7,0.72,1.34,100,0.09,0,16.093,255.2,
18,2020-09-06 06:00:00,Clear,clear-day,0.0,0.0,4.14,4.12,4.14,1,1011.0,0.71,1.32,69,0.09,0,16.093,256.1,
19,2020-09-06 07:00:00,Clear,clear-day,0.0,0.0,4.45,4.62,4.45,1,1011.1,0.72,1.39,352,0.06,1,16.093,257.5,
