,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,6.21,5.22,6.21,1,1008.1,1.47,2.05,5,0.01,14,16.093,252.9,
1,2020-09-05 13:00:00,Clear,clear-day,0.0019,0.01,6.57,5.68,6.57,1,1007.1,1.54,2.34,53,0.1,13,16.093,253.4,rain
2,2020-09-05 14:00:00,Clear,clear-day,0.0083,0.04,6.05,5.08,6.05,1,1006.9,1.56,2.58,91,0.2,10,8.966,254.4,rain
3,2020-09-05 15:00:00,Clear,clear-day,0.0143,0.04,5.18,4.13,5.18,1,1006.4,1.51,2.59,92,0.3,6,4.546,255.2,rain
4,2020-09-05 16:00:00,Partly Cloudy,partly-cloudy-day,0.0184,0.04,4.28,3.5,4.28,1,1006.2,1.35,2.28,69,0.39,3,4.565,255.7,rain
5,2020-09-05 17:00:00,Partly Cloudy,partly-cloudy-day,0.0226,0.05,3.4,3.47,3.4,1,1006.4,1.16,1.83,13,0.49,1,4.621,256.0,rain
6,2020-09-05 18:00:00,Partly Cloudy,partly-cloudy-day,0.0213,0.05,2.74,2.74,2.74,1,1007.2,1.0,1.47,326,0.57,0,6.314,256.1,rain
7,2020-09-05 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0122,0.05,2.14,2.14,2.14,1,1008.6,0.87,1.24,302,0.66,0,12.719,256.1,rain
8,2020-09-05 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0044,0.04,1.47,1.47,1.47,1,1009.6,0.78,1.06,299,0.73,0,16.093,255.9,rain
9,2020-09-05 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.95,0.95,0.95,1,1010.3,0.73,0.96,320,0.76,0,16.093,255.3,
10,2020-09-05 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.59,0.59,0.59,1,1010.7,0.74,0.95,4,0.73,0,16.093,254.1,
11,2020-09-05 23:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.29,0.29,0.29,1,1010.9,0.77,1.0,10,0.66,0,16.093,252.8,
12,2020-09-06 00:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,0.01,0.01,0.01,1,1011.0,0.83,1.09,5,0.55,0,16.093,252.0,
13,2020-09-06 01:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,-0.18,-0.18,-0.18,1,1010.9,0.91,1.23,8,0.36,0,16.093,251.8,
14,2020-09-06 02:00:00,Clear,clear-night,0.0,0.0,-0.26,-0.26,-0.26,1,1010.8,0.97,1.37,0,0.16,0,16.093,252.0,
15,2020-09-06 03:00:00,Clear,clear-night,0.0,0.0,-0.26,-0.26,-0.26,1,1010.7,0.98,1.39,353,0.05,0,16.093,252.5,
16,2020-09-06 04:00:00,Clear,clear-night,0.0,0.0,-0.55,-0.55,-0.55,1,1011.1,0.89,1.21,354,0.07,0,16.093,253.4,
17,2020-09-06 05:00:00,Clear,clear-night,0.0,0.0,-0.91,-0.91,-0.91,1,1011.3,0.77,0.98,358,0.15,0,16.093,254.6,
18,2020-09-06 06:00:00,Clear,clear-day,0.0,0.0,-0.83,-0.83,-0.83,1,1011.4,0.68,0.87,10,0.17,0,16.093,255.5,
19,2020-09-06 07:00:00,Clear,clear-day,0.0,0.0,-0.46,-0.46,-0.46,1,1011.4,0.67,0.91,23,0.12,1,16.093,256.2,
20,2020-09-06 08:00:00,Clear,clear-day,0.0,0.0,0.49,0.49,0.49,1,1011.2,0.7,1.03,38,0.04,3,16.093,256.6,
21,2020-09-06 09:00:00,Clear,clear-day,0.0,0.0,1.76,1.71,1.76,1,1010.6,0.79,1.23,52,0.0,6,16.093,256.4,
22,2020-09-06 10:00:00,Clear,clear-day,0.0,0.0,3.33,3.69,3.33,1,1009.3,0.96,1.52,111,0.0,10,16.093,255.3,
23,2020-09-06 11:00:00,Clear,clear-day,0.0,0.0,5.29,7.31,5.29,1,1008.0,1.17,1.87,148,0.0,13,11.717,253.9,
24,2020-09-06 12:00:00,Clear,clear-day,0.0,0.0,6.57,8.03,6.57,1,1006.9,1.35,2.21,168,0.01,14,7.391,252.8,
25,2020-09-06 13:00:00,Clear,clear-day,0.0073,0.01,7.01,6.04,7.01,1,1006.3,1.51,2.58,177,0.09,13,5.719,252.1,rain
26,2020-09-06 14:00:00,Clear,clear-day,0.0228,0.05,6.53,5.53,6.53,1,1005.9,1.64,2.9,177,0.19,10,5.214,251.7,rain
27,2020-09-06 15:00:00,Clear,clear-day,0.0358,0.05,5.52,4.36,5.52,1,1005.3,1.63,2.93,164,0.29,6,5.023,251.5,rain
28,2020-09-06 16:00:00,Partly Cloudy,partly-cloudy-day,0.0362,0.05,4.29,3.4,4.29,1,1005.5,1.45,2.57,131,0.4,3,4.741,251.9,rain
29,2020-09-06 17:00:00,Partly Cloudy,partly-cloudy-day,0.0305,0.05,3.13,3.21,3.13,1,1006.2,1.18,2.06,59,0.51,1,5.246,252.4,rain
30,2020-09-06 18:00:00,Mostly Cloudy,partly-cloudy-day,0.0212,0.05,2.27,2.27,2.27,1,1007.3,0.99,1.67,266,0.62,0,7.917,252.7,rain
31,2020-09-06 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0085,0.04,1.55,1.55,1.55,1,1008.8,0.87,1.44,270,0.77,0,13.79,252.6,rain
32,2020-09-06 20:00:00,Overcast,cloudy,0.0,0.0,0.81,0.81,0.81,1,1009.8,0.79,1.28,24,0.9,0,16.093,252.4,
