,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-05,Humid and partly cloudy throughout the day.,partly-cloudy-day,1599264900,1599310320,0.6,0.1265,0.5003,1599297600,0.29,rain,26.67,1599289440,16.71,1599349800,28.29,1599289980,17.27,1599349860,19.97,0.95,1008.4,1.15,2.1,1599289740,240,0.26,11,1599285900,16.093,264.3,16.1,1599262260,26.67,1599289440,16.85,1599262380,28.29,1599289980
1,2020-09-06,Humid and partly cloudy throughout the day.,partly-cloudy-day,1599351300,1599396600,0.64,0.2642,0.9522,1599385680,0.35,rain,26.13,1599374340,16.58,1599436500,27.47,1599375540,17.67,1599436500,19.87,0.95,1006.9,1.14,1.94,1599376380,199,0.27,10,1599372060,14.27,262.0,16.71,1599349800,26.13,1599374340,17.27,1599349860,27.47,1599375540
2,2020-09-07,Humid and partly cloudy throughout the day.,rain,1599437760,1599482940,0.67,0.2293,0.7679,1599475380,0.4,rain,25.35,1599462120,16.64,1599523140,26.33,1599462420,17.61,1599523200,20.38,1.0,1008.1,1.01,1.91,1599459000,209,0.3,11,1599458220,15.213,258.1,16.58,1599436500,25.35,1599462120,17.67,1599436500,26.33,1599462420
3,2020-09-08,Humid and partly cloudy throughout the day.,rain,1599524160,1599569280,0.7,0.3962,0.9962,1599556140,0.49,rain,25.28,1599548220,16.48,1599609540,26.35,1599548700,17.58,1599609660,20.48,1.0,1008.6,1.05,2.01,1599555120,198,0.45,11,1599544680,16.093,259.9,16.64,1599523140,25.28,1599548220,17.61,1599523200,26.35,1599548700
4,2020-09-09,Humid and overcast throughout the day.,rain,1599610620,1599655620,0.73,0.1738,0.5736,1599663360,0.38,rain,26.03,1599634920,15.97,1599695880,27.5,1599634980,16.9,1599696000,20.54,0.99,1008.1,1.09,2.2,1599631980,216,0.93,7,1599633300,15.82,260.8,16.48,1599609540,26.03,1599634920,17.58,1599609660,27.5,1599634980
5,2020-09-10,Humid and partly cloudy throughout the day.,partly-cloudy-day,1599697020,1599741960,0.76,0.1129,0.4302,1599739320,0.25,rain,26.27,1599721380,16.4,1599782460,27.95,1599721440,17.67,1599782520,20.21,0.98,1005.6,1.15,2.24,1599721500,228,0.54,10,1599717000,15.23,251.9,15.97,1599695880,26.27,1599721380,16.9,1599696000,27.95,1599721440
6,2020-09-11,Humid throughout the day.,clear-day,1599783420,1599828240,0.79,0.1458,0.4526,1599818640,0.28,rain,25.06,1599804720,16.95,1599868800,25.9,1599805320,18.26,1599868860,20.36,1.0,1006.3,1.12,2.28,1599814020,206,0.28,12,1599804300,14.59,250.8,16.4,1599782460,25.06,1599804720,17.67,1599782520,25.9,1599805320
7,2020-09-12,Humid and mostly cloudy throughout the day.,rain,1599869880,1599914580,0.82,0.2093,0.5115,1599918960,0.39,rain,26.06,1599895260,16.99,1599955200,27.62,1599895020,18.21,1599955320,21.1,1.0,1008.8,1.01,2.01,1599896760,200,0.69,8,1599891360,15.176,254.8,16.95,1599868800,26.06,1599895260,18.26,1599868860,27.62,1599895020
