,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-05,Clear throughout the day.,clear-day,1599264420,1599309840,0.6,0.005,0.0098,1599273480,0.12,rain,12.65,1599289320,5.9,1599350340,13.46,1599294780,5.28,1599327720,7.84,1,1010.4,1.63,5.18,1599298200,207,0.17,13,1599286740,16.069,256.6,3.93,1599261720,12.65,1599289320,4.33,1599260700,13.46,1599294780
1,2020-09-06,Clear throughout the day.,clear-day,1599350820,1599396120,0.64,0.0072,0.0251,1599383280,0.12,rain,12.61,1599375960,5.93,1599415380,13.68,1599376800,5.4,1599410520,8.06,1,1009.0,1.72,5.98,1599384060,207,0.27,13,1599373080,15.908,254.8,5.9,1599350340,12.61,1599375960,5.4,1599410520,13.68,1599376800
2,2020-09-07,Clear throughout the day.,clear-day,1599437280,1599482460,0.67,0.0097,0.0395,1599476160,0.16,rain,12.4,1599462180,5.86,1599523860,13.8,1599462600,5.9,1599489660,8.01,1,1009.9,1.68,5.81,1599469740,204,0.32,13,1599458760,15.051,251.5,5.94,1599502200,12.4,1599462180,5.9,1599489660,13.8,1599462600
3,2020-09-08,Clear throughout the day.,clear-day,1599523680,1599568800,0.7,0.0116,0.0443,1599555120,0.15,rain,12.33,1599548160,6.15,1599588060,13.83,1599548760,5.58,1599589740,7.97,1,1010.3,1.68,5.15,1599555180,203,0.36,12,1599545640,13.796,252.3,5.86,1599523860,12.33,1599548160,5.6,1599588900,13.83,1599548760
4,2020-09-09,Foggy starting in the morning.,fog,1599610140,1599655140,0.73,0.0216,0.0716,1599675300,0.23,rain,12.13,1599634380,6.09,1599699060,13.61,1599634980,5.88,1599665940,8.0,1,1010.3,1.64,5.6,1599640440,210,0.75,10,1599634200,8.216,252.4,6.16,1599588900,12.13,1599634380,5.58,1599589740,13.61,1599634980
5,2020-09-10,Foggy in the morning and afternoon.,fog,1599696540,1599741480,0.76,0.0789,0.228,1599695640,0.29,rain,11.78,1599721260,5.92,1599781800,13.64,1599722340,5.83,1599748920,7.81,1,1007.8,1.6,5.21,1599728340,201,0.8,7,1599721920,11.475,243.0,5.95,1599761700,11.78,1599721260,5.83,1599748920,13.64,1599722340
6,2020-09-11,Clear throughout the day.,clear-day,1599783000,1599827760,0.79,0.0169,0.0594,1599814320,0.2,rain,12.55,1599807420,6.19,1599868620,14.13,1599807960,5.81,1599838680,7.99,1,1008.1,1.67,5.15,1599814380,205,0.57,12,1599805440,10.471,243.3,5.92,1599781800,12.55,1599807420,5.81,1599838680,14.13,1599807960
7,2020-09-12,Foggy in the morning and afternoon.,fog,1599869400,1599914100,0.82,0.029,0.0825,1599900660,0.23,rain,11.77,1599891360,5.95,1599954900,14.04,1599896100,5.7,1599928920,7.91,1,1010.7,1.56,4.83,1599903660,208,0.79,10,1599891600,8.159,247.6,6.09,1599934500,11.77,1599891360,5.7,1599928920,14.04,1599896100
