,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 11:45:00,Clear,clear-day,0.0,0.0,11.91,13.83,11.91,1,1008.2,1.73,2.53,65,0.07,13,16.093,257.3,
1,2020-09-05 12:45:00,Clear,clear-day,0.0076,0.03,11.65,14.11,11.65,1,1007.0,1.73,2.62,61,0.25,11,16.093,257.9,rain
2,2020-09-05 13:45:00,Partly Cloudy,partly-cloudy-day,0.024,0.06,10.67,13.74,10.67,1,1006.4,1.66,2.57,51,0.48,8,16.093,258.6,rain
3,2020-09-05 14:45:00,Mostly Cloudy,partly-cloudy-day,0.0382,0.07,9.54,9.03,9.54,1,1005.9,1.59,2.42,30,0.67,6,16.093,259.0,rain
4,2020-09-05 15:45:00,Mostly Cloudy,partly-cloudy-day,0.0264,0.07,8.7,8.11,8.7,1,1005.5,1.54,2.15,359,0.76,3,16.093,259.0,rain
5,2020-09-05 16:45:00,Mostly Cloudy,partly-cloudy-day,0.0142,0.05,7.71,7.06,7.71,1,1005.2,1.48,1.8,344,0.81,1,16.093,258.6,rain
6,2020-09-05 17:45:00,Mostly Cloudy,partly-cloudy-day,0.0139,0.05,7.08,6.49,7.08,1,1005.7,1.36,1.48,346,0.83,0,16.093,258.2,rain
7,2020-09-05 18:45:00,Mostly Cloudy,partly-cloudy-night,0.0095,0.05,6.64,10.69,6.64,1,1006.7,1.12,1.26,67,0.83,0,16.093,257.6,rain
8,2020-09-05 19:45:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,6.13,9.7,6.13,1,1008.2,0.83,1.07,65,0.8,0,16.093,256.7,
9,2020-09-05 20:45:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,5.76,8.93,5.76,1,1009.2,0.63,0.93,46,0.73,0,16.093,256.2,
10,2020-09-05 21:45:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,5.48,8.32,5.48,1,1009.9,0.61,0.84,39,0.64,0,16.093,255.7,
11,2020-09-05 22:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,5.13,7.67,5.13,1,1009.9,0.67,0.83,38,0.53,0,16.093,255.3,
12,2020-09-05 23:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,4.98,7.35,4.98,1,1009.8,0.75,0.82,37,0.41,0,16.093,255.1,
13,2020-09-06 00:45:00,Clear,clear-night,0.0,0.0,5.04,7.15,5.04,1,1009.8,0.79,0.85,33,0.3,0,16.093,255.3,
