,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-05,Humid and partly cloudy throughout the day.,rain,1599264720,1599310140,0.6,0.2133,0.7098,1599243300,0.39,rain,27.62,1599289380,17.19,1599350280,31.45,1599292020,17.81,1599350340,21.07,0.96,1008.3,0.95,2.08,1599289680,234,0.32,11,1599285600,16.093,263.9,16.19,1599263100,27.62,1599289380,16.74,1599263160,31.45,1599292020
1,2020-09-06,Humid and partly cloudy throughout the day.,rain,1599351120,1599396420,0.64,0.4119,1.4977,1599397560,0.42,rain,27.9,1599375060,17.14,1599436620,31.68,1599378420,17.81,1599436620,21.1,0.95,1007.2,0.96,2.05,1599380700,223,0.27,11,1599372180,15.025,261.4,17.19,1599350280,27.9,1599375060,17.81,1599350340,31.68,1599378420
2,2020-09-07,Humid and partly cloudy throughout the day.,rain,1599437580,1599482760,0.67,0.2854,1.1741,1599479340,0.4,rain,27.49,1599462720,16.66,1599523020,32.55,1599464940,17.16,1599523020,21.46,0.98,1008.1,0.94,1.98,1599460740,183,0.36,11,1599458400,15.886,258.6,17.14,1599436620,27.49,1599462720,17.81,1599436620,32.55,1599464940
3,2020-09-08,Humid and partly cloudy throughout the day.,rain,1599523980,1599569100,0.7,0.2944,0.8811,1599561300,0.4,rain,28.54,1599548340,17.08,1599609540,32.2,1599553980,17.7,1599609540,20.96,0.94,1008.6,0.98,1.95,1599553080,201,0.43,11,1599544800,15.361,260.4,16.66,1599523020,28.54,1599548340,17.16,1599523020,32.2,1599553980
4,2020-09-09,Humid and mostly cloudy throughout the day.,rain,1599610440,1599655440,0.73,0.2725,0.7141,1599642600,0.39,rain,27.05,1599636240,16.97,1599695940,31.04,1599638160,17.66,1599696000,21.17,0.96,1008.2,0.98,2.28,1599634920,221,0.92,6,1599635640,15.585,260.2,17.08,1599609540,27.05,1599636240,17.7,1599609540,31.04,1599638160
5,2020-09-10,Humid and mostly cloudy throughout the day.,rain,1599696840,1599741780,0.76,0.3176,0.8598,1599734880,0.38,rain,27.37,1599721140,17.38,1599782160,30.51,1599722460,18.36,1599782280,20.94,0.96,1005.6,0.92,2.24,1599718620,226,0.68,9,1599718140,15.718,251.3,16.97,1599695940,27.37,1599721140,17.66,1599696000,30.51,1599722460
6,2020-09-11,Humid and partly cloudy throughout the day.,rain,1599783300,1599828060,0.79,0.3514,1.266,1599823680,0.42,rain,27.54,1599807360,17.66,1599868560,32.43,1599810120,18.69,1599868620,21.25,0.98,1006.2,0.97,2.08,1599809340,200,0.54,12,1599804300,14.967,250.4,17.38,1599782160,27.54,1599807360,18.36,1599782280,32.43,1599810120
7,2020-09-12,Humid and overcast throughout the day.,rain,1599869700,1599914400,0.82,0.2986,0.8494,1599904500,0.45,rain,26.94,1599894480,17.34,1599954780,30.27,1599895380,18.14,1599954840,21.44,0.99,1009.1,0.88,1.74,1599891540,63,0.93,6,1599894240,15.062,254.3,17.66,1599868560,26.94,1599894480,18.69,1599868620,30.27,1599895380
