,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,19.99,20.33,17.84,0.87,1010.1,1.46,1.97,164,0.02,12,16.093,260.3,
1,2020-09-05 13:00:00,Clear,clear-day,0.0131,0.01,21.06,21.38,17.98,0.83,1008.7,1.52,2.2,167,0.05,11,16.093,259.6,rain
2,2020-09-05 14:00:00,Clear,clear-day,0.0224,0.01,21.38,21.71,18.15,0.82,1007.8,1.55,2.36,167,0.08,9,16.093,259.0,rain
3,2020-09-05 15:00:00,Clear,clear-day,0.0336,0.02,20.73,21.21,19.03,0.9,1007.3,1.53,2.46,162,0.1,6,16.093,258.9,rain
4,2020-09-05 16:00:00,Clear,clear-day,0.0682,0.04,19.49,20.32,19.49,1.0,1007.0,1.46,2.5,154,0.11,3,16.093,259.3,rain
5,2020-09-05 17:00:00,Clear,clear-day,0.1517,0.06,17.68,18.97,17.68,1.0,1006.7,1.34,2.45,140,0.11,1,16.093,259.9,rain
6,2020-09-05 18:00:00,Clear,clear-day,0.2163,0.08,16.34,17.9,16.34,1.0,1007.0,1.18,2.23,123,0.12,0,15.413,260.5,rain
7,2020-09-05 19:00:00,Clear,clear-night,0.1906,0.08,14.79,16.27,14.79,1.0,1008.5,0.99,1.76,100,0.16,0,14.607,260.8,rain
8,2020-09-05 20:00:00,Clear,clear-night,0.1348,0.07,13.32,14.49,13.32,1.0,1010.4,0.8,1.21,65,0.22,0,14.29,261.1,rain
9,2020-09-05 21:00:00,Clear,clear-night,0.1057,0.05,12.31,13.24,12.31,1.0,1011.5,0.67,0.81,55,0.25,0,14.056,261.1,rain
10,2020-09-05 22:00:00,Clear,clear-night,0.1067,0.04,12.02,12.77,12.02,1.0,1011.9,0.6,0.62,49,0.27,0,13.658,260.8,rain
11,2020-09-05 23:00:00,Clear,clear-night,0.1097,0.04,12.01,12.61,12.01,1.0,1012.0,0.58,0.59,45,0.28,0,13.613,260.3,rain
12,2020-09-06 00:00:00,Clear,clear-night,0.0954,0.04,11.92,12.39,11.92,1.0,1012.1,0.56,0.58,51,0.29,0,14.811,260.0,rain
13,2020-09-06 01:00:00,Partly Cloudy,partly-cloudy-night,0.062,0.04,11.79,12.17,11.79,1.0,1012.1,0.54,0.58,68,0.32,0,16.093,259.9,rain
14,2020-09-06 02:00:00,Partly Cloudy,partly-cloudy-night,0.0303,0.03,11.7,11.98,11.7,1.0,1011.8,0.54,0.59,75,0.34,0,16.093,259.9,rain
15,2020-09-06 03:00:00,Partly Cloudy,partly-cloudy-night,0.0134,0.03,11.84,11.97,11.84,1.0,1011.6,0.53,0.59,69,0.34,0,16.093,260.0,rain
16,2020-09-06 04:00:00,Partly Cloudy,partly-cloudy-night,0.0058,0.02,11.65,11.67,11.65,1.0,1011.3,0.5,0.57,42,0.31,0,16.093,260.2,rain
17,2020-09-06 05:00:00,Clear,clear-night,0.0,0.0,11.28,11.28,11.28,1.0,1011.2,0.47,0.56,15,0.27,0,16.093,260.4,
18,2020-09-06 06:00:00,Clear,clear-night,0.0,0.0,11.37,11.4,11.37,1.0,1011.2,0.51,0.58,23,0.24,0,16.093,260.8,
19,2020-09-06 07:00:00,Clear,clear-day,0.0,0.0,12.47,12.67,12.47,1.0,1011.5,0.64,0.66,71,0.22,0,16.093,261.3,
20,2020-09-06 08:00:00,Clear,clear-day,0.0,0.0,14.14,14.57,14.14,1.0,1011.7,0.8,0.81,136,0.2,2,16.093,261.8,
21,2020-09-06 09:00:00,Clear,clear-day,0.0056,0.01,15.7,16.26,15.7,1.0,1011.4,0.99,1.01,183,0.18,5,16.093,261.7,rain
22,2020-09-06 10:00:00,Clear,clear-day,0.0338,0.03,16.99,17.64,16.99,1.0,1010.5,1.19,1.31,192,0.17,7,16.093,260.6,rain
23,2020-09-06 11:00:00,Clear,clear-day,0.1154,0.04,18.47,19.16,18.47,1.0,1009.3,1.39,1.74,190,0.15,10,16.093,259.2,rain
24,2020-09-06 12:00:00,Clear,clear-day,0.1872,0.05,19.88,20.57,19.88,1.0,1007.9,1.53,2.13,190,0.14,11,16.093,258.1,rain
25,2020-09-06 13:00:00,Clear,clear-day,0.1771,0.05,21.3,21.89,20.0,0.92,1006.8,1.63,2.44,191,0.11,11,16.093,257.8,rain
26,2020-09-06 14:00:00,Clear,clear-day,0.1453,0.06,22.09,22.62,19.79,0.87,1005.8,1.69,2.68,190,0.09,9,16.093,257.6,rain
27,2020-09-06 15:00:00,Clear,clear-day,0.1517,0.07,22.01,22.62,20.33,0.9,1005.2,1.64,2.75,185,0.09,6,16.093,257.4,rain
28,2020-09-06 16:00:00,Clear,clear-day,0.2204,0.08,21.02,21.97,21.02,1.0,1005.1,1.46,2.61,181,0.1,3,16.093,256.6,rain
29,2020-09-06 17:00:00,Clear,clear-day,0.3203,0.11,19.38,20.8,19.38,1.0,1005.5,1.22,2.35,173,0.14,1,14.741,255.9,rain
30,2020-09-06 18:00:00,Clear,clear-day,0.3583,0.13,17.76,19.52,17.76,1.0,1006.4,0.98,2.03,148,0.27,0,13.956,255.9,rain
31,2020-09-06 19:00:00,Partly Cloudy,partly-cloudy-night,0.2846,0.11,16.14,17.89,16.14,1.0,1008.0,0.77,1.61,112,0.54,0,16.093,256.9,rain
32,2020-09-06 20:00:00,Mostly Cloudy,partly-cloudy-night,0.1819,0.08,14.47,15.96,14.47,1.0,1009.9,0.57,1.17,64,0.84,0,16.093,258.0,rain
33,2020-09-06 21:00:00,Overcast,cloudy,0.1135,0.06,13.38,14.65,13.38,1.0,1011.5,0.47,0.88,22,0.99,0,16.093,258.5,rain
34,2020-09-06 22:00:00,Overcast,cloudy,0.0747,0.05,12.88,13.94,12.88,1.0,1012.3,0.46,0.81,13,0.93,0,16.093,257.8,rain
35,2020-09-06 23:00:00,Mostly Cloudy,partly-cloudy-night,0.0453,0.04,12.64,13.53,12.64,1.0,1012.5,0.5,0.83,21,0.78,0,16.093,256.9,rain
36,2020-09-07 00:00:00,Mostly Cloudy,partly-cloudy-night,0.0237,0.03,12.43,13.16,12.43,1.0,1012.4,0.53,0.83,23,0.61,0,16.093,256.3,rain
37,2020-09-07 01:00:00,Partly Cloudy,partly-cloudy-night,0.0084,0.02,12.3,12.88,12.3,1.0,1012.1,0.54,0.83,22,0.4,0,16.093,256.5,rain
38,2020-09-07 02:00:00,Clear,clear-night,0.0,0.0,12.24,12.7,12.24,1.0,1011.5,0.54,0.82,22,0.19,0,16.093,256.9,
39,2020-09-07 03:00:00,Clear,clear-night,0.0,0.0,12.43,12.71,12.43,1.0,1011.0,0.54,0.82,20,0.06,0,16.093,257.3,
40,2020-09-07 04:00:00,Clear,clear-night,0.0,0.0,12.29,12.43,12.29,1.0,1011.6,0.53,0.8,11,0.06,0,16.093,257.5,
41,2020-09-07 05:00:00,Clear,clear-night,0.0036,0.01,11.92,11.98,11.92,1.0,1011.7,0.54,0.79,7,0.05,0,16.093,257.8,rain
42,2020-09-07 06:00:00,Clear,clear-night,0.0049,0.02,11.92,12.01,11.92,1.0,1011.8,0.59,0.78,28,0.05,0,16.093,257.9,rain
43,2020-09-07 07:00:00,Clear,clear-day,0.0,0.0,12.91,13.14,12.91,1.0,1011.9,0.69,0.78,83,0.03,0,16.093,258.3,
44,2020-09-07 08:00:00,Clear,clear-day,0.0,0.0,14.48,14.9,14.48,1.0,1012.1,0.84,0.88,145,0.01,2,16.093,258.5,
45,2020-09-07 09:00:00,Clear,clear-day,0.0,0.0,16.08,16.59,16.08,1.0,1012.2,1.02,1.06,186,0.01,5,16.093,258.0,
46,2020-09-07 10:00:00,Clear,clear-day,0.0105,0.02,17.54,18.09,17.54,1.0,1011.7,1.23,1.31,195,0.01,8,16.093,256.5,rain
47,2020-09-07 11:00:00,Clear,clear-day,0.0395,0.04,19.17,19.71,18.91,0.98,1010.9,1.45,1.67,190,0.02,11,16.093,254.7,rain
48,2020-09-07 12:00:00,Clear,clear-day,0.0662,0.05,20.72,21.23,19.26,0.91,1010.1,1.6,2.08,188,0.05,12,16.093,253.7,rain
