,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 12:00:00,Clear,clear-day,0.0,0.0,23.39,24.19,22.03,0.92,1008.8,1.32,1.7,259,0.03,12,16.093,267.1,
1,2020-09-05 13:00:00,Clear,clear-day,0.0211,0.02,24.42,25.19,22.15,0.87,1008.4,1.57,1.98,264,0.13,11,16.093,267.0,rain
2,2020-09-05 14:00:00,Humid,clear-day,0.0784,0.04,24.87,25.66,22.37,0.86,1007.4,1.77,2.19,258,0.24,9,16.093,266.8,rain
3,2020-09-05 15:00:00,Humid,clear-day,0.1524,0.04,24.33,25.23,23.0,0.92,1006.3,1.82,2.35,251,0.31,6,16.093,266.5,rain
4,2020-09-05 16:00:00,Humid,clear-day,0.2076,0.06,23.29,24.43,23.29,1.0,1005.7,1.7,2.43,250,0.29,3,16.093,265.6,rain
5,2020-09-05 17:00:00,Clear,clear-day,0.257,0.07,21.93,23.37,21.93,1.0,1005.4,1.48,2.46,244,0.26,1,16.093,264.7,rain
6,2020-09-05 18:00:00,Clear,clear-day,0.3362,0.08,20.71,22.31,20.71,1.0,1005.7,1.24,2.37,231,0.29,0,16.093,264.2,rain
7,2020-09-05 19:00:00,Partly Cloudy,partly-cloudy-night,0.5294,0.1,19.21,20.86,19.21,1.0,1006.6,0.99,2.12,210,0.43,0,16.093,264.5,rain
8,2020-09-05 20:00:00,Partly Cloudy,partly-cloudy-night,0.8174,0.13,17.92,19.46,17.92,1.0,1007.7,0.73,1.79,183,0.57,0,16.093,265.0,rain
9,2020-09-05 21:00:00,Mostly Cloudy,partly-cloudy-night,0.8992,0.14,17.08,18.55,17.08,1.0,1008.4,0.57,1.57,155,0.63,0,16.093,265.3,rain
10,2020-09-05 22:00:00,Partly Cloudy,partly-cloudy-night,0.6033,0.1,16.86,18.23,16.86,1.0,1008.4,0.56,1.52,124,0.55,0,16.093,265.4,rain
11,2020-09-05 23:00:00,Partly Cloudy,partly-cloudy-night,0.2642,0.07,16.69,17.96,16.69,1.0,1008.3,0.61,1.52,96,0.42,0,16.093,265.7,rain
12,2020-09-06 00:00:00,Clear,clear-night,0.0976,0.05,16.4,17.6,16.4,1.0,1008.7,0.65,1.53,80,0.29,0,16.093,265.9,rain
13,2020-09-06 01:00:00,Clear,clear-night,0.0347,0.04,16.37,17.51,16.37,1.0,1008.4,0.65,1.52,80,0.17,0,16.093,266.2,rain
14,2020-09-06 02:00:00,Clear,clear-night,0.0069,0.02,16.44,17.55,16.44,1.0,1007.8,0.66,1.52,86,0.06,0,16.093,266.4,rain
15,2020-09-06 03:00:00,Clear,clear-night,0.0,0.0,16.58,17.64,16.58,1.0,1006.8,0.67,1.49,90,0.0,0,16.093,266.5,
16,2020-09-06 04:00:00,Clear,clear-night,0.0,0.0,16.54,17.57,16.54,1.0,1006.8,0.71,1.45,89,0.0,0,16.093,266.5,
17,2020-09-06 05:00:00,Clear,clear-night,0.0,0.0,16.4,17.41,16.4,1.0,1006.9,0.73,1.39,89,0.0,0,16.093,266.4,
18,2020-09-06 06:00:00,Clear,clear-night,0.0043,0.01,16.32,17.34,16.32,1.0,1007.5,0.67,1.27,99,0.0,0,16.093,266.1,rain
19,2020-09-06 07:00:00,Clear,clear-day,0.0061,0.03,16.75,17.78,16.75,1.0,1008.2,0.46,1.06,123,0.0,0,16.093,265.4,rain
20,2020-09-06 08:00:00,Clear,clear-day,0.0126,0.02,17.85,18.95,17.85,1.0,1009.1,0.24,0.85,157,0.0,2,16.093,264.6,rain
21,2020-09-06 09:00:00,Clear,clear-day,0.0242,0.02,19.11,20.18,19.11,1.0,1009.4,0.22,0.84,192,0.01,4,16.093,263.8,rain
22,2020-09-06 10:00:00,Clear,clear-day,0.0434,0.02,20.5,21.48,20.5,1.0,1008.9,0.5,1.1,222,0.05,7,16.093,263.2,rain
23,2020-09-06 11:00:00,Clear,clear-day,0.0756,0.03,22.06,22.93,22.06,1.0,1008.2,0.89,1.46,248,0.12,10,16.093,262.8,rain
24,2020-09-06 12:00:00,Clear,clear-day,0.1213,0.04,23.72,24.53,22.21,0.91,1007.2,1.16,1.76,262,0.24,10,16.093,262.4,rain
25,2020-09-06 13:00:00,Humid and Partly Cloudy,partly-cloudy-day,0.1868,0.04,24.61,25.43,22.49,0.88,1006.3,1.27,2.0,259,0.43,9,16.093,262.5,rain
26,2020-09-06 14:00:00,Humid and Mostly Cloudy,partly-cloudy-day,0.2701,0.05,24.92,25.78,22.86,0.88,1005.4,1.33,2.21,245,0.62,7,16.093,262.5,rain
27,2020-09-06 15:00:00,Humid and Mostly Cloudy,partly-cloudy-day,0.3563,0.07,24.25,25.24,23.57,0.96,1004.9,1.35,2.37,235,0.73,5,16.093,262.4,rain
28,2020-09-06 16:00:00,Humid and Mostly Cloudy,partly-cloudy-day,0.4498,0.08,23.07,24.33,23.07,1.0,1004.8,1.34,2.52,231,0.73,3,16.093,262.0,rain
29,2020-09-06 17:00:00,Mostly Cloudy,partly-cloudy-day,0.5364,0.09,21.76,23.38,21.76,1.0,1005.0,1.3,2.59,225,0.65,1,16.093,261.5,rain
30,2020-09-06 18:00:00,Partly Cloudy,partly-cloudy-day,0.5956,0.11,20.51,22.3,20.51,1.0,1005.6,1.18,2.46,208,0.54,0,16.093,261.2,rain
31,2020-09-06 19:00:00,Partly Cloudy,partly-cloudy-night,0.6826,0.13,19.02,20.8,19.02,1.0,1006.6,0.98,2.06,173,0.38,0,16.093,261.4,rain
32,2020-09-06 20:00:00,Clear,clear-night,0.7864,0.13,17.76,19.4,17.76,1.0,1007.8,0.75,1.58,131,0.2,0,16.093,261.6,rain
33,2020-09-06 21:00:00,Clear,clear-night,0.6892,0.12,16.98,18.51,16.98,1.0,1008.5,0.61,1.31,92,0.08,0,16.093,261.4,rain
34,2020-09-06 22:00:00,Clear,clear-night,0.3073,0.1,16.78,18.21,16.78,1.0,1009.0,0.59,1.33,65,0.05,0,16.093,260.6,rain
35,2020-09-06 23:00:00,Clear,clear-night,0.0366,0.06,16.71,18.0,16.71,1.0,1009.4,0.61,1.46,46,0.05,0,16.093,259.6,rain
36,2020-09-07 00:00:00,Clear,clear-night,0.0,0.0,16.47,17.66,16.47,1.0,1008.8,0.62,1.52,37,0.05,0,16.093,259.4,
37,2020-09-07 01:00:00,Clear,clear-night,0.0035,0.01,16.45,17.62,16.45,1.0,1008.7,0.61,1.45,43,0.03,0,16.093,260.3,rain
38,2020-09-07 02:00:00,Clear,clear-night,0.0083,0.04,16.53,17.68,16.53,1.0,1008.8,0.62,1.36,53,0.01,0,16.093,261.5,rain
39,2020-09-07 03:00:00,Clear,clear-night,0.0173,0.05,16.61,17.71,16.61,1.0,1009.0,0.64,1.33,64,0.0,0,16.093,262.5,rain
40,2020-09-07 04:00:00,Clear,clear-night,0.017,0.05,16.41,17.44,16.41,1.0,1008.8,0.72,1.43,76,0.0,0,16.093,263.1,rain
41,2020-09-07 05:00:00,Clear,clear-night,0.0243,0.06,16.08,17.06,16.08,1.0,1008.7,0.8,1.53,88,0.0,0,16.093,263.6,rain
42,2020-09-07 06:00:00,Clear,clear-night,0.0445,0.08,15.91,16.85,15.91,1.0,1008.8,0.78,1.44,92,0.0,0,16.093,263.9,rain
43,2020-09-07 07:00:00,Clear,clear-day,0.0756,0.08,16.43,17.41,16.43,1.0,1009.4,0.54,1.07,98,0.0,0,16.093,264.3,rain
44,2020-09-07 08:00:00,Clear,clear-day,0.1188,0.08,17.51,18.63,17.51,1.0,1010.0,0.28,0.64,216,0.01,2,16.093,264.3,rain
45,2020-09-07 09:00:00,Clear,clear-day,0.1583,0.08,18.69,19.79,18.69,1.0,1010.0,0.25,0.54,179,0.02,4,16.093,263.6,rain
46,2020-09-07 10:00:00,Clear,clear-day,0.1742,0.07,19.88,20.88,19.88,1.0,1009.8,0.55,0.88,61,0.04,8,16.093,262.0,rain
47,2020-09-07 11:00:00,Clear,clear-day,0.1875,0.07,21.16,22.06,21.16,1.0,1009.4,0.97,1.38,34,0.07,10,16.093,260.1,rain
48,2020-09-07 12:00:00,Clear,clear-day,0.2421,0.06,22.75,23.59,22.07,0.96,1008.9,1.24,1.81,270,0.18,11,16.093,258.9,rain
