,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 11:45:00,Clear,clear-day,0.0,0.0,6.71,5.86,6.71,1,1008.1,1.54,2.22,258,0.04,14,16.093,254.4,
1,2020-09-05 12:45:00,Clear,clear-day,0.0,0.0,6.91,5.95,6.91,1,1006.9,1.65,2.43,307,0.12,13,16.093,254.8,
2,2020-09-05 13:45:00,Clear,clear-day,0.0057,0.02,6.64,5.54,6.64,1,1006.4,1.75,2.6,195,0.23,10,16.093,255.6,rain
3,2020-09-05 14:45:00,Partly Cloudy,partly-cloudy-day,0.0107,0.02,6.2,5.0,6.2,1,1006.0,1.77,2.66,189,0.31,7,16.093,256.3,rain
4,2020-09-05 15:45:00,Partly Cloudy,partly-cloudy-day,0.0122,0.02,5.78,4.66,5.78,1,1005.7,1.64,2.52,127,0.36,4,16.093,256.8,rain
5,2020-09-05 16:45:00,Partly Cloudy,partly-cloudy-day,0.0137,0.05,5.11,4.17,5.11,1,1005.8,1.43,2.27,22,0.38,1,16.093,257.3,rain
6,2020-09-05 17:45:00,Partly Cloudy,partly-cloudy-day,0.0149,0.05,4.56,9.08,4.56,1,1006.3,1.25,2.05,322,0.4,0,16.093,257.3,rain
7,2020-09-05 18:45:00,Partly Cloudy,partly-cloudy-night,0.01,0.05,4.1,4.1,4.1,1,1007.4,1.16,1.93,293,0.42,0,16.093,256.9,rain
8,2020-09-05 19:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,3.38,3.38,3.38,1,1009.0,1.11,1.84,298,0.43,0,16.093,256.1,
9,2020-09-05 20:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,2.72,2.72,2.72,1,1009.9,1.06,1.75,310,0.42,0,16.093,255.3,
10,2020-09-05 21:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,2.22,2.22,2.22,1,1010.2,0.98,1.68,317,0.39,0,16.093,254.4,
11,2020-09-05 22:45:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,1.67,1.67,1.67,1,1010.3,0.9,1.61,335,0.34,0,16.093,253.5,
12,2020-09-05 23:45:00,Clear,clear-night,0.0,0.0,1.17,1.17,1.17,1,1010.3,0.83,1.51,350,0.29,0,16.093,252.9,
13,2020-09-06 00:45:00,Clear,clear-night,0.0,0.0,1.06,1.06,1.06,1,1010.2,0.8,1.36,22,0.24,0,16.093,252.9,
14,2020-09-06 01:45:00,Clear,clear-night,0.0,0.0,0.88,0.88,0.88,1,1010.2,0.78,1.19,11,0.2,0,16.093,253.2,
15,2020-09-06 02:45:00,Clear,clear-night,0.0,0.0,1.02,1.02,1.02,1,1010.0,0.75,1.04,350,0.16,0,16.093,253.8,
16,2020-09-06 03:45:00,Clear,clear-night,0.0,0.0,0.96,0.96,0.96,1,1010.5,0.71,0.93,357,0.15,0,16.093,254.5,
17,2020-09-06 04:45:00,Clear,clear-night,0.0,0.0,0.66,0.66,0.66,1,1010.7,0.66,0.84,9,0.14,0,16.093,255.4,
18,2020-09-06 05:45:00,Clear,clear-night,0.0,0.0,0.55,0.55,0.55,1,1010.8,0.66,0.85,337,0.12,0,16.093,256.0,
