,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType
0,2020-09-05 11:45:00,Clear,clear-day,0.0,0.0,15.26,15.26,5.74,0.53,1007.2,2.74,4.06,191,0.0,14,16.093,254.9,
1,2020-09-05 12:45:00,Clear,clear-day,0.0,0.0,17.08,17.08,5.45,0.46,1005.9,3.32,4.78,199,0.0,13,16.093,254.4,
2,2020-09-05 13:45:00,Clear,clear-day,0.0,0.0,18.09,18.09,5.48,0.44,1004.8,3.9,5.41,198,0.0,11,16.093,254.1,
3,2020-09-05 14:45:00,Clear,clear-day,0.0,0.0,17.45,17.45,5.99,0.47,1004.1,4.23,5.83,196,0.0,8,16.093,254.2,
4,2020-09-05 15:45:00,Clear,clear-day,0.0,0.0,15.96,15.96,7.5,0.57,1004.1,4.15,5.95,196,0.0,4,16.093,254.6,
5,2020-09-05 16:45:00,Clear,clear-day,0.0051,0.02,13.67,13.67,9.52,0.76,1005.0,3.81,5.87,195,0.0,1,16.093,255.3,rain
6,2020-09-05 17:45:00,Clear,clear-day,0.0093,0.03,11.68,11.68,11.08,0.96,1005.9,3.39,5.66,195,0.0,0,16.093,255.7,rain
7,2020-09-05 18:45:00,Clear,clear-night,0.0073,0.03,9.16,7.56,9.16,1.0,1007.5,2.9,5.32,200,0.0,0,16.093,256.0,rain
8,2020-09-05 19:45:00,Clear,clear-night,0.0,0.0,6.99,5.4,6.99,1.0,1009.0,2.32,4.88,206,0.0,0,16.093,256.2,
9,2020-09-05 20:45:00,Clear,clear-night,0.0,0.0,5.24,3.77,5.24,1.0,1010.4,1.88,4.53,198,0.01,0,16.093,256.0,
10,2020-09-05 21:45:00,Clear,clear-night,0.0,0.0,4.22,2.75,4.22,1.0,1011.2,1.74,4.44,160,0.01,0,16.093,255.4,
11,2020-09-05 22:45:00,Clear,clear-night,0.0053,0.04,3.55,1.97,3.55,1.0,1011.7,1.75,4.47,91,0.01,0,16.093,254.7,rain
12,2020-09-05 23:45:00,Clear,clear-night,0.005,0.04,2.94,1.28,2.94,1.0,1011.7,1.74,4.29,277,0.02,0,16.093,253.9,rain
13,2020-09-06 00:45:00,Clear,clear-night,0.0,0.0,2.47,0.82,2.47,1.0,1011.8,1.68,3.68,268,0.04,0,16.093,253.7,
14,2020-09-06 01:45:00,Clear,clear-night,0.0,0.0,2.05,0.44,2.05,1.0,1011.6,1.6,2.87,301,0.06,0,16.093,253.5,
15,2020-09-06 02:45:00,Clear,clear-night,0.0,0.0,1.8,0.26,1.8,1.0,1011.5,1.52,2.2,10,0.08,0,16.093,253.6,
16,2020-09-06 03:45:00,Clear,clear-night,0.0,0.0,1.27,-0.19,1.27,1.0,1011.9,1.43,1.75,17,0.08,0,16.093,254.0,
17,2020-09-06 04:45:00,Clear,clear-night,0.0,0.0,0.65,0.65,0.65,1.0,1012.5,1.33,1.43,12,0.08,0,16.093,254.5,
18,2020-09-06 05:45:00,Clear,clear-night,0.0,0.0,0.8,0.8,0.8,1.0,1012.6,1.3,1.39,16,0.08,0,16.093,255.3,
19,2020-09-06 06:45:00,Clear,clear-day,0.0,0.0,2.04,2.04,2.04,1.0,1012.3,1.28,1.64,33,0.05,0,16.093,256.3,
20,2020-09-06 07:45:00,Clear,clear-day,0.0,0.0,4.18,4.18,4.18,1.0,1011.8,1.32,2.16,71,0.02,2,16.093,257.5,
21,2020-09-06 08:45:00,Clear,clear-day,0.0,0.0,6.51,5.65,6.51,1.0,1011.0,1.51,2.72,103,0.0,5,16.093,257.7,
22,2020-09-06 09:45:00,Clear,clear-day,0.0,0.0,9.34,8.46,7.37,0.88,1009.5,1.95,3.27,134,0.0,9,16.093,256.5,
23,2020-09-06 10:45:00,Clear,clear-day,0.0,0.0,12.14,12.14,7.35,0.73,1007.5,2.55,3.86,165,0.0,12,16.093,254.5,
24,2020-09-06 11:45:00,Clear,clear-day,0.0,0.0,15.0,15.0,7.12,0.59,1006.1,3.11,4.47,189,0.0,14,16.093,252.9,
25,2020-09-06 12:45:00,Clear,clear-day,0.0,0.0,16.83,16.83,6.89,0.52,1004.9,3.65,5.2,197,0.0,13,16.093,252.6,
26,2020-09-06 13:45:00,Clear,clear-day,0.0,0.0,17.85,17.85,6.75,0.48,1004.1,4.15,5.95,197,0.0,11,16.093,252.7,
27,2020-09-06 14:45:00,Clear,clear-day,0.0072,0.02,17.28,17.28,7.13,0.51,1003.9,4.43,6.51,196,0.0,8,16.093,252.8,rain
28,2020-09-06 15:45:00,Clear,clear-day,0.0087,0.03,15.7,15.7,8.46,0.62,1004.0,4.4,6.77,196,0.01,4,16.093,252.7,rain
29,2020-09-06 16:45:00,Clear,clear-day,0.0112,0.03,13.43,13.43,10.43,0.82,1004.7,4.14,6.84,195,0.02,1,16.093,252.5,rain
30,2020-09-06 17:45:00,Clear,clear-day,0.0115,0.03,11.42,11.42,11.42,1.0,1005.8,3.76,6.76,193,0.03,0,16.093,252.5,rain
31,2020-09-06 18:45:00,Clear,clear-night,0.006,0.04,8.88,7.03,8.88,1.0,1007.6,3.22,6.54,198,0.08,0,16.093,252.9,rain
32,2020-09-06 19:45:00,Clear,clear-night,0.0,0.0,6.67,4.82,6.67,1.0,1009.1,2.57,6.19,203,0.15,0,16.093,253.6,
33,2020-09-06 20:45:00,Clear,clear-night,0.0,0.0,4.96,3.26,4.96,1.0,1010.3,2.07,5.83,196,0.19,0,16.093,253.8,
34,2020-09-06 21:45:00,Clear,clear-night,0.0,0.0,3.99,2.38,3.99,1.0,1010.9,1.83,5.48,161,0.19,0,16.093,253.5,
35,2020-09-06 22:45:00,Clear,clear-night,0.0,0.0,3.48,1.91,3.48,1.0,1011.4,1.73,5.11,98,0.18,0,16.093,252.8,
36,2020-09-06 23:45:00,Clear,clear-night,0.0,0.0,3.06,1.5,3.06,1.0,1011.7,1.67,4.7,281,0.17,0,16.093,252.3,
37,2020-09-07 00:45:00,Clear,clear-night,0.0,0.0,2.71,1.18,2.71,1.0,1011.9,1.62,4.24,273,0.19,0,16.093,252.1,
38,2020-09-07 01:45:00,Clear,clear-night,0.0,0.0,2.38,0.83,2.38,1.0,1011.9,1.59,3.73,304,0.21,0,16.093,252.0,
39,2020-09-07 02:45:00,Clear,clear-night,0.0,0.0,1.99,0.44,1.99,1.0,1012.0,1.55,3.21,338,0.22,0,16.093,251.9,
40,2020-09-07 03:45:00,Clear,clear-night,0.0,0.0,1.36,-0.15,1.36,1.0,1012.7,1.47,2.55,13,0.23,0,16.093,251.4,
41,2020-09-07 04:45:00,Clear,clear-night,0.0,0.0,0.59,-0.88,0.59,1.0,1013.4,1.38,1.88,38,0.22,0,16.093,250.9,
42,2020-09-07 05:45:00,Clear,clear-night,0.0051,0.04,0.57,0.57,0.57,1.0,1013.7,1.32,1.53,48,0.2,0,16.093,250.7,rain
43,2020-09-07 06:45:00,Clear,clear-day,0.0,0.0,1.8,1.8,1.8,1.0,1013.1,1.27,1.74,54,0.17,0,16.093,251.4,
44,2020-09-07 07:45:00,Clear,clear-day,0.0,0.0,4.01,4.01,4.01,1.0,1012.0,1.25,2.28,84,0.12,2,16.093,252.3,
45,2020-09-07 08:45:00,Clear,clear-day,0.0,0.0,6.34,5.55,6.34,1.0,1011.1,1.44,2.88,112,0.08,5,16.093,252.7,
46,2020-09-07 09:45:00,Clear,clear-day,0.0,0.0,9.05,8.11,9.05,1.0,1010.0,1.97,3.43,139,0.06,9,16.093,251.6,
