,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-05,Rain and humid throughout the day.,rain,1599263460,1599308700,0.6,0.6422,1.1909,1599254220,0.85,rain,30.53,1599299700,23.72,1599349860,40.87,1599299940,25.19,1599350040,26.37,0.93,1006.1,1.69,3.7,1599297480,55,0.66,8,1599285240,15.021,266.3,24.68,1599263160,30.53,1599299700,25.76,1599262920,40.87,1599299940
1,2020-09-06,Rain and humid throughout the day.,rain,1599349860,1599395040,0.64,1.0507,3.4205,1599340080,0.95,rain,30.71,1599384180,23.54,1599436200,39.8,1599385860,24.85,1599436200,25.73,0.94,1005.6,1.8,6.21,1599416100,72,0.93,6,1599372360,13.192,263.7,23.72,1599349860,30.71,1599384180,25.19,1599350040,39.8,1599385860
2,2020-09-07,Rain and humid throughout the day.,rain,1599436320,1599481380,0.67,0.4595,0.8789,1599502500,0.94,rain,32.44,1599466020,23.81,1599522900,43.93,1599466200,25.18,1599522960,26.08,0.93,1006.5,2.64,6.26,1599444900,78,0.81,8,1599459480,14.759,262.8,23.54,1599436200,32.44,1599466020,24.85,1599436200,43.93,1599466200
3,2020-09-08,Rain and humid throughout the day.,rain,1599522720,1599567720,0.7,0.7655,1.5601,1599571200,0.95,rain,32.38,1599553920,24.05,1599609120,45.73,1599553500,25.52,1599609240,26.59,0.95,1007.1,2.8,6.58,1599524100,82,0.82,8,1599547020,13.464,265.9,23.81,1599522900,32.38,1599553920,25.18,1599522960,45.73,1599553500
4,2020-09-09,Possible light rain until afternoon.,rain,1599609120,1599654000,0.73,0.1776,0.4906,1599641040,0.8,rain,30.27,1599640320,24.19,1599694980,41.33,1599644700,25.79,1599695220,26.59,0.98,1006.8,2.33,8.3,1599612420,94,0.98,5,1599634020,16.093,262.5,24.05,1599609120,30.27,1599640320,25.52,1599609240,41.33,1599644700
5,2020-09-10,Possible light rain until afternoon.,rain,1599695580,1599740340,0.76,0.2555,0.7008,1599718920,0.83,rain,31.78,1599726300,23.7,1599780420,42.49,1599726000,25.29,1599780660,26.61,0.95,1003.9,2.51,7.61,1599760800,99,0.96,6,1599717660,16.093,255.0,24.19,1599694980,31.78,1599726300,25.79,1599695220,42.49,1599726000
6,2020-09-11,Light rain and humid throughout the day.,rain,1599781980,1599826680,0.79,0.3513,0.8615,1599771120,0.89,rain,33.03,1599813180,23.9,1599866280,47.7,1599820680,25.34,1599866520,27.11,0.94,1004.3,2.9,7.59,1599761700,82,0.9,6,1599807180,15.089,257.2,23.7,1599780420,33.03,1599813180,25.29,1599780660,47.7,1599820680
7,2020-09-12,Light rain until afternoon.,rain,1599868440,1599913020,0.82,0.3248,0.8062,1599871140,0.86,rain,32.46,1599900960,24.2,1599952920,46.49,1599907200,25.78,1599952800,26.99,0.94,1006.4,2.92,6.62,1599865080,76,0.89,5,1599891900,13.577,257.2,23.9,1599866280,32.46,1599900960,25.34,1599866520,46.49,1599907200
