district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Baglung,Rangkhani,28.14408889,83.55824444,2021-04-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-04-06 05:56:00,2021-04-06 18:32:00,0.83,0.0234,0.2142,2021-04-06 16:47:00,0.03,rain,25.38,2021-04-06 13:54:00,14.1,2021-04-07 04:40:00,25.1,2021-04-06 13:54:00,14.37,2021-04-07 04:40:00,-2.69,0.26,1011.8,2.13,5.88,1617696540,333,0.29,9,1617686880,16.093,273.2,11.68,2021-04-06 05:44:00,25.38,2021-04-06 13:54:00,11.95,2021-04-06 05:44:00,25.1,2021-04-06 13:54:00,
Baitadi,Patan (West),29.467137,80.54575109999999,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:08:00,2021-04-06 18:45:00,0.83,0.0583,0.3377,2021-04-06 08:45:00,0.07,rain,29.51,2021-04-06 13:52:00,13.22,2021-04-07 05:11:00,29.23,2021-04-06 13:52:00,13.49,2021-04-07 05:11:00,5.05,0.43,1012.6,1.76,6.74,1617692580,28,0.64,9,1617689220,16.093,278.0,12.11,2021-04-06 05:43:00,29.51,2021-04-06 13:52:00,12.38,2021-04-06 05:43:00,29.23,2021-04-06 13:52:00,
Baitadi,Satbanjh,29.4973,80.49741194,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:08:00,2021-04-06 18:45:00,0.83,0.0546,0.3611,2021-04-06 08:46:00,0.07,rain,25.93,2021-04-06 13:47:00,10.8,2021-04-07 05:36:00,25.65,2021-04-06 13:47:00,11.07,2021-04-07 05:36:00,2.12,0.44,1012.4,1.74,6.85,1617692700,29,0.64,10,1617689100,16.093,278.2,9.7,2021-04-06 05:42:00,25.93,2021-04-06 13:47:00,9.34,2021-04-06 05:43:00,25.65,2021-04-06 13:47:00,
Bajhang,Chainpur (West),29.55,81.21666667,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:05:00,2021-04-06 18:42:00,0.83,0.1917,1.0307,2021-04-07 00:00:00,0.26,rain,24.66,2021-04-06 12:55:00,10.98,2021-04-07 05:31:00,24.38,2021-04-06 12:55:00,11.25,2021-04-07 05:31:00,5.67,0.54,1016.0,2.13,6.15,1617690060,29,0.67,8,1617690240,16.093,274.6,10.81,2021-04-06 06:00:00,24.66,2021-04-06 12:55:00,11.08,2021-04-06 06:00:00,24.38,2021-04-06 12:55:00,
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:05:00,2021-04-06 18:42:00,0.83,0.1848,1.0137,2021-04-07 00:00:00,0.25,rain,25.21,2021-04-06 12:53:00,11.37,2021-04-07 05:31:00,24.93,2021-04-06 12:53:00,11.64,2021-04-07 05:31:00,5.65,0.53,1015.9,2.13,6.26,1617690000,29,0.68,8,1617690240,16.093,274.7,11.19,2021-04-06 05:59:00,25.21,2021-04-06 12:53:00,11.46,2021-04-06 05:59:00,24.93,2021-04-06 12:53:00,
Bajhang,Kalukheti,29.447359999999996,81.16838,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:05:00,2021-04-06 18:43:00,0.83,0.1082,0.7776,2021-04-07 00:00:00,0.13,rain,27.45,2021-04-06 12:52:00,12.03,2021-04-07 05:34:00,27.17,2021-04-06 12:52:00,12.3,2021-04-07 05:34:00,5.81,0.48,1014.3,2.16,6.79,1617689880,34,0.63,9,1617691380,16.093,275.9,12.16,2021-04-06 06:09:00,27.45,2021-04-06 12:52:00,12.43,2021-04-06 06:09:00,27.17,2021-04-06 12:52:00,
Bajhang,Rayal,29.464595000000003,80.95405,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:06:00,2021-04-06 18:43:00,0.83,0.1058,0.7008,2021-04-06 23:49:00,0.11,rain,30.02,2021-04-06 12:50:00,15.24,2021-04-07 05:27:00,29.74,2021-04-06 12:50:00,15.51,2021-04-07 05:27:00,6.51,0.43,1013.8,1.95,6.95,1617690180,33,0.68,9,1617691320,16.093,276.5,14.86,2021-04-06 05:55:00,30.02,2021-04-06 12:50:00,15.13,2021-04-06 05:55:00,29.74,2021-04-06 12:50:00,
Bajura,Bajura (Martadi),29.45697889,81.48038389,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:04:00,2021-04-06 18:41:00,0.83,0.1299,0.811,2021-04-07 00:00:00,0.21,rain,24.22,2021-04-06 13:26:00,10.36,2021-04-07 01:38:00,23.94,2021-04-06 13:26:00,10.63,2021-04-07 01:38:00,5.13,0.54,1016.3,2.31,6.39,1617691320,36,0.73,8,1617692460,16.093,273.7,10.06,2021-04-06 05:45:00,24.22,2021-04-06 13:26:00,10.33,2021-04-06 05:45:00,23.94,2021-04-06 13:26:00,
Bajura,Kailasmandu,29.35291694,81.33385889,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:04:00,2021-04-06 18:42:00,0.83,0.1059,0.5997,2021-04-07 00:00:00,0.13,rain,28.63,2021-04-06 12:56:00,13.71,2021-04-07 05:31:00,28.35,2021-04-06 12:56:00,13.98,2021-04-07 05:31:00,5.71,0.43,1014.4,2.4,6.85,1617690000,28,0.62,9,1617692160,16.093,275.3,13.92,2021-04-06 05:53:00,28.63,2021-04-06 12:56:00,14.19,2021-04-06 05:53:00,28.35,2021-04-06 12:56:00,
Bajura,Kolti,29.50348694,81.66617611,2021-04-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2021-04-06 06:03:00,2021-04-06 18:41:00,0.83,0.1146,0.7457,2021-04-07 00:00:00,0.21,rain,23.88,2021-04-06 13:50:00,9.62,2021-04-07 05:43:00,23.6,2021-04-06 13:50:00,8.99,2021-04-07 05:45:00,4.75,0.56,1016.7,1.75,6.29,1617689700,8,0.73,8,1617691740,16.093,274.1,8.5,2021-04-06 05:49:00,23.88,2021-04-06 13:50:00,8.12,2021-04-06 05:53:00,23.6,2021-04-06 13:50:00,
Banke,Amlekhganj,27.94748333,81.78569444,2021-04-06 00:15:00,Clear throughout the day.,clear-day,2021-04-06 06:04:00,2021-04-06 18:39:00,0.83,0.0091,0.1256,2021-04-06 23:56:00,0.03,rain,39.63,2021-04-06 16:09:00,21.75,2021-04-07 05:28:00,39.35,2021-04-06 16:09:00,22.02,2021-04-07 05:28:00,-3.54,0.13,1007.1,2.65,5.15,1617678720,109,0.14,10,1617691860,16.093,278.0,19.47,2021-04-06 04:56:00,39.63,2021-04-06 16:09:00,19.74,2021-04-06 04:56:00,39.35,2021-04-06 16:09:00,
Banke,Dhakeri,28.10055556,81.66824722,2021-04-06 00:15:00,Clear throughout the day.,clear-day,2021-04-06 06:04:00,2021-04-06 18:40:00,0.83,0.005,0.0633,2021-04-07 00:05:00,0.03,rain,39.12,2021-04-06 16:04:00,22.16,2021-04-07 05:24:00,38.84,2021-04-06 16:04:00,22.43,2021-04-07 05:24:00,-3.23,0.13,1007.2,2.58,5.09,1617704820,100,0.14,10,1617691620,16.093,278.3,20.19,2021-04-06 05:07:00,39.12,2021-04-06 16:04:00,20.46,2021-04-06 05:07:00,38.84,2021-04-06 16:04:00,
Banke,Khajura (Nepalganj),28.11368333,81.59030556,2021-04-06 00:15:00,Clear throughout the day.,clear-day,2021-04-06 06:04:00,2021-04-06 18:40:00,0.83,0.0043,0.0492,2021-04-06 23:59:00,0.03,rain,38.99,2021-04-06 16:09:00,22.09,2021-04-07 05:24:00,38.71,2021-04-06 16:09:00,22.36,2021-04-07 05:24:00,-3.33,0.13,1007.1,2.69,5.09,1617702780,101,0.16,10,1617691440,16.093,278.4,20.28,2021-04-06 05:07:00,38.99,2021-04-06 16:09:00,20.55,2021-04-06 05:07:00,38.71,2021-04-06 16:09:00,
Banke,Naubasta,28.230225,81.65270278,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:04:00,2021-04-06 18:40:00,0.83,0.0018,0.0176,2021-04-07 00:00:00,0.02,rain,38.71,2021-04-06 15:43:00,23.11,2021-04-07 05:08:00,38.43,2021-04-06 15:43:00,23.38,2021-04-07 05:08:00,-2.78,0.13,1007.4,2.38,5.4,1617701220,86,0.12,10,1617691560,16.093,278.3,21.2,2021-04-06 05:35:00,38.71,2021-04-06 15:43:00,21.47,2021-04-06 05:35:00,38.43,2021-04-06 15:43:00,
Banke,Nepalgunj Airport,28.051994399999995,81.6228389,2021-04-06 00:15:00,Clear throughout the day.,clear-day,2021-04-06 06:04:00,2021-04-06 18:40:00,0.83,0.0057,0.071,2021-04-06 23:57:00,0.03,rain,39.27,2021-04-06 16:07:00,21.7,2021-04-07 05:29:00,38.99,2021-04-06 16:07:00,21.97,2021-04-07 05:29:00,-3.54,0.13,1007.0,2.76,4.98,1617704580,105,0.16,10,1617691560,16.093,278.3,19.79,2021-04-06 04:56:00,39.27,2021-04-06 16:07:00,20.06,2021-04-06 04:56:00,38.99,2021-04-06 16:07:00,
Bara,Gulariya,27.164166700000003,84.98,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:51:00,2021-04-06 18:26:00,0.83,0.0008,0.0051,2021-04-06 02:45:00,0.01,rain,37.46,2021-04-06 15:17:00,23.17,2021-04-07 05:29:00,37.18,2021-04-06 15:17:00,23.44,2021-04-07 05:29:00,2.07,0.18,1008.2,2.49,4.49,1617679440,68,0.11,10,1617687180,16.093,274.8,21.79,2021-04-06 05:06:00,37.46,2021-04-06 15:17:00,22.06,2021-04-06 05:06:00,37.18,2021-04-06 15:17:00,
Bara,Kalaiya,27.079,84.9329,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:51:00,2021-04-06 18:26:00,0.83,0.0008,0.0051,2021-04-06 02:45:00,0.02,rain,37.99,2021-04-06 14:58:00,22.47,2021-04-07 05:32:00,37.71,2021-04-06 14:58:00,22.74,2021-04-07 05:32:00,1.81,0.18,1008.0,2.55,5.11,1617678840,77,0.1,10,1617689700,16.093,274.9,20.79,2021-04-06 04:45:00,37.99,2021-04-06 14:58:00,21.06,2021-04-06 04:45:00,37.71,2021-04-06 14:58:00,
Bara,Nijgadh,27.16416667,84.98,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:51:00,2021-04-06 18:26:00,0.83,0.0008,0.0051,2021-04-06 02:45:00,0.01,rain,37.46,2021-04-06 15:17:00,23.17,2021-04-07 05:29:00,37.18,2021-04-06 15:17:00,23.44,2021-04-07 05:29:00,2.07,0.18,1008.2,2.49,4.49,1617679440,68,0.11,10,1617687180,16.093,274.8,21.79,2021-04-06 05:06:00,37.46,2021-04-06 15:17:00,22.06,2021-04-06 05:06:00,37.18,2021-04-06 15:17:00,
Bara,Parwanipur,27.20300556,85.170475,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:50:00,2021-04-06 18:25:00,0.83,0.0007,0.0051,2021-04-06 02:45:00,0.01,rain,37.12,2021-04-06 15:06:00,22.77,2021-04-07 05:28:00,36.84,2021-04-06 15:06:00,23.04,2021-04-07 05:28:00,2.71,0.19,1008.5,2.39,4.55,1617710220,57,0.13,10,1617686220,16.093,274.8,21.68,2021-04-06 05:13:00,37.12,2021-04-06 15:06:00,21.95,2021-04-06 05:13:00,36.84,2021-04-06 15:06:00,
Bara,Simara Airport,27.2813,84.9919,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:51:00,2021-04-06 18:26:00,0.83,0.0018,0.0102,2021-04-06 11:58:00,0.01,rain,35.53,2021-04-06 15:00:00,23.13,2021-04-07 05:30:00,35.25,2021-04-06 15:00:00,23.4,2021-04-07 05:30:00,1.81,0.19,1008.5,2.35,4.34,1617710220,60,0.14,10,1617686040,16.093,274.5,21.84,2021-04-06 05:33:00,35.53,2021-04-06 15:00:00,22.11,2021-04-06 05:33:00,35.25,2021-04-06 15:00:00,
Bardiya,Chisapani(Karnali),28.21278611,81.34521111,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:41:00,0.83,0.0061,0.0865,2021-04-06 23:55:00,0.03,rain,38.95,2021-04-06 16:00:00,21.55,2021-04-07 05:02:00,38.67,2021-04-06 16:00:00,21.82,2021-04-07 05:02:00,-3.62,0.13,1006.9,2.72,5.09,1617705180,106,0.19,9,1617690180,16.093,278.8,19.81,2021-04-06 04:57:00,38.95,2021-04-06 16:00:00,20.08,2021-04-06 04:57:00,38.67,2021-04-06 16:00:00,
Bardiya,Kumalgaun,28.33735833,81.33784167,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:41:00,0.83,0.007,0.1093,2021-04-07 00:00:00,0.03,rain,38.89,2021-04-06 16:02:00,21.52,2021-04-07 05:02:00,38.61,2021-04-06 16:02:00,21.79,2021-04-07 05:02:00,-3.17,0.13,1007.1,2.55,5.34,1617701160,98,0.18,10,1617690780,16.093,279.0,20.13,2021-04-06 05:24:00,38.89,2021-04-06 16:02:00,20.4,2021-04-06 05:24:00,38.61,2021-04-06 16:02:00,
Bardiya,Manpur,28.36353889,81.41428333,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:41:00,0.83,0.005,0.0754,2021-04-07 00:00:00,0.03,rain,38.71,2021-04-06 15:53:00,21.88,2021-04-07 05:10:00,38.43,2021-04-06 15:53:00,22.15,2021-04-07 05:10:00,-2.8,0.13,1007.3,2.4,5.5,1617701760,93,0.17,10,1617691380,16.093,278.8,20.51,2021-04-06 05:33:00,38.71,2021-04-06 15:53:00,20.78,2021-04-06 05:33:00,38.43,2021-04-06 15:53:00,
Bardiya,Rajapur,28.64721944,81.28542778,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:42:00,0.83,0.0066,0.105,2021-04-07 00:00:00,0.02,rain,37.68,2021-04-06 15:38:00,20.73,2021-04-07 05:43:00,37.4,2021-04-06 15:38:00,21.0,2021-04-07 05:43:00,-0.83,0.16,1008.0,2.22,5.82,1617700560,53,0.24,10,1617691440,16.093,279.1,20.16,2021-04-06 06:05:00,37.68,2021-04-06 15:38:00,20.43,2021-04-06 06:05:00,37.4,2021-04-06 15:38:00,
Bardiya,Rambhapur,28.307825,81.27586389,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:41:00,0.83,0.0083,0.1304,2021-04-07 00:00:00,0.03,rain,39.11,2021-04-06 15:58:00,21.17,2021-04-07 04:58:00,38.83,2021-04-06 15:58:00,21.44,2021-04-07 04:58:00,-3.51,0.13,1007.0,2.67,5.25,1617700560,103,0.2,9,1617690120,16.093,279.0,19.71,2021-04-06 05:04:00,39.11,2021-04-06 15:58:00,19.98,2021-04-06 05:04:00,38.83,2021-04-06 15:58:00,
Bardiya,Rani Jaruwa Nursery,28.42588611,81.33803611,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 06:05:00,2021-04-06 18:41:00,0.83,0.0078,0.1312,2021-04-07 00:00:00,0.03,rain,39.03,2021-04-06 16:00:00,21.57,2021-04-07 05:08:00,38.75,2021-04-06 16:00:00,21.84,2021-04-07 05:08:00,-2.84,0.13,1007.3,2.47,5.6,1617701580,89,0.18,10,1617691200,16.093,279.0,20.31,2021-04-06 05:38:00,39.03,2021-04-06 16:00:00,20.58,2021-04-06 05:38:00,38.75,2021-04-06 16:00:00,
Bhaktapur,Bhaktapur,27.63333333,85.43333333,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:49:00,2021-04-06 18:24:00,0.83,0.0128,0.0582,2021-04-06 14:57:00,0.04,rain,26.33,2021-04-06 14:40:00,14.32,2021-04-07 05:31:00,26.05,2021-04-06 14:40:00,14.59,2021-04-07 05:31:00,0.07,0.3,1011.5,1.59,4.56,1617710040,232,0.23,10,1617690180,16.093,272.0,12.68,2021-04-06 05:41:00,26.33,2021-04-06 14:40:00,12.95,2021-04-06 05:41:00,26.05,2021-04-06 14:40:00,
Bhaktapur,Changu Narayan,27.67668056,85.42396944,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:49:00,2021-04-06 18:24:00,0.83,0.0128,0.0561,2021-04-06 15:26:00,0.03,rain,28.61,2021-04-06 14:45:00,14.26,2021-04-07 05:29:00,28.33,2021-04-06 14:45:00,14.53,2021-04-07 05:29:00,1.21,0.3,1011.7,1.49,4.89,1617710100,198,0.22,11,1617689880,16.093,272.1,13.02,2021-04-06 05:39:00,28.61,2021-04-06 14:45:00,13.29,2021-04-06 05:39:00,28.33,2021-04-06 14:45:00,
Bhaktapur,Nagarkot,27.645725,85.4615833,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:49:00,2021-04-06 18:24:00,0.83,0.0123,0.0643,2021-04-06 14:57:00,0.03,rain,27.81,2021-04-06 14:44:00,14.42,2021-04-07 05:30:00,27.53,2021-04-06 14:44:00,14.69,2021-04-07 05:30:00,0.73,0.3,1011.7,1.53,4.91,1617710100,252,0.23,11,1617690000,16.093,272.0,12.95,2021-04-06 05:39:00,27.81,2021-04-06 14:44:00,13.22,2021-04-06 05:39:00,27.53,2021-04-06 14:44:00,
Bhaktapur,Sanga,27.71605833,85.42675556,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:49:00,2021-04-06 18:24:00,0.83,0.0126,0.0607,2021-04-06 15:36:00,0.03,rain,28.04,2021-04-06 14:45:00,13.66,2021-04-07 05:29:00,27.76,2021-04-06 14:45:00,13.93,2021-04-07 05:29:00,0.59,0.3,1011.7,1.39,5.28,1617710160,194,0.2,11,1617689700,16.093,272.2,12.43,2021-04-06 05:38:00,28.04,2021-04-06 14:45:00,12.7,2021-04-06 05:38:00,27.76,2021-04-06 14:45:00,
Bhojpur,Dingla,27.1944798,87.04862659999999,2021-04-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-04-06 05:43:00,2021-04-06 18:18:00,0.83,0.0161,0.1221,2021-04-06 16:46:00,0.04,rain,23.69,2021-04-06 12:57:00,14.11,2021-04-07 05:33:00,23.41,2021-04-06 12:57:00,14.38,2021-04-07 05:33:00,0.44,0.34,1011.8,1.63,4.28,1617701280,205,0.34,10,1617689160,16.093,269.9,11.86,2021-04-06 05:41:00,23.69,2021-04-06 12:57:00,12.13,2021-04-06 05:41:00,23.41,2021-04-06 12:57:00,
Bhojpur,Rampur,27.5282716,87.2177064,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:42:00,2021-04-06 18:17:00,0.83,0.0661,0.1357,2021-04-06 17:31:00,0.1,rain,25.0,2021-04-06 13:28:00,15.7,2021-04-07 01:37:00,24.72,2021-04-06 13:28:00,15.97,2021-04-07 01:37:00,3.13,0.37,1013.9,1.95,3.9,1617732900,353,0.31,11,1617689160,16.093,269.7,13.28,2021-04-06 05:44:00,25.0,2021-04-06 13:28:00,13.55,2021-04-06 05:44:00,24.72,2021-04-06 13:28:00,
Chitawan,Bharatpur,27.5909,84.5223,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:53:00,2021-04-06 18:28:00,0.83,0.0023,0.0084,2021-04-06 12:02:00,0.02,rain,37.79,2021-04-06 14:52:00,20.5,2021-04-07 05:24:00,37.51,2021-04-06 14:52:00,20.77,2021-04-07 05:24:00,1.14,0.19,1008.6,1.56,3.42,1617703200,21,0.16,10,1617688800,16.093,275.2,19.41,2021-04-06 05:31:00,37.79,2021-04-06 14:52:00,19.68,2021-04-06 05:31:00,37.51,2021-04-06 14:52:00,
Chitawan,Bharatpur,27.72113611,84.58525556,2021-04-06 00:00:00,Clear throughout the day.,clear-day,2021-04-06 05:52:00,2021-04-06 18:28:00,0.83,0.0021,0.0082,2021-04-06 11:48:00,0.02,rain,36.38,2021-04-06 14:48:00,20.4,2021-04-07 05:27:00,36.1,2021-04-06 14:48:00,20.67,2021-04-07 05:27:00,0.72,0.19,1009.2,1.64,3.21,1617703200,32,0.17,10,1617688680,16.093,274.9,19.18,2021-04-06 05:38:00,36.38,2021-04-06 14:48:00,19.45,2021-04-06 05:38:00,36.1,2021-04-06 14:48:00,
