district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:22:00,2020-10-15 17:50:00,0.95,0.0085,0.1131,2020-10-15 00:00:00,0.02,rain,31.28,2020-10-15 13:46:00,18.51,2020-10-16 05:59:00,31.0,2020-10-15 13:46:00,18.78,2020-10-16 05:59:00,15.18,0.61,1010.4,1.44,3.4,1602717420,36,0.15,8,1602742020,16.093,252.5,17.69,2020-10-15 05:56:00,31.28,2020-10-15 13:46:00,17.96,2020-10-15 05:56:00,31.0,2020-10-15 13:46:00
Achham,Basti,29.03098333,81.17113333,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:23:00,2020-10-15 17:52:00,0.95,0.0065,0.1138,2020-10-15 00:00:00,0.04,rain,32.54,2020-10-15 13:44:00,19.0,2020-10-16 05:53:00,32.26,2020-10-15 13:44:00,19.27,2020-10-16 05:53:00,16.51,0.65,1010.4,1.2,2.48,1602716220,17,0.16,8,1602742080,16.093,252.2,17.81,2020-10-15 05:56:00,32.54,2020-10-15 13:44:00,18.08,2020-10-15 05:56:00,32.26,2020-10-15 13:44:00
Achham,Mangalsen,29.13611389,81.25009167,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:23:00,2020-10-15 17:51:00,0.95,0.009,0.1183,2020-10-15 00:00:00,0.04,rain,29.36,2020-10-15 13:48:00,17.37,2020-10-16 06:10:00,29.08,2020-10-15 13:48:00,17.64,2020-10-16 06:10:00,12.26,0.59,1010.7,1.27,2.77,1602717660,46,0.14,9,1602742260,16.093,251.0,16.24,2020-10-15 05:52:00,29.36,2020-10-15 13:48:00,16.51,2020-10-15 05:52:00,29.08,2020-10-15 13:48:00
Achham,Sugali,29.17980694,81.37293889,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:22:00,2020-10-15 17:51:00,0.95,0.0069,0.075,2020-10-15 00:00:00,0.03,rain,26.43,2020-10-15 13:35:00,15.52,2020-10-16 06:17:00,26.15,2020-10-15 13:35:00,15.79,2020-10-16 06:17:00,10.23,0.61,1011.4,1.51,3.61,1602717780,44,0.17,8,1602743040,16.093,249.6,14.23,2020-10-15 05:33:00,26.43,2020-10-15 13:35:00,14.5,2020-10-15 05:33:00,26.15,2020-10-15 13:35:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-15 00:00:00,Humid throughout the day.,clear-day,2020-10-15 06:15:00,2020-10-15 17:46:00,0.95,0.032,0.2538,2020-10-15 00:00:00,0.07,rain,32.76,2020-10-15 14:04:00,21.42,2020-10-16 05:02:00,35.21,2020-10-15 15:07:00,21.9,2020-10-16 04:59:00,20.98,0.74,1008.2,1.68,2.46,1602753120,12,0.12,8,1602741840,16.093,259.3,21.36,2020-10-15 04:57:00,32.76,2020-10-15 14:04:00,22.1,2020-10-15 05:00:00,35.21,2020-10-15 15:07:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:14:00,2020-10-15 17:45:00,0.95,0.0576,0.2691,2020-10-15 00:00:00,0.1,rain,28.19,2020-10-15 13:35:00,17.9,2020-10-16 05:40:00,28.13,2020-10-15 13:49:00,18.17,2020-10-16 05:40:00,15.53,0.68,1009.8,1.24,2.24,1602752460,359,0.26,8,1602742200,16.093,257.1,17.4,2020-10-15 05:40:00,28.19,2020-10-15 13:35:00,17.67,2020-10-15 05:40:00,28.13,2020-10-15 13:49:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-15 00:00:00,Clear throughout the day.,clear-day,2020-10-15 06:15:00,2020-10-15 17:46:00,0.95,0.0304,0.1912,2020-10-15 00:00:00,0.06,rain,32.15,2020-10-15 14:01:00,21.57,2020-10-16 05:14:00,33.86,2020-10-15 15:09:00,21.96,2020-10-16 05:13:00,20.08,0.71,1008.1,1.67,2.42,1602699300,10,0.12,8,1602741960,16.093,259.4,21.43,2020-10-15 04:56:00,32.15,2020-10-15 14:01:00,22.1,2020-10-15 04:57:00,33.86,2020-10-15 15:09:00
Baglung,Baglung,28.26363611,83.60032222,2020-10-15 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-15 06:12:00,2020-10-15 17:42:00,0.95,0.023,0.1251,2020-10-15 17:35:00,0.09,rain,27.43,2020-10-15 12:52:00,16.75,2020-10-16 06:08:00,27.15,2020-10-15 12:52:00,17.02,2020-10-16 06:08:00,13.0,0.64,1011.8,1.33,2.51,1602717180,308,0.34,7,1602740340,16.093,254.2,15.73,2020-10-15 05:19:00,27.43,2020-10-15 12:52:00,16.0,2020-10-15 05:19:00,27.15,2020-10-15 12:52:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-15 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-15 06:15:00,2020-10-15 17:44:00,0.95,0.0222,0.0835,2020-10-15 17:47:00,0.15,rain,16.84,2020-10-15 12:36:00,8.03,2020-10-16 06:00:00,16.56,2020-10-15 12:36:00,7.56,2020-10-16 05:48:00,9.73,0.93,1013.2,1.54,2.47,1602749460,18,0.52,8,1602741780,15.924,249.5,7.05,2020-10-15 05:58:00,16.84,2020-10-15 12:36:00,6.12,2020-10-15 05:55:00,16.56,2020-10-15 12:36:00
Baglung,Galkot,28.21869167,83.41881111,2020-10-15 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-15 06:13:00,2020-10-15 17:43:00,0.95,0.0349,0.1561,2020-10-15 17:07:00,0.11,rain,26.45,2020-10-15 12:55:00,15.12,2020-10-16 06:19:00,26.17,2020-10-15 12:55:00,15.39,2020-10-16 06:19:00,11.56,0.62,1011.5,1.39,2.31,1602718020,325,0.37,7,1602740100,16.093,254.2,14.52,2020-10-15 06:11:00,26.45,2020-10-15 12:55:00,14.79,2020-10-15 06:11:00,26.17,2020-10-15 12:55:00
