district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
syanja,thaprek,27.94259167,83.87190278,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264420,1599309780,0.6,0.304,0.832,1599303240,0.43,rain,34.12,1599289560,21.25,1599349080,39.19,1599299400,21.9,1599349200,20.33,0.69,1007.4,0.97,2.07,1599295080,338,0.12,11,1599286020,14.491,267.6,18.8,1599262800,34.12,1599289560,19.1,1599262860,39.19,1599299400
tanahu,kotagaun,27.87053778,83.983424,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264360,1599309720,0.6,0.2453,0.6751,1599329700,0.46,rain,35.09,1599289500,21.81,1599348720,40.52,1599299340,22.56,1599348840,20.72,0.67,1007.1,1.08,2.38,1599296040,336,0.11,11,1599285840,15.277,268.0,19.7,1599262740,35.09,1599289500,20.11,1599262800,40.52,1599299340
kapilbastu,banganga,27.669936100000005,82.7911917,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264660,1599310020,0.6,0.1862,0.7228,1599298320,0.45,rain,34.99,1599289980,24.09,1599349680,45.96,1599298740,25.31,1599349740,25.76,0.81,1005.3,1.67,2.52,1599295740,9,0.13,11,1599286980,15.862,269.9,24.13,1599262440,34.99,1599289980,25.13,1599262680,45.96,1599298740
baltadi,satbanjh,29.4973,80.49741194,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599265140,1599310620,0.6,0.177,0.9281,1599317820,0.3,rain,25.17,1599293160,16.03,1599350100,25.67,1599293280,17.32,1599350100,18.95,0.98,1008.4,0.9,2.46,1599303540,207,0.22,12,1599286680,16.093,265.7,15.56,1599262920,25.17,1599293160,16.65,1599262980,25.67,1599293280
kaski,lumle,28.26555556,83.82211944,2020-09-05 00:00:00,Humid and partly cloudy throughout the day.,rain,1599264420,1599309780,0.6,0.2184,0.7774,1599302880,0.39,rain,24.92,1599292560,16.04,1599349740,25.18,1599292860,16.31,1599349740,17.5,0.89,1008.7,1.43,2.33,1599286020,36,0.32,10,1599286140,15.774,265.4,14.83,1599262320,24.92,1599292560,15.1,1599262320,25.18,1599292860
kathmandu,naikap,27.7726953,85.4277003,2020-09-05 00:00:00,Partly cloudy throughout the day.,rain,1599264060,1599309360,0.6,0.3041,1.1294,1599297420,0.45,rain,25.5,1599289260,16.43,1599349620,25.71,1599289380,16.96,1599349680,18.53,0.93,1007.9,0.78,2.5,1599296580,260,0.35,10,1599285240,14.861,265.1,15.42,1599262560,25.5,1599289260,16.01,1599262740,25.71,1599289380
banke,naubasta,28.230225,81.65270278,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264900,1599310320,0.6,0.1652,0.3641,1599254640,0.42,rain,35.49,1599296340,25.16,1599347760,48.1,1599298020,26.38,1599348540,26.69,0.85,1005.6,1.18,2.53,1599296520,26,0.19,10,1599288120,16.093,269.4,24.62,1599262620,35.49,1599296340,25.69,1599262740,48.1,1599298020
kathmandu,budhanilakan,27.78333333,85.31666667,2020-09-05 00:00:00,Partly cloudy throughout the day.,rain,1599264060,1599309420,0.6,0.2508,0.9653,1599296940,0.42,rain,27.8,1599290160,17.8,1599349980,29.5,1599290820,18.46,1599350040,19.85,0.89,1007.8,0.86,2.43,1599295860,252,0.35,10,1599285060,14.85,265.1,16.52,1599262860,27.8,1599290160,17.16,1599262980,29.5,1599290820
baitadi,patan (west),29.467137,80.54575109999999,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599265140,1599310620,0.6,0.2068,0.8997,1599317580,0.31,rain,28.66,1599293280,18.1,1599348900,33.31,1599293460,19.25,1599348300,21.74,0.97,1008.5,0.88,2.37,1599300120,204,0.23,11,1599286800,16.093,265.6,17.3,1599262800,28.66,1599293280,18.25,1599262800,33.31,1599293460
syanja,jyagdi,28.13558056,83.77019722,2020-09-05 00:00:00,Clear throughout the day.,rain,1599264420,1599309780,0.6,0.297,0.9878,1599300600,0.4,rain,25.59,1599292020,16.89,1599349260,25.63,1599292500,17.17,1599349560,16.96,0.83,1008.1,0.99,1.97,1599286440,25,0.24,10,1599286560,15.351,266.4,16.0,1599261720,25.59,1599292020,16.27,1599261720,25.63,1599292500
bajhang,rayal,29.464595000000003,80.95405,2020-09-05 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,1599265020,1599310500,0.6,0.333,1.1904,1599304740,0.35,rain,29.37,1599293100,18.05,1599350220,36.31,1599298080,18.5,1599350100,20.88,0.91,1009.0,0.9,2.14,1599295800,72,0.31,9,1599287160,15.195,264.3,16.44,1599263340,29.37,1599293100,16.7,1599263280,36.31,1599298080
surkhet,tisedi,28.42094722,81.72940833,2020-09-05 00:00:00,Humid and partly cloudy throughout the day.,rain,1599264900,1599310260,0.6,0.2333,0.5648,1599291600,0.46,rain,30.92,1599298020,22.34,1599346560,40.37,1599299880,23.6,1599346500,25.02,0.97,1006.7,0.99,2.32,1599296100,47,0.25,9,1599289140,16.093,267.8,22.26,1599257220,30.92,1599298020,23.59,1599257280,40.37,1599299880
nuwakot,pansayakhola,27.816970299999998,85.2323034,2020-09-05 00:00:00,Partly cloudy throughout the day.,rain,1599264060,1599309420,0.6,0.2135,0.8151,1599296760,0.39,rain,25.23,1599290100,17.11,1599348120,25.27,1599290220,17.78,1599348780,18.17,0.9,1007.7,0.91,2.39,1599295020,240,0.36,10,1599285060,14.715,265.1,16.11,1599262260,25.23,1599290100,16.74,1599262560,25.27,1599290220
nuwakot,mane bhanjyang,28.02851111,85.10623056,2020-09-05 00:00:00,Partly cloudy throughout the day.,rain,1599264120,1599309480,0.6,0.1999,0.5427,1599297900,0.38,rain,25.89,1599290640,17.15,1599349920,25.9,1599291000,17.42,1599349920,17.23,0.84,1008.1,1.07,2.32,1599293580,239,0.48,9,1599285600,13.096,264.3,15.75,1599261840,25.89,1599290640,16.02,1599261840,25.9,1599291000
okhaldhunga,okhaldhunga,27.30812083,86.504225,2020-09-05 00:00:00,Humid and partly cloudy throughout the day.,rain,1599263820,1599309120,0.6,0.4906,1.2401,1599318180,0.6,rain,24.7,1599290160,17.57,1599350100,25.9,1599290700,18.84,1599350160,20.38,1.0,1007.3,0.86,2.44,1599295920,236,0.69,9,1599283980,12.796,264.4,17.58,1599262740,24.7,1599290160,18.89,1599262740,25.9,1599290700
okhaldhunga,tansen,27.21472694,86.44435778,2020-09-05 00:00:00,Humid and mostly cloudy throughout the day.,rain,1599263820,1599309120,0.6,0.4895,1.2964,1599318060,0.6,rain,25.49,1599289200,19.27,1599333480,26.61,1599289380,20.69,1599335940,21.62,1.0,1007.1,0.88,2.6,1599295260,228,0.7,8,1599284640,14.475,265.4,19.31,1599329700,25.49,1599289200,20.79,1599263100,26.61,1599289380
okhaldhunga,okhaldhunga,27.30812083,86.504225,2020-09-05 00:00:00,Humid and partly cloudy throughout the day.,rain,1599263820,1599309120,0.6,0.4906,1.2401,1599318180,0.6,rain,24.7,1599290160,17.57,1599350100,25.9,1599290700,18.84,1599350160,20.38,1.0,1007.3,0.86,2.44,1599295920,236,0.69,9,1599283980,12.796,264.4,17.58,1599262740,24.7,1599290160,18.89,1599262740,25.9,1599290700
achham,sugali,29.17980694,81.37293889,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599264960,1599310380,0.6,0.161,0.4926,1599301560,0.31,rain,27.4,1599293040,16.42,1599349800,28.85,1599294300,16.7,1599349920,18.11,0.85,1008.5,1.13,2.11,1599291180,41,0.28,11,1599285840,16.093,264.8,15.61,1599262860,27.4,1599293040,15.88,1599262860,28.85,1599294300
achham,asara ghat,28.95029444,81.44431944,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599264960,1599310380,0.6,0.2052,0.567,1599299340,0.34,rain,31.83,1599289920,20.0,1599350100,37.87,1599303000,20.52,1599350220,21.93,0.81,1007.9,1.04,2.0,1599294780,213,0.2,10,1599286440,15.465,266.4,20.13,1599263520,31.83,1599289920,20.5,1599263580,37.87,1599303000
palpa,baldyanggadi,27.86366111,83.53871111,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599264480,1599309840,0.6,0.2213,0.7531,1599297660,0.36,rain,29.05,1599291720,19.45,1599343920,31.13,1599292800,20.27,1599349680,19.45,0.8,1007.0,1.18,2.11,1599292020,329,0.12,11,1599286980,15.19,267.7,19.46,1599262680,29.05,1599291720,19.81,1599262920,31.13,1599292800
achham,mangalsen,29.13611389,81.25009167,2020-09-05 00:00:00,Humid throughout the day.,clear-day,1599264960,1599310440,0.6,0.2226,0.5954,1599301980,0.34,rain,29.6,1599291000,17.99,1599350100,31.91,1599293880,18.46,1599350220,19.65,0.82,1008.2,1.0,2.1,1599296100,176,0.2,11,1599286020,16.093,265.9,17.78,1599263640,29.6,1599291000,18.05,1599263640,31.91,1599293880
palpa,jalpa,27.86541111,83.95603056,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264360,1599309720,0.6,0.2403,0.6349,1599329700,0.45,rain,35.14,1599289740,21.89,1599348660,41.02,1599299640,22.68,1599348780,20.92,0.67,1007.1,1.08,2.33,1599296040,333,0.11,11,1599285900,15.482,268.0,19.76,1599262740,35.14,1599289740,20.17,1599262800,41.02,1599299640
palpa,archale,27.808107300000003,83.31313890000001,2020-09-05 00:00:00,Humid throughout the day.,rain,1599264540,1599309900,0.6,0.2557,0.9295,1599304440,0.47,rain,28.98,1599294420,18.28,1599349320,32.34,1599294780,19.17,1599349620,20.88,0.88,1006.5,1.43,2.22,1599292920,349,0.11,11,1599287340,15.096,268.4,18.48,1599262200,28.98,1599294420,19.06,1599262620,32.34,1599294780
