district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:21:00,2020-10-14 17:52:00,0.91,0.0103,0.1071,2020-10-14 23:44:00,0.04,rain,31.18,2020-10-14 13:53:00,18.47,2020-10-15 06:07:00,30.96,2020-10-14 14:13:00,18.74,2020-10-15 06:07:00,16.3,0.65,1010.4,1.3,3.44,1602631500,34,0.32,7,1602657600,16.093,252.7,18.45,2020-10-14 05:52:00,31.18,2020-10-14 13:53:00,18.72,2020-10-14 05:52:00,30.96,2020-10-14 14:13:00
Achham,Basti,29.03098333,81.17113333,2020-10-14 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:22:00,2020-10-14 17:53:00,0.91,0.0101,0.0983,2020-10-14 23:44:00,0.06,rain,32.38,2020-10-14 13:54:00,18.79,2020-10-15 05:52:00,32.44,2020-10-14 15:12:00,19.06,2020-10-15 05:52:00,17.76,0.69,1010.4,1.08,2.49,1602631800,12,0.39,6,1602656580,16.093,253.4,19.11,2020-10-14 05:50:00,32.38,2020-10-14 13:54:00,19.38,2020-10-14 05:51:00,32.44,2020-10-14 15:12:00
Achham,Mangalsen,29.13611389,81.25009167,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:22:00,2020-10-14 17:52:00,0.91,0.0076,0.0848,2020-10-14 23:44:00,0.04,rain,28.98,2020-10-14 13:51:00,17.2,2020-10-15 06:08:00,28.7,2020-10-14 13:50:00,17.47,2020-10-15 06:08:00,13.74,0.64,1010.7,1.19,2.72,1602631740,42,0.35,7,1602655980,16.093,252.2,17.35,2020-10-14 06:06:00,28.98,2020-10-14 13:51:00,17.62,2020-10-14 06:06:00,28.7,2020-10-14 13:50:00
Achham,Sugali,29.17980694,81.37293889,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:21:00,2020-10-14 17:52:00,0.91,0.0054,0.0554,2020-10-14 23:44:00,0.04,rain,26.06,2020-10-14 13:37:00,15.54,2020-10-15 06:17:00,25.78,2020-10-14 13:37:00,15.81,2020-10-15 06:17:00,11.76,0.65,1011.3,1.44,3.68,1602631560,43,0.36,7,1602656160,16.093,250.5,15.63,2020-10-14 06:18:00,26.06,2020-10-14 13:37:00,15.9,2020-10-14 06:18:00,25.78,2020-10-14 13:37:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:15:00,2020-10-14 17:47:00,0.91,0.005,0.0219,2020-10-14 02:46:00,0.03,rain,33.12,2020-10-14 14:04:00,21.47,2020-10-15 05:21:00,34.77,2020-10-14 14:41:00,21.74,2020-10-15 05:21:00,19.7,0.67,1007.9,1.42,2.15,1602623340,32,0.24,7,1602658740,16.093,255.6,21.58,2020-10-14 05:03:00,33.12,2020-10-14 14:04:00,22.27,2020-10-14 05:05:00,34.77,2020-10-14 14:41:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:14:00,2020-10-14 17:46:00,0.91,0.0178,0.0854,2020-10-14 02:58:00,0.03,rain,28.59,2020-10-14 13:48:00,17.64,2020-10-15 05:29:00,28.31,2020-10-14 13:48:00,17.91,2020-10-15 05:29:00,14.43,0.63,1009.6,1.24,2.06,1602665880,7,0.31,6,1602656940,16.093,253.5,17.5,2020-10-14 05:38:00,28.59,2020-10-14 13:48:00,17.77,2020-10-14 05:38:00,28.31,2020-10-14 13:48:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-14 00:00:00,Clear throughout the day.,clear-day,2020-10-14 06:15:00,2020-10-14 17:47:00,0.91,0.0069,0.0388,2020-10-14 02:49:00,0.03,rain,32.49,2020-10-14 14:01:00,21.72,2020-10-15 05:31:00,33.54,2020-10-14 14:42:00,21.99,2020-10-15 05:31:00,18.76,0.64,1007.8,1.43,2.16,1602624240,30,0.23,7,1602658620,16.093,255.7,21.76,2020-10-14 05:13:00,32.49,2020-10-14 14:01:00,22.34,2020-10-14 05:14:00,33.54,2020-10-14 14:42:00
Baglung,Baglung,28.26363611,83.60032222,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:12:00,2020-10-14 17:43:00,0.91,0.0501,0.3645,2020-10-14 15:53:00,0.09,rain,26.67,2020-10-14 13:43:00,16.64,2020-10-15 06:11:00,26.39,2020-10-14 13:43:00,16.91,2020-10-15 06:11:00,12.78,0.63,1011.7,1.39,2.56,1602631860,308,0.43,6,1602657480,16.093,250.3,16.32,2020-10-14 05:55:00,26.67,2020-10-14 13:43:00,16.59,2020-10-14 05:55:00,26.39,2020-10-14 13:43:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:14:00,2020-10-14 17:45:00,0.91,0.0119,0.0398,2020-10-14 00:32:00,0.11,rain,16.59,2020-10-14 13:19:00,7.94,2020-10-15 01:56:00,16.3,2020-10-14 13:19:00,7.22,2020-10-15 02:02:00,10.32,0.96,1013.0,1.65,2.76,1602663480,17,0.47,7,1602655380,16.093,246.6,8.26,2020-10-14 06:06:00,16.59,2020-10-14 13:19:00,7.51,2020-10-14 05:48:00,16.3,2020-10-14 13:19:00
Baglung,Galkot,28.21869167,83.41881111,2020-10-14 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-14 06:13:00,2020-10-14 17:44:00,0.91,0.0496,0.4114,2020-10-14 15:49:00,0.08,rain,25.75,2020-10-14 13:41:00,14.88,2020-10-15 06:06:00,25.47,2020-10-14 13:41:00,15.15,2020-10-15 06:06:00,10.93,0.6,1011.5,1.5,2.56,1602631020,325,0.42,6,1602657720,16.093,250.7,14.7,2020-10-14 06:03:00,25.75,2020-10-14 13:41:00,14.97,2020-10-14 06:03:00,25.47,2020-10-14 13:41:00
