district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-14 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-09-14 06:05:00,2020-09-14 18:27:00,0.89,0.2324,0.5999,2020-09-14 06:00:00,0.5,rain,30.98,2020-09-14 12:45:00,20.31,2020-09-15 05:43:00,33.3,2020-09-14 16:40:00,20.66,2020-09-15 05:45:00,21.53,0.79,1007.7,1.03,2.34,1600073700,200,0.65,10,1600063680,16.093,263.1,21.45,2020-09-14 05:07:00,30.98,2020-09-14 12:45:00,22.05,2020-09-14 05:13:00,33.3,2020-09-14 16:40:00
Achham,Basti,29.03098333,81.17113333,2020-09-14 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-09-14 06:06:00,2020-09-14 18:28:00,0.89,0.222,0.6508,2020-09-14 05:59:00,0.51,rain,32.37,2020-09-14 12:48:00,22.15,2020-09-15 05:44:00,37.42,2020-09-14 16:45:00,23.0,2020-09-15 05:45:00,22.92,0.81,1007.6,0.91,2.27,1600073820,192,0.52,10,1600063980,15.453,263.2,22.25,2020-09-14 05:37:00,32.37,2020-09-14 12:48:00,23.12,2020-09-14 05:45:00,37.42,2020-09-14 16:45:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-14 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-09-14 06:06:00,2020-09-14 18:28:00,0.89,0.1468,0.4292,2020-09-14 05:58:00,0.45,rain,29.38,2020-09-14 13:24:00,18.81,2020-09-15 05:36:00,30.08,2020-09-14 13:44:00,19.09,2020-09-15 05:36:00,18.88,0.78,1008.0,0.98,2.17,1600073700,173,0.54,10,1600064700,15.99,262.8,18.62,2020-09-14 05:21:00,29.38,2020-09-14 13:24:00,18.95,2020-09-14 05:25:00,30.08,2020-09-14 13:44:00
Achham,Sugali,29.17980694,81.37293889,2020-09-14 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-09-14 06:05:00,2020-09-14 18:27:00,0.89,0.0955,0.2685,2020-09-14 17:44:00,0.42,rain,27.45,2020-09-14 13:07:00,16.78,2020-09-15 05:38:00,28.05,2020-09-14 13:18:00,17.05,2020-09-15 05:38:00,17.26,0.8,1008.2,1.12,2.36,1600073460,169,0.54,11,1600063980,16.091,261.8,16.2,2020-09-14 05:15:00,27.45,2020-09-14 13:07:00,16.47,2020-09-14 05:15:00,28.05,2020-09-14 13:18:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-14 00:00:00,Rain in the morning.,rain,2020-09-14 06:00:00,2020-09-14 18:21:00,0.89,0.3683,1.2621,2020-09-14 06:03:00,0.61,rain,31.68,2020-09-14 13:18:00,23.42,2020-09-15 05:17:00,38.25,2020-09-14 13:46:00,24.34,2020-09-15 05:25:00,24.41,0.85,1006.0,1.24,2.36,1600052340,72,0.75,9,1600062660,14.672,263.8,23.5,2020-09-14 05:08:00,31.68,2020-09-14 13:18:00,24.56,2020-09-14 04:56:00,38.25,2020-09-14 13:46:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-14 00:00:00,Possible light rain in the morning.,rain,2020-09-14 05:59:00,2020-09-14 18:20:00,0.89,0.4038,0.7015,2020-09-14 06:06:00,0.69,rain,27.85,2020-09-14 13:45:00,19.16,2020-09-15 05:28:00,30.08,2020-09-14 13:53:00,19.46,2020-09-15 05:32:00,20.77,0.91,1007.2,0.98,1.87,1600068300,55,0.78,9,1600062360,15.386,262.1,18.09,2020-09-14 04:43:00,27.85,2020-09-14 13:45:00,18.8,2020-09-14 04:41:00,30.08,2020-09-14 13:53:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-14 00:00:00,Rain in the morning.,rain,2020-09-14 06:00:00,2020-09-14 18:21:00,0.89,0.3574,1.2567,2020-09-14 06:03:00,0.62,rain,31.25,2020-09-14 13:20:00,23.17,2020-09-15 05:02:00,36.52,2020-09-14 13:38:00,24.03,2020-09-15 05:11:00,23.6,0.84,1006.0,1.27,2.31,1600052220,71,0.75,9,1600062660,14.875,263.8,23.03,2020-09-14 04:58:00,31.25,2020-09-14 13:20:00,23.98,2020-09-14 04:50:00,36.52,2020-09-14 13:38:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-14 00:00:00,Mostly cloudy throughout the day.,rain,2020-09-14 05:57:00,2020-09-14 18:18:00,0.89,0.2282,0.4396,2020-09-14 17:32:00,0.61,rain,27.58,2020-09-14 14:47:00,17.18,2020-09-15 05:44:00,29.14,2020-09-14 14:51:00,17.45,2020-09-15 05:44:00,17.76,0.81,1008.6,0.96,1.9,1600064880,344,0.79,9,1600062300,15.55,260.5,16.81,2020-09-14 04:48:00,27.58,2020-09-14 14:47:00,17.16,2020-09-14 04:48:00,29.14,2020-09-14 14:51:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-14 00:00:00,Partly cloudy throughout the day.,rain,2020-09-14 05:59:00,2020-09-14 18:20:00,0.89,0.1891,0.4792,2020-09-14 15:07:00,0.58,rain,16.28,2020-09-14 12:36:00,9.01,2020-09-15 05:40:00,17.08,2020-09-14 12:55:00,9.27,2020-09-15 05:39:00,11.88,1.0,1008.7,1.13,2.48,1600065660,1,0.78,11,1600062420,14.161,257.2,8.07,2020-09-14 04:57:00,16.28,2020-09-14 12:36:00,8.69,2020-09-14 05:15:00,17.08,2020-09-14 12:55:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-14 00:00:00,Partly cloudy throughout the day.,rain,2020-09-14 05:58:00,2020-09-14 18:19:00,0.89,0.2762,0.5162,2020-09-14 17:30:00,0.66,rain,26.02,2020-09-14 14:44:00,15.12,2020-09-15 05:44:00,26.38,2020-09-14 14:48:00,15.39,2020-09-15 05:44:00,17.9,0.9,1008.5,0.97,1.82,1600065240,358,0.78,9,1600062360,15.401,260.5,14.54,2020-09-14 05:05:00,26.02,2020-09-14 14:44:00,14.87,2020-09-14 05:05:00,26.38,2020-09-14 14:48:00
