district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:19:00,2020-10-11 17:55:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,30.73,2020-10-11 13:44:00,18.45,2020-10-12 05:35:00,30.45,2020-10-11 13:44:00,18.72,2020-10-12 05:35:00,13.48,0.56,1009.2,1.46,2.96,1602371220,30,0.13,8,1602396600,16.093,249.1,18.08,2020-10-11 05:44:00,30.73,2020-10-11 13:44:00,18.35,2020-10-11 05:44:00,30.45,2020-10-11 13:44:00
Achham,Basti,29.03098333,81.17113333,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:20:00,2020-10-11 17:56:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,31.71,2020-10-11 13:36:00,17.91,2020-10-12 05:31:00,31.43,2020-10-11 13:36:00,18.18,2020-10-12 05:31:00,14.07,0.57,1009.2,1.3,2.22,1602370440,7,0.16,8,1602398880,16.093,249.7,17.26,2020-10-11 05:41:00,31.71,2020-10-11 13:36:00,17.53,2020-10-11 05:41:00,31.43,2020-10-11 13:36:00
Achham,Mangalsen,29.13611389,81.25009167,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:20:00,2020-10-11 17:55:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,28.85,2020-10-11 13:46:00,17.23,2020-10-12 05:37:00,28.57,2020-10-11 13:46:00,17.5,2020-10-12 05:37:00,10.67,0.53,1009.4,1.34,2.43,1602370680,39,0.14,8,1602398820,16.093,249.4,16.4,2020-10-11 05:55:00,28.85,2020-10-11 13:46:00,16.67,2020-10-11 05:55:00,28.57,2020-10-11 13:46:00
Achham,Sugali,29.17980694,81.37293889,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:20:00,2020-10-11 17:55:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,26.07,2020-10-11 13:28:00,15.82,2020-10-12 06:07:00,25.79,2020-10-11 13:28:00,16.09,2020-10-12 06:07:00,9.37,0.56,1009.9,1.54,3.26,1602370800,40,0.16,8,1602397860,16.093,248.2,14.61,2020-10-11 06:00:00,26.07,2020-10-11 13:28:00,14.88,2020-10-11 06:00:00,25.79,2020-10-11 13:28:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:13:00,2020-10-11 17:50:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,33.1,2020-10-11 13:57:00,20.98,2020-10-12 05:22:00,33.72,2020-10-11 13:53:00,21.29,2020-10-12 05:23:00,18.09,0.61,1006.8,1.45,2.37,1602407580,341,0.16,8,1602398580,16.093,251.7,21.33,2020-10-11 05:05:00,33.1,2020-10-11 13:57:00,21.81,2020-10-11 05:22:00,33.72,2020-10-11 13:53:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:12:00,2020-10-11 17:49:00,0.8,0.0015,0.01,2020-10-11 16:43:00,0.01,rain,28.97,2020-10-11 13:11:00,18.09,2020-10-12 05:36:00,28.69,2020-10-11 13:09:00,18.36,2020-10-12 05:36:00,14.59,0.6,1008.4,1.27,1.93,1602405360,30,0.27,8,1602398040,16.093,249.6,18.3,2020-10-11 05:41:00,28.97,2020-10-11 13:11:00,18.57,2020-10-11 05:41:00,28.69,2020-10-11 13:09:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-11 00:00:00,Clear throughout the day.,clear-day,2020-10-11 06:13:00,2020-10-11 17:50:00,0.8,0.0006,0.0051,2020-10-11 14:45:00,0.01,rain,32.52,2020-10-11 13:54:00,21.23,2020-10-12 05:30:00,32.78,2020-10-11 13:48:00,21.51,2020-10-12 05:31:00,17.47,0.59,1006.7,1.45,2.33,1602406980,346,0.15,8,1602398400,16.093,251.8,21.57,2020-10-11 05:19:00,32.52,2020-10-11 13:54:00,21.96,2020-10-11 05:29:00,32.78,2020-10-11 13:48:00
Baglung,Baglung,28.26363611,83.60032222,2020-10-11 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-11 06:10:00,2020-10-11 17:47:00,0.8,0.0069,0.0432,2020-10-11 16:43:00,0.04,rain,27.31,2020-10-11 13:41:00,16.63,2020-10-12 05:39:00,27.03,2020-10-11 13:41:00,16.9,2020-10-12 05:39:00,12.24,0.6,1010.5,1.35,2.17,1602372540,319,0.36,7,1602396120,16.093,247.0,15.77,2020-10-11 05:58:00,27.31,2020-10-11 13:41:00,16.04,2020-10-11 05:58:00,27.03,2020-10-11 13:41:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-11 00:00:00,Foggy in the afternoon and evening.,fog,2020-10-11 06:12:00,2020-10-11 17:49:00,0.8,0.0343,0.0926,2020-10-11 15:17:00,0.19,rain,17.16,2020-10-11 12:35:00,8.51,2020-10-12 01:52:00,16.99,2020-10-11 12:44:00,8.2,2020-10-12 05:41:00,11.08,0.97,1011.5,1.45,2.71,1602402660,16,0.54,7,1602394440,14.362,242.4,7.93,2020-10-11 05:55:00,17.16,2020-10-11 12:35:00,7.3,2020-10-11 05:53:00,16.99,2020-10-11 12:44:00
Baglung,Galkot,28.21869167,83.41881111,2020-10-11 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-11 06:11:00,2020-10-11 17:47:00,0.8,0.0138,0.0641,2020-10-11 16:40:00,0.05,rain,26.7,2020-10-11 13:25:00,14.82,2020-10-12 06:00:00,26.42,2020-10-11 13:25:00,15.09,2020-10-12 06:00:00,11.2,0.59,1010.2,1.44,2.14,1602372240,329,0.42,7,1602396180,16.093,247.1,14.37,2020-10-11 06:02:00,26.7,2020-10-11 13:25:00,14.64,2020-10-11 06:02:00,26.42,2020-10-11 13:25:00
