,district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
135,baitadi,patan (west),29.467137,80.54575109999999,1599329700,Humid throughout the day.,rain,1599351600,1599396960,0.64,0.283,1.2338,1599329700,0.47,rain,28.55,1599377940,17.8,1599438600,33.91,1599379560,18.94,1599434640,21.74,0.98,1007.1,0.81,2.39,1599383460,150,0.13,11,1599372600,15.92,262.3,17.29,1599349200,28.55,1599377940,18.45,1599349080,33.91,1599379560
136,sallyan,rampur,28.44884389,82.06042111,1599329700,Humid throughout the day.,rain,1599351240,1599396540,0.64,0.3893,1.3899,1599387840,0.5,rain,28.18,1599373440,19.76,1599436500,35.02,1599375180,21.0,1599436140,23.64,1.0,1006.3,0.84,2.65,1599382620,138,0.16,11,1599372360,16.093,263.1,19.86,1599352020,28.18,1599373440,21.24,1599351960,35.02,1599375180
137,bhojpur,rampur,27.5282716,87.2177064,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350040,1599395280,0.64,0.2769,0.681,1599381360,0.58,rain,25.15,1599375600,17.05,1599436920,26.15,1599375720,18.06,1599436680,20.03,1.0,1007.6,0.92,1.63,1599374160,353,0.86,7,1599374820,12.219,258.8,16.42,1599350280,25.15,1599375600,17.69,1599350160,26.15,1599375720
138,rupandehi,bhairahawa airport,27.47027778,83.27611111,1599329700,Possible light rain overnight.,rain,1599351000,1599396180,0.64,0.1403,0.7823,1599415320,0.62,rain,33.64,1599382200,23.84,1599434460,40.41,1599384540,25.0,1599434640,23.81,0.76,1004.4,1.63,3.68,1599382800,52,0.38,11,1599372120,16.093,265.4,24.75,1599346860,33.64,1599382200,25.83,1599346980,40.41,1599384540
139,kapilvastu,bahadur ganj,27.693294399999996,83.1612556,1599329700,Humid throughout the day.,rain,1599351000,1599396240,0.64,0.289,0.9515,1599339420,0.62,rain,34.13,1599380340,23.58,1599435900,46.32,1599385980,24.62,1599435900,25.68,0.84,1004.9,1.39,2.85,1599381960,27,0.27,10,1599372300,15.712,264.5,23.52,1599348660,34.13,1599380340,24.67,1599348780,46.32,1599385980
140,sallyan,salyan bazar,28.30773111,81.99386778,1599329700,Humid throughout the day.,rain,1599351240,1599396540,0.64,0.2626,0.8041,1599386160,0.5,rain,29.95,1599373140,21.58,1599435660,39.8,1599374100,22.88,1599435300,25.62,0.99,1005.7,0.96,2.68,1599381960,87,0.15,10,1599372360,16.093,263.8,22.04,1599350040,29.95,1599373140,23.52,1599349740,39.8,1599374100
141,bajura,kolti,29.50348694,81.66617611,1599329700,Humid throughout the day.,clear-day,1599351300,1599396660,0.64,0.1368,0.4449,1599386160,0.29,rain,22.92,1599377400,9.56,1599435840,23.81,1599378540,10.16,1599435360,14.33,1.0,1009.1,0.99,3.72,1599384000,317,0.12,12,1599373200,15.813,259.0,7.6,1599347700,22.92,1599377400,8.24,1599347460,23.81,1599378540
142,salyan,num,28.38210306,82.14225111,1599329700,Humid throughout the day.,rain,1599351240,1599396540,0.64,0.3673,1.3285,1599385500,0.47,rain,24.82,1599372540,18.46,1599436500,25.66,1599372900,19.58,1599419880,20.84,1.0,1006.3,0.92,2.53,1599382020,143,0.17,11,1599372300,16.093,263.1,18.51,1599416100,24.82,1599372540,19.62,1599416100,25.66,1599372900
143,kapilvastu,sallyan (kaski),27.55,83.85,1599329700,Possible light rain overnight.,rain,1599350820,1599396060,0.64,0.2357,0.712,1599333120,0.68,rain,31.57,1599378840,22.47,1599432060,34.54,1599379440,23.51,1599431640,22.23,0.79,1005.1,1.41,3.56,1599383160,85,0.32,9,1599374700,16.093,265.0,23.16,1599343260,31.57,1599378840,24.23,1599343260,34.54,1599379440
144,baglung,galkot,28.21869167,83.41881111,1599329700,Humid and partly cloudy throughout the day.,rain,1599350940,1599396180,0.64,0.3015,0.8416,1599384120,0.39,rain,27.32,1599382800,15.67,1599436440,31.14,1599383040,16.02,1599436380,19.83,0.97,1007.4,1.0,1.82,1599345780,349,0.54,9,1599372660,15.09,261.4,14.83,1599349200,27.32,1599382800,15.29,1599349200,31.14,1599383040
145,kaski,bhadaure deurali,28.21849444,83.9742,1599329700,Partly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.2281,0.7509,1599385620,0.45,rain,25.53,1599379080,15.72,1599436500,25.84,1599379320,16.08,1599436440,18.69,0.92,1007.6,2.21,2.52,1599348540,33,0.52,9,1599373020,15.733,263.0,14.72,1599350460,25.53,1599379080,15.08,1599350460,25.84,1599379320
146,kaski,lumle,28.26555556,83.82211944,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350820,1599396120,0.64,0.2594,0.8025,1599386640,0.43,rain,24.81,1599379620,16.0,1599436140,25.57,1599379740,16.53,1599435960,19.2,1.0,1007.6,1.42,2.05,1599346080,42,0.63,7,1599375180,14.302,262.0,15.08,1599349500,24.81,1599379620,15.96,1599349500,25.57,1599379740
147,kaski,pokhara airport,28.23333333,84.0,1599329700,Partly cloudy throughout the day.,rain,1599350760,1599396060,0.64,0.2124,0.7228,1599385200,0.46,rain,24.4,1599379200,15.35,1599436260,24.66,1599379380,15.71,1599436200,18.05,0.93,1007.7,2.46,2.71,1599349500,33,0.5,9,1599372900,15.853,263.0,14.25,1599350400,24.4,1599379200,14.58,1599350400,24.66,1599379380
148,rasuwa,keur gaun,28.21666667,85.18333333,1599321600,Foggy in the afternoon.,fog,1599350520,1599395760,0.63,0.0587,0.2239,1599383520,0.24,rain,12.23,1599376860,5.22,1599434040,14.72,1599377760,7.27,1599433080,7.83,1.0,1007.4,1.13,3.08,1599373440,14,0.62,12,1599371580,13.649,257.0,4.42,1599347640,12.23,1599376860,6.12,1599347520,14.72,1599377760
149,kaski,lamachaur,28.29653889,83.81791111,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350820,1599396120,0.64,0.2362,0.7318,1599386700,0.42,rain,23.56,1599379500,14.87,1599436200,24.57,1599379620,15.54,1599435900,18.16,1.0,1007.7,1.38,1.99,1599372540,40,0.63,7,1599375060,13.988,261.2,13.93,1599349140,23.56,1599379500,14.98,1599349080,24.57,1599379620
150,kaski,ghandruk,28.26168056,83.96873333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.2084,0.7032,1599385200,0.45,rain,24.03,1599379440,14.77,1599436680,24.46,1599379680,15.13,1599436620,18.41,0.98,1007.8,2.34,2.64,1599348780,33,0.53,9,1599373080,15.511,262.4,13.55,1599350640,24.03,1599379440,13.91,1599350640,24.46,1599379680
151,kaski,begnas tal,28.35805556,84.105175,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350760,1599396060,0.64,0.12,0.4096,1599385800,0.35,rain,17.98,1599378600,11.28,1599437160,19.71,1599379080,12.34,1599436680,13.95,1.0,1008.2,2.11,2.48,1599373440,9,0.52,10,1599372120,13.74,259.4,9.78,1599349860,17.98,1599378600,10.8,1599349680,19.71,1599379080
152,kaski,begnas,28.212011100000005,83.8915417,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.259,0.8124,1599386460,0.44,rain,25.43,1599379320,16.55,1599436200,25.85,1599379440,17.06,1599436140,19.29,0.96,1007.5,1.72,2.2,1599346980,36,0.58,8,1599373860,15.175,262.8,15.78,1599349920,25.43,1599379320,16.47,1599349920,25.85,1599379440
153,kaski,pokhara airport,28.22,84.0,1599329700,Partly cloudy throughout the day.,rain,1599350760,1599396060,0.64,0.2184,0.7326,1599385380,0.46,rain,24.99,1599379020,15.5,1599436380,25.25,1599379260,15.85,1599436320,18.23,0.92,1007.7,2.36,2.62,1599349140,33,0.5,9,1599372840,15.834,263.0,14.48,1599350460,24.99,1599379020,14.8,1599350460,25.25,1599379260
154,kathmandu,naikap,27.7726953,85.4277003,1599329700,Partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3607,0.9413,1599403920,0.44,rain,25.1,1599375060,16.27,1599436080,25.38,1599375300,16.91,1599436020,18.78,0.94,1006.8,0.73,1.97,1599383160,237,0.49,10,1599372360,13.004,261.1,15.98,1599348600,25.1,1599375060,16.72,1599348420,25.38,1599375300
155,kathmandu,tarebhir,27.78419167,85.29049444,1599329700,Humid throughout the day.,rain,1599350520,1599395760,0.64,0.3187,0.8916,1599383400,0.42,rain,25.97,1599374280,17.3,1599436320,26.34,1599374580,18.11,1599436320,20.02,0.94,1006.8,0.76,2.03,1599382800,261,0.48,10,1599372480,13.587,261.4,17.11,1599349080,25.97,1599374280,18.02,1599349020,26.34,1599374580
156,kathmandu,thankot,27.73333333,85.33333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3617,0.9034,1599403860,0.44,rain,27.15,1599375540,17.65,1599436380,29.21,1599375900,18.38,1599436440,20.96,0.92,1006.9,0.76,2.01,1599384060,246,0.47,10,1599372300,13.723,261.5,17.89,1599349500,27.15,1599375540,18.73,1599349500,29.21,1599375900
157,dang,ghorahi (masina),28.13174722,82.30278333,1599329700,Humid throughout the day.,rain,1599351180,1599396480,0.64,0.2111,0.7946,1599383760,0.44,rain,30.3,1599376560,21.5,1599435540,36.69,1599377040,22.63,1599435300,24.41,0.92,1005.6,1.22,3.12,1599382200,129,0.18,10,1599372240,16.093,263.6,21.75,1599349020,30.3,1599376560,22.98,1599348780,36.69,1599377040
158,kathmandu,thankot,27.73333333,85.33333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3617,0.9034,1599403860,0.44,rain,27.15,1599375540,17.65,1599436380,29.21,1599375900,18.38,1599436440,20.96,0.92,1006.9,0.76,2.01,1599384060,246,0.47,10,1599372300,13.723,261.5,17.89,1599349500,27.15,1599375540,18.73,1599349500,29.21,1599375900
159,kathmandu,pharping,27.76666667,85.31666667,1599329700,Humid throughout the day.,rain,1599350460,1599395760,0.64,0.3385,0.9084,1599383460,0.43,rain,27.24,1599375540,17.59,1599436380,29.3,1599375840,18.31,1599436380,20.83,0.93,1006.8,0.74,2.01,1599383940,260,0.48,10,1599372420,13.549,261.4,17.39,1599349380,27.24,1599375540,18.19,1599349380,29.3,1599375840
160,kathmandu,budhanilakan,27.78333333,85.31666667,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395760,0.64,0.3251,0.8844,1599383520,0.43,rain,26.91,1599375420,17.46,1599436500,28.77,1599375600,18.23,1599436500,20.75,0.93,1006.8,0.76,2.02,1599382860,258,0.48,10,1599372420,13.526,261.3,17.31,1599349620,26.91,1599375420,18.15,1599349680,28.77,1599375600
161,kathmandu,tokha,27.7972222,85.3577778,1599329700,Partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3219,0.8498,1599383760,0.43,rain,23.21,1599375960,15.15,1599436380,23.38,1599376620,15.67,1599436380,17.72,0.95,1006.7,0.78,2.01,1599382380,253,0.49,10,1599372360,13.31,261.1,14.93,1599348540,23.21,1599375960,15.6,1599348360,23.38,1599376620
162,khotang,khotang bazar,27.1408985,86.4317585,1599329700,Possible light rain in the evening.,rain,1599350220,1599395460,0.64,0.3856,1.0564,1599384600,0.66,rain,30.44,1599372420,22.26,1599436320,45.03,1599375540,23.79,1599436200,26.06,1.0,1006.3,0.93,2.52,1599377400,182,0.87,8,1599372660,15.133,261.3,22.7,1599348660,30.44,1599372420,24.31,1599348000,45.03,1599375540
163,khotang,dwarpa,27.359795000000002,86.7486619,1599329700,Mostly cloudy throughout the day.,rain,1599350160,1599395400,0.64,0.297,0.9403,1599389940,0.5,rain,21.83,1599372360,14.92,1599416580,22.86,1599373020,16.08,1599421140,17.23,1.0,1007.0,0.93,2.07,1599380640,288,0.9,8,1599371940,13.867,259.0,14.55,1599348360,21.83,1599372360,15.66,1599348420,22.86,1599373020
164,kathmandu,sundarijal,27.8,85.43333333,1599329700,Partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3335,0.8581,1599403860,0.43,rain,22.91,1599376560,14.39,1599436440,23.11,1599377220,14.81,1599436440,17.17,0.96,1006.8,0.77,1.99,1599382440,245,0.5,11,1599372240,12.77,260.8,13.95,1599349140,22.91,1599376560,14.52,1599349020,23.11,1599377220
165,lalitpur,lalitpur (kopundol),27.659325,85.3697083,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3968,0.9589,1599403740,0.46,rain,27.42,1599375660,17.99,1599436560,30.64,1599376620,18.89,1599436620,22.11,0.96,1006.7,0.81,2.07,1599381660,219,0.51,10,1599371940,14.382,261.4,18.46,1599349740,27.42,1599375660,19.48,1599349680,30.64,1599376620
166,kathmandu,kathmandu airport,27.703825,85.35624722,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.378,0.9362,1599403800,0.45,rain,27.05,1599376800,17.57,1599436500,29.38,1599377220,18.37,1599436500,21.77,0.89,1006.8,1.02,2.03,1599382920,216,0.41,10,1599372120,11.445,261.4,20.21,1599352320,27.05,1599376800,21.08,1599352320,29.38,1599377220
167,lalitpur,tikathali,27.576825,85.3540444,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4175,0.9609,1599403380,0.47,rain,25.02,1599373620,17.33,1599436380,25.83,1599374220,18.58,1599436260,20.41,1.0,1006.6,0.81,2.19,1599378480,210,0.57,10,1599371460,15.164,261.4,17.66,1599416100,25.02,1599373620,18.96,1599416100,25.83,1599374220
168,kathmandu,sivapuri,27.75,85.43333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3858,1.0218,1599403920,0.45,rain,27.27,1599376020,17.27,1599436380,29.22,1599376560,17.89,1599436380,20.1,0.91,1006.9,0.69,1.96,1599383820,228,0.48,10,1599372420,13.12,261.4,16.89,1599349500,27.27,1599376020,17.57,1599349440,29.22,1599376560
169,khotang,diktel,27.02930083,86.84337278,1599329700,Rain in the afternoon and evening.,rain,1599350160,1599395340,0.64,0.4278,1.1558,1599384780,0.7,rain,27.06,1599374160,19.81,1599436500,33.26,1599375300,21.18,1599436500,22.96,1.0,1006.4,0.89,2.32,1599375600,177,0.89,8,1599371580,13.634,260.6,20.1,1599350160,27.06,1599374160,21.65,1599350100,33.26,1599375300
170,lalitpur,chapa gaun,27.566666700000003,85.3166667,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395700,0.64,0.4055,0.9322,1599403260,0.47,rain,25.46,1599373080,17.83,1599436500,26.32,1599373740,19.1,1599436440,20.93,1.0,1006.5,0.8,2.22,1599378360,211,0.56,10,1599371400,15.341,261.4,18.14,1599416100,25.46,1599373080,19.42,1599416100,26.32,1599373740
171,lalitpur,khumaltar,27.5929167,85.3788333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4221,0.9791,1599403500,0.48,rain,25.63,1599374280,17.55,1599436500,26.44,1599374820,18.73,1599436440,20.84,0.99,1006.6,0.8,2.16,1599379380,210,0.57,10,1599371520,14.956,261.3,17.88,1599349260,25.63,1599374280,19.19,1599349140,26.44,1599374820
172,syangja,panchamul,27.97731194,83.75531944,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350880,1599396120,0.64,0.3443,0.9688,1599386400,0.48,rain,32.32,1599379080,18.88,1599436260,36.31,1599379320,19.4,1599436320,21.76,0.81,1006.7,0.84,1.72,1599382200,48,0.59,8,1599374880,14.473,263.6,19.71,1599349380,32.32,1599379080,20.59,1599349560,36.31,1599379320
173,khotang,kurle ghat,27.21666667,86.85,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350160,1599395340,0.64,0.3948,1.1737,1599390840,0.58,rain,22.96,1599374520,16.3,1599436440,24.04,1599375600,17.53,1599436380,18.92,1.0,1006.8,0.84,2.19,1599376440,200,0.89,8,1599371940,14.567,259.9,16.05,1599349680,22.96,1599374520,17.37,1599349680,24.04,1599375600
174,surkhet,surkhet (birendra nagar),28.875515000000004,81.23272611,1599329700,Humid throughout the day.,rain,1599351420,1599396780,0.64,0.1618,0.6436,1599329700,0.46,rain,28.61,1599375300,20.42,1599429240,30.94,1599376440,21.57,1599428940,21.88,0.92,1005.9,1.04,2.34,1599382260,108,0.17,11,1599372300,16.093,264.3,20.17,1599349800,28.61,1599375300,21.31,1599349860,30.94,1599376440
175,syanja,malunga,28.01891667,83.96333333,1599329700,Partly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.3155,0.9483,1599390060,0.45,rain,29.01,1599376320,19.28,1599436380,29.71,1599376920,19.95,1599436380,18.54,0.76,1006.8,0.96,2.13,1599382680,24,0.52,9,1599372660,15.223,264.0,19.28,1599349380,29.01,1599376320,20.0,1599349500,29.71,1599376920
176,lalitpur,kritipur (bagban),27.68333333,85.33333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3769,0.9154,1599403740,0.45,rain,27.33,1599375660,17.94,1599436560,30.1,1599375960,18.8,1599436560,22.07,0.95,1006.8,0.85,2.06,1599381840,225,0.48,10,1599372000,14.253,261.5,18.9,1599349620,27.33,1599375660,19.87,1599349620,30.1,1599375960
177,tanahu,bandipur,27.86741111,84.54938056,1599329700,Rain in the evening.,rain,1599350640,1599395940,0.64,0.5267,2.0544,1599394020,0.55,rain,34.22,1599380700,22.18,1599435840,41.92,1599385980,23.29,1599435720,23.05,0.76,1006.4,0.91,1.92,1599378180,167,0.3,11,1599373680,14.95,264.2,22.28,1599349620,34.22,1599380700,23.09,1599349620,41.92,1599385980
178,taplejung,olangchuhg g,27.683333333333,87.78333333333299,1599329700,Foggy starting in the morning.,rain,1599349920,1599395160,0.64,0.2203,0.4954,1599333480,0.5,rain,11.58,1599372780,5.11,1599436620,15.15,1599377640,7.56,1599434880,8.34,1.0,1008.4,1.27,3.12,1599373980,87,0.97,7,1599373020,7.248,252.8,5.66,1599349560,11.58,1599372780,8.23,1599389040,15.15,1599377640
179,sunsari,pusma camp,26.69881889,87.27873778,1599329700,Rain and humid throughout the day.,rain,1599350040,1599395220,0.64,0.4358,2.534,1599329700,0.91,rain,31.28,1599377640,23.73,1599435960,40.31,1599379440,25.0,1599435900,25.84,0.92,1005.8,1.85,4.28,1599408360,104,0.97,6,1599372600,15.942,263.1,24.31,1599349860,31.28,1599377640,25.75,1599349620,40.31,1599379440
180,surkhet,tisedi,28.42094722,81.72940833,1599329700,Humid throughout the day.,rain,1599351300,1599396600,0.64,0.3026,0.8308,1599341160,0.58,rain,29.21,1599373080,21.9,1599435000,35.51,1599373980,23.1,1599434280,24.5,0.97,1005.6,1.02,2.24,1599381600,88,0.14,11,1599372720,16.093,264.3,22.05,1599348480,29.21,1599373080,23.37,1599347520,35.51,1599373980
181,syangja,walling,28.03333333,83.76666667,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350880,1599396120,0.64,0.3438,0.9846,1599386760,0.47,rain,31.93,1599379140,18.65,1599436380,36.08,1599385800,19.13,1599436380,21.76,0.82,1006.8,0.86,1.61,1599381660,49,0.61,7,1599374820,14.272,263.4,19.3,1599349440,31.93,1599379140,20.13,1599349620,36.08,1599385800
182,tanahu,kotagaun,27.87053778,83.983424,1599329700,Humid and partly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.343,0.8982,1599387600,0.56,rain,34.01,1599376200,21.56,1599435720,38.25,1599385560,22.5,1599435720,22.68,0.77,1006.3,0.96,2.36,1599382800,14,0.45,9,1599373320,15.158,264.2,21.41,1599349140,34.01,1599376200,22.39,1599349380,38.25,1599385560
183,syanja,thaprek,27.94259167,83.87190278,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.3305,0.9175,1599387000,0.5,rain,33.4,1599377580,20.32,1599436020,37.73,1599385440,21.02,1599436020,22.16,0.78,1006.6,0.89,2.05,1599382680,26,0.53,8,1599373680,15.103,263.9,20.69,1599348900,33.4,1599377580,21.58,1599349080,37.73,1599385440
184,surkhet,dandagaun,28.58786944,81.63516111,1599329700,Humid throughout the day.,rain,1599351360,1599396660,0.64,0.3374,1.1527,1599383520,0.53,rain,29.81,1599372180,21.79,1599435180,38.17,1599373020,23.05,1599434820,25.14,0.98,1006.0,0.93,2.02,1599380520,109,0.16,11,1599372300,15.936,263.8,21.61,1599348300,29.81,1599372180,22.91,1599348120,38.17,1599373020
185,lalitpur,lubhu,27.60325833,85.32656389,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395700,0.64,0.3986,0.9297,1599403500,0.46,rain,26.21,1599373680,17.91,1599436560,27.91,1599373920,19.04,1599436500,21.42,0.99,1006.6,0.79,2.16,1599379440,217,0.54,10,1599371580,15.014,261.4,18.29,1599349620,26.21,1599373680,19.56,1599349560,27.91,1599373920
186,taplejung,dovan,27.363690000000002,87.619915,1599329700,Humid and overcast throughout the day.,rain,1599349980,1599395160,0.64,0.3866,0.7267,1599384660,0.61,rain,26.88,1599373800,18.95,1599436500,32.5,1599374400,20.81,1599436200,22.18,1.0,1007.3,0.75,1.77,1599380640,209,0.94,6,1599375300,9.853,258.1,18.74,1599349080,26.88,1599373800,20.71,1599349020,32.5,1599374400
187,tanahun,damauli,27.9418333,84.40637779999999,1599329700,Clear throughout the day.,rain,1599350700,1599395940,0.64,0.3857,1.2785,1599394560,0.49,rain,30.23,1599378600,20.77,1599435780,31.22,1599380100,21.66,1599435720,19.21,0.73,1006.6,0.86,2.08,1599382620,292,0.31,11,1599373020,14.735,264.3,21.33,1599349800,30.23,1599378600,22.07,1599349800,31.22,1599380100
188,surkhet,badhichaur,28.60223611,81.62429167,1599329700,Humid throughout the day.,rain,1599351360,1599396660,0.64,0.3412,1.1596,1599383460,0.52,rain,29.57,1599372840,21.33,1599435240,37.8,1599375300,22.55,1599434940,24.73,0.98,1006.0,0.93,2.02,1599380460,109,0.16,11,1599372300,15.912,263.8,21.08,1599348720,29.57,1599372840,22.33,1599348480,37.8,1599375300
189,syanja,jyagdi,28.13558056,83.77019722,1599329700,Mostly cloudy throughout the day.,rain,1599350820,1599396120,0.64,0.3187,0.9352,1599386880,0.46,rain,25.46,1599379200,16.49,1599435780,25.67,1599379320,16.78,1599435600,18.44,0.92,1007.0,0.97,1.64,1599345420,55,0.64,7,1599375360,14.321,262.9,16.13,1599347880,25.46,1599379200,16.88,1599347880,25.67,1599379320
190,tanahu,atraulitar,28.04078056,84.22912222,1599329700,Humid and partly cloudy throughout the day.,rain,1599350760,1599396000,0.64,0.2611,0.8167,1599398940,0.43,rain,34.01,1599376500,20.61,1599435840,36.87,1599382260,21.38,1599435780,20.8,0.71,1006.9,0.98,2.39,1599382800,327,0.38,11,1599372240,14.065,264.1,20.72,1599349440,34.01,1599376500,21.42,1599349440,36.87,1599382260
191,taplejung,taplethok,27.489211944443998,87.77305388888901,1599329700,Foggy throughout the day.,rain,1599349920,1599395160,0.64,0.4454,1.3561,1599333120,0.63,rain,21.89,1599372660,14.66,1599437160,23.71,1599373380,16.48,1599435840,17.61,1.0,1007.7,0.92,2.29,1599381720,20,0.96,6,1599374820,4.296,256.4,14.55,1599348660,21.89,1599372660,16.7,1599348420,23.71,1599373380
192,surkhet,rakam,28.533333000000002,81.783333,1599329700,Humid throughout the day.,rain,1599351300,1599396600,0.64,0.278,1.0301,1599383940,0.51,rain,26.81,1599372120,19.78,1599422460,29.57,1599372180,20.92,1599422520,22.29,0.99,1006.2,0.93,2.26,1599381660,118,0.16,11,1599372300,16.064,263.5,19.99,1599349620,26.81,1599372120,21.22,1599416100,29.57,1599372180
193,lalitpur,godavari,27.68333333,85.3,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395760,0.64,0.3658,0.8793,1599403740,0.44,rain,27.28,1599375000,18.07,1599436500,29.94,1599375240,18.95,1599436500,21.79,0.95,1006.7,0.77,2.07,1599381060,240,0.49,10,1599372000,14.357,261.5,18.36,1599349500,27.28,1599375000,19.38,1599349440,29.94,1599375240
194,syangia,chapkot,28.09874444,83.87250556,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350820,1599396060,0.64,0.3034,0.9038,1599387060,0.45,rain,30.15,1599378360,18.14,1599436500,33.26,1599379140,18.63,1599436560,20.76,0.84,1007.1,1.2,1.83,1599382440,35,0.57,8,1599373620,15.038,263.3,18.04,1599350160,30.15,1599378360,18.69,1599350280,33.26,1599379140
195,dhankuta,barahkshetra,26.91424278,87.15986,1599329700,"Possible light rain until night, starting again in the afternoon.",rain,1599350100,1599395280,0.64,0.3452,0.8537,1599383520,0.79,rain,31.13,1599377100,23.18,1599436080,44.42,1599382020,24.56,1599436020,26.48,0.98,1006.2,1.17,2.51,1599375720,133,0.88,8,1599371340,15.837,261.5,22.96,1599349980,31.13,1599377100,24.46,1599349800,44.42,1599382020
196,dhanusa,tulsi,26.71666667,85.96666667,1599329700,Possible light rain overnight.,rain,1599350340,1599395520,0.64,0.0939,0.2813,1599368160,0.59,rain,30.6,1599386340,24.25,1599435120,36.76,1599386160,25.39,1599434880,24.5,0.82,1004.8,2.68,6.92,1599416100,107,0.77,10,1599371760,15.687,264.4,25.61,1599347040,30.6,1599386340,27.72,1599416100,36.76,1599386160
197,udayapur,gaighat,26.801269,86.6991678,1599329700,"Possible light rain until night, starting again in the afternoon.",rain,1599350220,1599395340,0.64,0.3028,0.7982,1599390120,0.82,rain,31.66,1599379080,23.25,1599435780,40.26,1599379140,24.44,1599435600,25.53,0.9,1005.6,1.69,3.54,1599415440,112,0.87,8,1599373260,14.496,262.8,24.46,1599350220,31.66,1599379080,25.81,1599343920,40.26,1599379140
198,udayapur,udayapur gadhi,26.9129528,86.53967779999999,1599329700,Possible light rain in the afternoon and evening.,rain,1599350220,1599395400,0.64,0.2887,0.7917,1599387600,0.74,rain,29.54,1599373440,22.17,1599435600,37.38,1599374100,23.46,1599435360,25.32,0.97,1005.8,1.42,2.93,1599416100,127,0.87,8,1599372480,15.437,262.4,22.98,1599349200,29.54,1599373440,24.4,1599348480,37.38,1599374100
199,nawalparasi,bara ghat,27.680675,84.22854170000001,1599329700,Rain in the evening.,rain,1599350760,1599396000,0.64,0.5196,1.8642,1599401520,0.67,rain,35.31,1599377040,23.42,1599435540,42.88,1599387060,24.75,1599435420,23.89,0.77,1005.7,1.23,2.91,1599382920,41,0.33,10,1599373020,15.06,264.7,23.21,1599349860,35.31,1599377040,24.22,1599349920,42.88,1599387060
200,myagdi,muna,28.44271389,83.576185,1599329700,Foggy in the afternoon and evening.,fog,1599350880,1599396180,0.64,0.1682,0.536,1599385020,0.35,rain,21.87,1599379920,13.55,1599436500,23.79,1599380220,14.74,1599435900,16.18,1.0,1008.0,1.41,1.99,1599372780,347,0.62,9,1599372420,12.161,258.8,12.15,1599348360,21.87,1599379920,13.54,1599348180,23.79,1599380220
201,mustang,tatopani,28.9,83.68333333,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350820,1599396180,0.64,0.0091,0.0423,1599393180,0.16,rain,10.98,1599376860,3.66,1599439080,14.58,1599377580,3.66,1599439200,6.21,1.0,1009.0,1.69,5.47,1599383220,225,0.46,11,1599375240,16.09,252.7,2.28,1599348300,10.98,1599376860,2.55,1599348300,14.58,1599377580
