district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:07:00,2020-09-18 18:22:00,0.05,0.1211,0.4031,2020-09-18 17:16:00,0.26,rain,30.87,2020-09-18 12:43:00,21.18,2020-09-19 05:23:00,35.66,2020-09-18 13:49:00,22.0,2020-09-19 05:22:00,22.3,0.83,1005.6,1.1,2.17,1600452900,214,0.5,8,1600409400,16.093,266.8,21.31,2020-09-18 05:33:00,30.87,2020-09-18 12:43:00,21.9,2020-09-18 05:35:00,35.66,2020-09-18 13:49:00
Achham,Basti,29.03098333,81.17113333,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:08:00,2020-09-18 18:23:00,0.05,0.131,0.4473,2020-09-18 17:26:00,0.29,rain,31.36,2020-09-18 12:54:00,21.89,2020-09-19 05:34:00,38.01,2020-09-18 16:37:00,23.0,2020-09-19 05:31:00,23.76,0.88,1005.5,0.9,2.13,1600418940,178,0.49,8,1600409460,15.289,267.4,21.78,2020-09-18 05:25:00,31.36,2020-09-18 12:54:00,22.7,2020-09-18 05:31:00,38.01,2020-09-18 16:37:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:08:00,2020-09-18 18:23:00,0.05,0.0977,0.4389,2020-09-18 17:30:00,0.24,rain,28.76,2020-09-18 12:48:00,18.94,2020-09-19 05:39:00,29.99,2020-09-18 12:59:00,19.41,2020-09-19 05:41:00,19.11,0.8,1005.7,1.0,2.09,1600417740,165,0.52,8,1600409760,15.695,266.9,19.11,2020-09-18 05:31:00,28.76,2020-09-18 12:48:00,19.43,2020-09-18 05:36:00,29.99,2020-09-18 12:59:00
Achham,Sugali,29.17980694,81.37293889,2020-09-18 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:07:00,2020-09-18 18:22:00,0.05,0.089,0.3812,2020-09-18 17:17:00,0.22,rain,26.98,2020-09-18 12:50:00,16.99,2020-09-19 05:38:00,27.75,2020-09-18 12:48:00,17.26,2020-09-19 05:38:00,17.43,0.81,1005.9,1.18,2.37,1600385520,132,0.58,8,1600409760,16.093,265.7,16.8,2020-09-18 05:28:00,26.98,2020-09-18 12:50:00,17.07,2020-09-18 05:28:00,27.75,2020-09-18 12:48:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-18 06:02:00,2020-09-18 18:17:00,0.05,0.2562,0.8277,2020-09-18 14:08:00,0.47,rain,32.9,2020-09-18 14:26:00,23.83,2020-09-19 05:15:00,40.43,2020-09-18 13:11:00,24.74,2020-09-19 05:21:00,23.44,0.78,1004.1,1.49,3.8,1600397220,92,0.62,8,1600408620,15.365,265.5,23.58,2020-09-18 05:28:00,32.9,2020-09-18 14:26:00,24.6,2020-09-18 05:27:00,40.43,2020-09-18 13:11:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-18 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:01:00,2020-09-18 18:15:00,0.05,0.1737,0.523,2020-09-18 16:38:00,0.3,rain,29.29,2020-09-18 12:44:00,18.79,2020-09-19 05:39:00,30.63,2020-09-18 12:57:00,19.33,2020-09-19 05:39:00,17.69,0.7,1004.9,1.13,1.7,1600416240,114,0.57,9,1600408680,16.071,263.9,19.34,2020-09-18 05:33:00,29.29,2020-09-18 12:44:00,19.61,2020-09-18 05:33:00,30.63,2020-09-18 12:57:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-18 06:02:00,2020-09-18 18:16:00,0.05,0.2477,0.7673,2020-09-18 14:06:00,0.46,rain,32.15,2020-09-18 14:04:00,23.57,2020-09-19 05:23:00,38.21,2020-09-18 13:15:00,24.41,2020-09-19 05:26:00,22.46,0.77,1004.1,1.48,3.72,1600397340,91,0.62,8,1600408680,15.276,265.5,23.43,2020-09-18 05:29:00,32.15,2020-09-18 14:04:00,24.37,2020-09-18 05:30:00,38.21,2020-09-18 13:15:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-18 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-18 05:59:00,2020-09-18 18:13:00,0.05,0.3459,1.0267,2020-09-18 16:10:00,0.44,rain,26.27,2020-09-18 11:57:00,16.49,2020-09-19 03:38:00,26.43,2020-09-18 12:06:00,17.18,2020-09-19 02:02:00,18.57,0.87,1006.8,0.93,1.7,1600410420,24,0.74,8,1600409040,14.341,261.7,16.83,2020-09-19 00:00:00,26.27,2020-09-18 11:57:00,17.49,2020-09-19 00:00:00,26.43,2020-09-18 12:06:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-18 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-09-18 06:01:00,2020-09-18 18:15:00,0.05,0.1508,0.4788,2020-09-18 15:09:00,0.34,rain,17.08,2020-09-18 11:58:00,9.8,2020-09-19 05:46:00,17.64,2020-09-18 12:02:00,10.16,2020-09-19 00:46:00,12.22,1.0,1006.6,1.21,1.89,1600410540,43,0.82,8,1600408800,14.345,258.8,8.98,2020-09-18 05:18:00,17.08,2020-09-18 11:58:00,9.31,2020-09-18 05:18:00,17.64,2020-09-18 12:02:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-18 00:00:00,Partly cloudy throughout the day.,rain,2020-09-18 05:59:00,2020-09-18 18:14:00,0.05,0.2494,0.8599,2020-09-18 16:25:00,0.39,rain,26.74,2020-09-18 12:18:00,13.87,2020-09-19 05:42:00,27.51,2020-09-18 12:44:00,14.17,2020-09-19 05:40:00,15.69,0.74,1006.4,0.97,1.69,1600410720,21,0.65,8,1600408920,14.473,262.0,15.02,2020-09-18 05:36:00,26.74,2020-09-18 12:18:00,15.29,2020-09-18 05:36:00,27.51,2020-09-18 12:44:00
