district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Baglung,Rangkhani,28.14408889,83.55824444,2020-10-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:08:00,2020-10-06 17:52:00,0.64,0.017,0.0599,2020-10-06 20:57:00,0.03,rain,25.58,2020-10-06 13:42:00,14.62,2020-10-07 05:34:00,25.3,2020-10-06 13:42:00,14.89,2020-10-07 05:34:00,10.84,0.62,1010.2,1.31,2.71,1601940420,324,0.32,8,1601964660,16.093,260.2,14.06,2020-10-06 05:38:00,25.58,2020-10-06 13:42:00,14.33,2020-10-06 05:38:00,25.3,2020-10-06 13:42:00,
Baitadi,Patan (West),29.467137,80.54575109999999,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:20:00,2020-10-06 18:04:00,0.64,0.0025,0.0164,2020-10-07 00:00:00,0.02,rain,29.21,2020-10-06 13:27:00,15.18,2020-10-07 06:14:00,28.93,2020-10-06 13:27:00,15.45,2020-10-07 06:14:00,14.19,0.69,1010.6,1.11,2.17,1601921700,194,0.19,8,1601964240,16.093,262.8,14.4,2020-10-06 06:01:00,29.21,2020-10-06 13:27:00,14.67,2020-10-06 06:01:00,28.93,2020-10-06 13:27:00,
Baitadi,Satbanjh,29.4973,80.49741194,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:20:00,2020-10-06 18:04:00,0.64,0.0014,0.0063,2020-10-06 11:55:00,0.01,rain,25.96,2020-10-06 13:38:00,12.94,2020-10-07 05:38:00,25.68,2020-10-06 13:38:00,13.21,2020-10-07 05:38:00,12.46,0.75,1010.0,1.14,2.32,1601921700,237,0.16,8,1601964240,16.093,263.0,12.68,2020-10-06 05:39:00,25.96,2020-10-06 13:38:00,12.95,2020-10-06 05:39:00,25.68,2020-10-06 13:38:00,
Bajhang,Chainpur (West),29.55,81.21666667,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:18:00,2020-10-06 18:01:00,0.64,0.0038,0.024,2020-10-06 23:22:00,0.02,rain,25.78,2020-10-06 13:33:00,12.86,2020-10-07 05:42:00,25.5,2020-10-06 13:33:00,13.13,2020-10-07 05:42:00,8.75,0.58,1012.7,1.48,3.05,1601938140,65,0.18,9,1601964240,16.093,259.3,12.27,2020-10-06 05:49:00,25.78,2020-10-06 13:33:00,12.54,2020-10-06 05:49:00,25.5,2020-10-06 13:33:00,
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:18:00,2020-10-06 18:01:00,0.64,0.0043,0.0294,2020-10-06 23:08:00,0.02,rain,25.92,2020-10-06 13:35:00,13.22,2020-10-07 05:39:00,25.64,2020-10-06 13:35:00,13.49,2020-10-07 05:39:00,8.72,0.57,1012.6,1.46,3.01,1601938080,67,0.18,9,1601964300,16.093,259.4,12.64,2020-10-06 05:48:00,25.92,2020-10-06 13:35:00,12.91,2020-10-06 05:48:00,25.64,2020-10-06 13:35:00,
Bajhang,Kalukheti,29.447359999999996,81.16838,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:18:00,2020-10-06 18:01:00,0.64,0.0078,0.0477,2020-10-06 23:04:00,0.02,rain,28.08,2020-10-06 13:48:00,13.96,2020-10-07 05:54:00,27.8,2020-10-06 13:48:00,14.23,2020-10-07 05:54:00,8.73,0.52,1011.6,1.35,2.89,1601938080,67,0.18,9,1601964480,16.093,260.8,13.2,2020-10-06 05:54:00,28.08,2020-10-06 13:48:00,13.47,2020-10-06 05:54:00,27.8,2020-10-06 13:48:00,
Bajhang,Rayal,29.464595000000003,80.95405,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:19:00,2020-10-06 18:02:00,0.64,0.0139,0.1026,2020-10-06 22:54:00,0.03,rain,30.55,2020-10-06 13:45:00,16.86,2020-10-07 05:37:00,30.27,2020-10-06 13:45:00,17.13,2020-10-07 05:37:00,12.02,0.56,1011.1,1.15,2.33,1601938260,101,0.21,9,1601965080,16.093,261.3,15.9,2020-10-06 05:47:00,30.55,2020-10-06 13:45:00,16.17,2020-10-06 05:47:00,30.27,2020-10-06 13:45:00,
Bajura,Bajura (Martadi),29.45697889,81.48038389,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:16:00,2020-10-06 18:00:00,0.64,0.0015,0.0063,2020-10-06 11:54:00,0.01,rain,25.36,2020-10-06 13:35:00,12.77,2020-10-07 05:54:00,25.08,2020-10-06 13:35:00,13.04,2020-10-07 05:54:00,10.2,0.68,1012.8,1.65,3.77,1601938080,49,0.14,9,1601965260,16.093,258.7,10.95,2020-10-06 06:05:00,25.36,2020-10-06 13:35:00,11.22,2020-10-06 06:05:00,25.08,2020-10-06 13:35:00,
Bajura,Kailasmandu,29.35291694,81.33385889,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:17:00,2020-10-06 18:01:00,0.64,0.0032,0.0207,2020-10-06 00:00:00,0.01,rain,28.13,2020-10-06 13:34:00,15.84,2020-10-07 05:44:00,27.85,2020-10-06 13:34:00,16.11,2020-10-07 05:44:00,11.17,0.59,1012.0,1.5,3.36,1601938140,51,0.16,8,1601964720,16.093,260.6,14.84,2020-10-06 05:54:00,28.13,2020-10-06 13:34:00,15.11,2020-10-06 05:54:00,27.85,2020-10-06 13:34:00,
Bajura,Kolti,29.50348694,81.66617611,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:16:00,2020-10-06 17:59:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,25.76,2020-10-06 13:39:00,9.71,2020-10-07 05:49:00,25.48,2020-10-06 13:39:00,9.98,2020-10-07 05:49:00,9.03,0.68,1013.1,1.14,3.05,1601976000,322,0.17,9,1601965320,16.093,258.8,7.77,2020-10-06 06:04:00,25.76,2020-10-06 13:39:00,8.04,2020-10-06 06:04:00,25.48,2020-10-06 13:39:00,
Banke,Amlekhganj,27.94748333,81.78569444,2020-10-06 00:15:00,Clear throughout the day.,clear-day,2020-10-06 06:15:00,2020-10-06 18:00:00,0.64,0.0023,0.0068,2020-10-06 20:46:00,0.01,rain,33.56,2020-10-06 14:23:00,22.01,2020-10-07 05:45:00,35.84,2020-10-06 13:31:00,22.61,2020-10-07 05:54:00,20.43,0.66,1006.8,1.69,3.0,1601976420,43,0.07,8,1601965620,16.093,264.2,22.03,2020-10-06 04:49:00,33.56,2020-10-06 14:23:00,22.73,2020-10-06 04:50:00,35.84,2020-10-06 13:31:00,
Banke,Dhakeri,28.10055556,81.66824722,2020-10-06 00:15:00,Clear throughout the day.,clear-day,2020-10-06 06:15:00,2020-10-06 18:00:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,33.39,2020-10-06 14:08:00,21.63,2020-10-07 05:43:00,36.08,2020-10-06 13:07:00,22.15,2020-10-07 05:44:00,20.62,0.68,1007.0,1.57,2.85,1601976060,33,0.08,8,1601965560,16.093,264.1,21.78,2020-10-06 04:50:00,33.39,2020-10-06 14:08:00,22.44,2020-10-06 04:52:00,36.08,2020-10-06 13:07:00,
Banke,Khajura (Nepalganj),28.11368333,81.59030556,2020-10-06 00:15:00,Clear throughout the day.,clear-day,2020-10-06 06:15:00,2020-10-06 18:00:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,33.28,2020-10-06 14:10:00,21.62,2020-10-07 05:44:00,36.06,2020-10-06 13:07:00,22.13,2020-10-07 05:45:00,20.68,0.68,1006.9,1.57,2.87,1601976120,33,0.07,8,1601965380,16.093,264.2,21.87,2020-10-06 04:51:00,33.28,2020-10-06 14:10:00,22.55,2020-10-06 04:53:00,36.06,2020-10-06 13:07:00,
Banke,Naubasta,28.230225,81.65270278,2020-10-06 00:00:00,Humid throughout the day.,clear-day,2020-10-06 06:15:00,2020-10-06 18:00:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,33.53,2020-10-06 13:50:00,21.57,2020-10-07 05:37:00,36.6,2020-10-06 13:10:00,22.02,2020-10-07 05:39:00,21.01,0.7,1007.3,1.46,2.69,1601975700,31,0.09,8,1601965320,16.093,264.0,21.82,2020-10-06 04:59:00,33.53,2020-10-06 13:50:00,22.43,2020-10-06 05:05:00,36.6,2020-10-06 13:10:00,
Banke,Nepalgunj Airport,28.051994399999995,81.6228389,2020-10-06 00:15:00,Clear throughout the day.,clear-day,2020-10-06 06:15:00,2020-10-06 18:00:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,33.24,2020-10-06 14:21:00,21.79,2020-10-07 05:56:00,35.62,2020-10-06 13:19:00,22.33,2020-10-07 05:57:00,20.5,0.68,1006.9,1.62,2.93,1601976240,33,0.07,8,1601965560,16.093,264.2,21.9,2020-10-06 04:49:00,33.24,2020-10-06 14:21:00,22.6,2020-10-06 04:50:00,35.62,2020-10-06 13:19:00,
Bara,Gulariya,27.164166700000003,84.98,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-10-06 06:01:00,2020-10-06 17:47:00,0.64,0.0739,0.6578,2020-10-06 00:00:00,0.4,rain,30.61,2020-10-06 13:51:00,23.55,2020-10-07 05:33:00,36.86,2020-10-06 13:57:00,24.44,2020-10-07 05:34:00,23.49,0.83,1007.7,1.92,3.02,1601973900,112,0.52,7,1601965080,16.093,258.9,23.25,2020-10-06 04:42:00,30.61,2020-10-06 13:51:00,24.2,2020-10-06 04:44:00,36.86,2020-10-06 13:57:00,
Bara,Kalaiya,27.079,84.9329,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:02:00,2020-10-06 17:47:00,0.64,0.0619,0.5217,2020-10-06 00:00:00,0.35,rain,30.18,2020-10-06 14:02:00,23.8,2020-10-07 05:40:00,35.72,2020-10-06 13:56:00,24.69,2020-10-07 05:39:00,23.23,0.82,1007.4,2.11,3.1,1601974500,107,0.52,7,1601964720,16.093,258.7,23.51,2020-10-06 04:41:00,30.18,2020-10-06 14:02:00,24.48,2020-10-06 04:42:00,35.72,2020-10-06 13:56:00,
Bara,Nijgadh,27.16416667,84.98,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-10-06 06:01:00,2020-10-06 17:47:00,0.64,0.0739,0.6578,2020-10-06 00:00:00,0.4,rain,30.61,2020-10-06 13:51:00,23.55,2020-10-07 05:33:00,36.86,2020-10-06 13:57:00,24.44,2020-10-07 05:34:00,23.49,0.83,1007.7,1.92,3.02,1601973900,112,0.52,7,1601965080,16.093,258.9,23.25,2020-10-06 04:42:00,30.61,2020-10-06 13:51:00,24.2,2020-10-06 04:44:00,36.86,2020-10-06 13:57:00,
Bara,Parwanipur,27.20300556,85.170475,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-10-06 06:01:00,2020-10-06 17:46:00,0.64,0.121,0.8113,2020-10-06 00:00:00,0.51,rain,30.5,2020-10-06 13:44:00,22.98,2020-10-07 05:26:00,36.93,2020-10-06 13:57:00,23.84,2020-10-07 05:28:00,23.41,0.84,1008.0,1.66,2.63,1601973000,119,0.55,7,1601964420,16.093,258.5,22.93,2020-10-06 04:44:00,30.5,2020-10-06 13:44:00,23.83,2020-10-06 04:45:00,36.93,2020-10-06 13:57:00,
Bara,Simara Airport,27.2813,84.9919,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-10-06 06:01:00,2020-10-06 17:47:00,0.64,0.0728,0.6498,2020-10-06 00:00:00,0.41,rain,29.72,2020-10-06 13:10:00,22.71,2020-10-07 04:57:00,34.73,2020-10-06 13:23:00,23.63,2020-10-07 04:57:00,23.23,0.86,1008.1,1.67,2.83,1601973660,122,0.53,7,1601965260,16.093,259.0,22.66,2020-10-06 04:39:00,29.72,2020-10-06 13:10:00,23.59,2020-10-06 04:40:00,34.73,2020-10-06 13:23:00,
Bardiya,Chisapani(Karnali),28.21278611,81.34521111,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:16:00,2020-10-06 18:01:00,0.64,0.0014,0.0063,2020-10-06 11:54:00,0.01,rain,32.85,2020-10-06 14:24:00,21.43,2020-10-07 05:38:00,35.22,2020-10-06 13:15:00,21.95,2020-10-07 05:39:00,20.52,0.69,1007.0,1.49,2.77,1601976540,29,0.05,8,1601965560,16.093,264.7,21.89,2020-10-06 04:54:00,32.85,2020-10-06 14:24:00,22.59,2020-10-06 04:56:00,35.22,2020-10-06 13:15:00,
Bardiya,Kumalgaun,28.33735833,81.33784167,2020-10-06 00:00:00,Humid throughout the day.,clear-day,2020-10-06 06:17:00,2020-10-06 18:01:00,0.64,0.0015,0.0063,2020-10-06 11:54:00,0.01,rain,32.96,2020-10-06 14:07:00,21.06,2020-10-07 05:36:00,35.66,2020-10-06 13:24:00,21.54,2020-10-07 05:37:00,20.52,0.69,1007.1,1.46,2.5,1601975760,30,0.05,8,1601965500,16.093,264.7,21.68,2020-10-06 05:01:00,32.96,2020-10-06 14:07:00,22.3,2020-10-06 05:07:00,35.66,2020-10-06 13:24:00,
Bardiya,Manpur,28.36353889,81.41428333,2020-10-06 00:00:00,Humid throughout the day.,clear-day,2020-10-06 06:16:00,2020-10-06 18:01:00,0.64,0.0015,0.0063,2020-10-06 11:54:00,0.01,rain,33.27,2020-10-06 13:56:00,21.0,2020-10-07 05:34:00,36.23,2020-10-06 13:22:00,21.47,2020-10-07 05:36:00,20.77,0.7,1007.3,1.41,2.37,1601975340,33,0.06,8,1601965260,16.093,264.5,21.51,2020-10-06 05:01:00,33.27,2020-10-06 13:56:00,22.1,2020-10-06 05:06:00,36.23,2020-10-06 13:22:00,
Bardiya,Rajapur,28.64721944,81.28542778,2020-10-06 00:00:00,Humid throughout the day.,clear-day,2020-10-06 06:17:00,2020-10-06 18:01:00,0.64,0.0029,0.0345,2020-10-06 00:00:00,0.01,rain,32.7,2020-10-06 13:42:00,20.65,2020-10-07 05:33:00,33.97,2020-10-06 13:56:00,20.93,2020-10-07 05:34:00,19.16,0.67,1008.0,1.41,2.25,1602008100,32,0.06,8,1601964900,16.093,264.8,21.14,2020-10-06 05:18:00,32.7,2020-10-06 13:42:00,21.55,2020-10-06 06:10:00,33.97,2020-10-06 13:56:00,
Bardiya,Rambhapur,28.307825,81.27586389,2020-10-06 00:00:00,Clear throughout the day.,clear-day,2020-10-06 06:17:00,2020-10-06 18:01:00,0.64,0.0015,0.0063,2020-10-06 11:54:00,0.01,rain,32.68,2020-10-06 14:24:00,21.22,2020-10-07 05:34:00,34.92,2020-10-06 13:49:00,21.7,2020-10-07 05:35:00,20.32,0.69,1007.1,1.5,2.6,1601975940,28,0.05,8,1601965680,16.093,264.9,21.79,2020-10-06 04:57:00,32.68,2020-10-06 14:24:00,22.44,2020-10-06 05:01:00,34.92,2020-10-06 13:49:00,
Bardiya,Rani Jaruwa Nursery,28.42588611,81.33803611,2020-10-06 00:00:00,Humid throughout the day.,clear-day,2020-10-06 06:17:00,2020-10-06 18:01:00,0.64,0.0017,0.0063,2020-10-06 11:54:00,0.01,rain,33.17,2020-10-06 13:56:00,20.84,2020-10-07 05:36:00,36.05,2020-10-06 13:47:00,21.3,2020-10-07 05:37:00,20.54,0.69,1007.3,1.46,2.27,1601975280,33,0.06,8,1601965440,16.093,264.8,21.45,2020-10-06 05:07:00,33.17,2020-10-06 13:56:00,21.99,2020-10-06 05:15:00,36.05,2020-10-06 13:47:00,
Bhaktapur,Bhaktapur,27.63333333,85.43333333,2020-10-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:00:00,2020-10-06 17:45:00,0.64,0.0564,0.2049,2020-10-06 16:44:00,0.2,rain,25.71,2020-10-06 12:44:00,15.56,2020-10-07 05:41:00,25.76,2020-10-06 12:51:00,15.83,2020-10-07 05:41:00,17.65,0.88,1009.9,0.82,2.14,1601974800,131,0.59,8,1601963280,15.93,256.9,15.4,2020-10-06 05:45:00,25.71,2020-10-06 12:44:00,15.68,2020-10-06 05:44:00,25.76,2020-10-06 12:51:00,
Bhaktapur,Changu Narayan,27.67668056,85.42396944,2020-10-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:00:00,2020-10-06 17:45:00,0.64,0.0532,0.1857,2020-10-06 16:44:00,0.18,rain,27.64,2020-10-06 13:03:00,15.81,2020-10-07 05:44:00,28.49,2020-10-06 13:22:00,16.08,2020-10-07 05:44:00,17.45,0.79,1010.1,0.79,2.2,1601974980,112,0.56,8,1601963460,16.028,257.1,15.9,2020-10-06 05:45:00,27.64,2020-10-06 13:03:00,16.17,2020-10-06 05:45:00,28.49,2020-10-06 13:22:00,
Bhaktapur,Nagarkot,27.645725,85.4615833,2020-10-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:00:00,2020-10-06 17:45:00,0.64,0.0548,0.215,2020-10-06 16:45:00,0.19,rain,26.77,2020-10-06 12:56:00,15.62,2020-10-07 05:43:00,27.59,2020-10-06 12:48:00,15.89,2020-10-07 05:43:00,17.69,0.84,1010.1,0.79,2.11,1601974860,123,0.59,8,1601963220,15.878,256.9,15.51,2020-10-06 05:47:00,26.77,2020-10-06 12:56:00,15.78,2020-10-06 05:47:00,27.59,2020-10-06 12:48:00,
Bhaktapur,Sanga,27.71605833,85.42675556,2020-10-06 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:00:00,2020-10-06 17:45:00,0.64,0.0501,0.1741,2020-10-06 16:44:00,0.16,rain,27.45,2020-10-06 13:21:00,15.46,2020-10-07 05:43:00,27.98,2020-10-06 13:24:00,15.73,2020-10-07 05:43:00,16.24,0.76,1010.1,0.76,2.24,1601975100,92,0.54,8,1601963520,16.06,257.2,15.6,2020-10-06 05:44:00,27.45,2020-10-06 13:21:00,15.87,2020-10-06 05:44:00,27.98,2020-10-06 13:24:00,
Bhojpur,Dingla,27.1944798,87.04862659999999,2020-10-06 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-10-06 05:53:00,2020-10-06 17:39:00,0.64,0.1778,0.8037,2020-10-06 14:51:00,0.38,rain,22.81,2020-10-06 12:49:00,15.09,2020-10-07 05:38:00,23.72,2020-10-06 12:58:00,15.58,2020-10-07 05:37:00,18.06,1.0,1010.0,0.81,2.35,1601965620,192,0.75,6,1601964660,16.093,251.7,15.09,2020-10-06 05:47:00,22.81,2020-10-06 12:49:00,16.28,2020-10-06 05:44:00,23.72,2020-10-06 12:58:00,
Bhojpur,Rampur,27.5282716,87.2177064,2020-10-06 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-10-06 05:53:00,2020-10-06 17:38:00,0.64,0.0806,0.2529,2020-10-06 16:50:00,0.3,rain,24.93,2020-10-06 12:44:00,16.39,2020-10-07 05:47:00,25.01,2020-10-06 12:47:00,16.66,2020-10-07 05:47:00,16.66,0.84,1011.6,1.21,2.44,1601936820,4,0.63,7,1601966040,15.387,252.1,15.81,2020-10-06 05:56:00,24.93,2020-10-06 12:44:00,16.08,2020-10-06 05:56:00,25.01,2020-10-06 12:47:00,
Chitawan,Bharatpur,27.72113611,84.58525556,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:03:00,2020-10-06 17:48:00,0.64,0.0267,0.1029,2020-10-06 21:56:00,0.15,rain,32.92,2020-10-06 13:40:00,21.66,2020-10-07 05:27:00,37.3,2020-10-06 15:41:00,22.25,2020-10-07 05:30:00,21.36,0.75,1008.7,1.1,1.77,1601973720,154,0.41,7,1601964720,16.093,261.2,20.37,2020-10-06 05:42:00,32.92,2020-10-06 13:40:00,20.81,2020-10-06 05:43:00,37.3,2020-10-06 15:41:00,
Chitawan,Bharatpur,27.5909,84.5223,2020-10-06 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-10-06 06:03:00,2020-10-06 17:49:00,0.64,0.0268,0.1125,2020-10-06 00:00:00,0.18,rain,33.26,2020-10-06 14:02:00,22.46,2020-10-07 05:40:00,39.14,2020-10-06 15:17:00,23.21,2020-10-07 05:43:00,22.71,0.78,1008.2,1.16,1.98,1601974980,150,0.43,7,1601965020,16.093,261.3,21.38,2020-10-06 05:31:00,33.26,2020-10-06 14:02:00,22.05,2020-10-06 05:33:00,39.14,2020-10-06 15:17:00,
