district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:23:00,2020-10-17 17:48:00,0.03,0.0033,0.0468,2020-10-17 00:00:00,0.01,rain,30.93,2020-10-17 13:44:00,18.57,2020-10-18 05:24:00,30.89,2020-10-17 13:48:00,18.84,2020-10-18 05:24:00,14.98,0.59,1010.5,1.43,3.07,1602890460,38,0.01,8,1602915600,16.093,251.0,18.27,2020-10-17 05:24:00,30.93,2020-10-17 13:44:00,18.54,2020-10-17 05:24:00,30.89,2020-10-17 13:48:00
Achham,Basti,29.03098333,81.17113333,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:24:00,2020-10-17 17:49:00,0.03,0.0126,0.2541,2020-10-17 00:00:00,0.05,rain,32.13,2020-10-17 13:52:00,17.86,2020-10-18 05:25:00,32.29,2020-10-17 14:05:00,18.13,2020-10-18 05:25:00,16.25,0.63,1010.4,1.21,2.25,1602890880,6,0.06,8,1602915120,16.093,250.7,18.1,2020-10-17 05:45:00,32.13,2020-10-17 13:52:00,18.37,2020-10-17 05:45:00,32.29,2020-10-17 14:05:00
Achham,Mangalsen,29.13611389,81.25009167,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:24:00,2020-10-17 17:49:00,0.03,0.0073,0.1357,2020-10-17 00:00:00,0.03,rain,28.92,2020-10-17 13:51:00,17.09,2020-10-18 05:41:00,28.64,2020-10-17 13:51:00,17.36,2020-10-18 05:41:00,12.64,0.59,1010.8,1.27,2.45,1602890700,34,0.03,8,1602915720,16.093,250.1,16.43,2020-10-17 05:37:00,28.92,2020-10-17 13:51:00,16.7,2020-10-17 05:37:00,28.64,2020-10-17 13:51:00
Achham,Sugali,29.17980694,81.37293889,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:23:00,2020-10-17 17:48:00,0.03,0.0034,0.0487,2020-10-17 00:00:00,0.02,rain,25.1,2020-10-17 13:54:00,15.51,2020-10-18 05:49:00,24.82,2020-10-17 13:54:00,15.78,2020-10-18 05:49:00,10.72,0.61,1011.5,1.47,3.24,1602890280,43,0.08,8,1602916020,16.093,248.8,14.32,2020-10-17 05:31:00,25.1,2020-10-17 13:54:00,14.59,2020-10-17 05:31:00,24.82,2020-10-17 13:54:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:17:00,2020-10-17 17:44:00,0.03,0.0021,0.021,2020-10-17 00:00:00,0.02,rain,33.24,2020-10-17 14:04:00,20.85,2020-10-18 05:30:00,35.77,2020-10-17 13:52:00,21.12,2020-10-18 05:30:00,19.0,0.64,1008.0,1.62,3.72,1602925380,5,0.05,8,1602914520,16.093,255.2,21.15,2020-10-17 05:30:00,33.24,2020-10-17 14:04:00,21.66,2020-10-17 05:31:00,35.77,2020-10-17 13:52:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:15:00,2020-10-17 17:43:00,0.03,0.0107,0.0683,2020-10-17 00:00:00,0.06,rain,28.81,2020-10-17 13:47:00,18.33,2020-10-18 05:44:00,29.46,2020-10-17 14:11:00,18.6,2020-10-18 05:44:00,15.81,0.67,1009.7,1.21,2.17,1602924780,16,0.2,8,1602914340,16.093,252.4,17.63,2020-10-17 05:24:00,28.81,2020-10-17 13:47:00,17.9,2020-10-17 05:24:00,29.46,2020-10-17 14:11:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-17 00:00:00,Clear throughout the day.,clear-day,2020-10-17 06:16:00,2020-10-17 17:44:00,0.03,0.0021,0.018,2020-10-17 00:00:00,0.02,rain,32.64,2020-10-17 14:09:00,21.1,2020-10-18 05:38:00,34.74,2020-10-17 14:06:00,21.37,2020-10-18 05:38:00,18.71,0.64,1007.9,1.62,3.62,1602925320,8,0.05,8,1602914580,16.093,255.2,21.28,2020-10-17 05:36:00,32.64,2020-10-17 14:09:00,21.77,2020-10-17 05:37:00,34.74,2020-10-17 14:06:00
Baglung,Baglung,28.26363611,83.60032222,2020-10-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-17 06:14:00,2020-10-17 17:40:00,0.03,0.0115,0.0574,2020-10-17 17:37:00,0.04,rain,26.82,2020-10-17 13:56:00,16.23,2020-10-18 05:30:00,26.54,2020-10-17 13:58:00,16.5,2020-10-18 05:30:00,12.96,0.65,1011.8,1.36,2.26,1602889140,312,0.34,7,1602915180,16.093,250.2,15.43,2020-10-17 05:24:00,26.82,2020-10-17 13:56:00,15.7,2020-10-17 05:24:00,26.54,2020-10-17 13:58:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-17 00:00:00,Foggy in the afternoon.,fog,2020-10-17 06:16:00,2020-10-17 17:42:00,0.03,0.0298,0.1122,2020-10-17 17:23:00,0.13,rain,16.33,2020-10-17 12:49:00,7.66,2020-10-18 05:40:00,16.05,2020-10-17 12:49:00,7.32,2020-10-18 05:34:00,9.36,0.91,1013.1,1.48,2.38,1602920760,26,0.39,8,1602913380,13.126,245.0,7.2,2020-10-17 05:44:00,16.33,2020-10-17 12:49:00,6.62,2020-10-17 05:42:00,16.05,2020-10-17 12:49:00
Baglung,Galkot,28.21869167,83.41881111,2020-10-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-17 06:14:00,2020-10-17 17:41:00,0.03,0.023,0.1155,2020-10-17 16:48:00,0.06,rain,25.97,2020-10-17 13:44:00,15.02,2020-10-18 06:09:00,25.69,2020-10-17 13:44:00,15.29,2020-10-18 06:09:00,12.04,0.64,1011.6,1.4,2.15,1602889140,329,0.35,7,1602914640,16.093,250.1,14.38,2020-10-17 05:11:00,25.97,2020-10-17 13:44:00,14.65,2020-10-17 05:11:00,25.69,2020-10-17 13:44:00
