district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:22:00,2020-10-16 17:49:00,0.99,0.0012,0.0051,2020-10-16 02:45:00,0.01,rain,31.27,2020-10-16 13:48:00,18.79,2020-10-17 05:42:00,30.99,2020-10-16 13:48:00,19.06,2020-10-17 05:42:00,14.0,0.57,1010.1,1.48,3.42,1602803640,46,0.03,8,1602828600,16.093,251.3,17.93,2020-10-16 05:39:00,31.27,2020-10-16 13:48:00,18.2,2020-10-16 05:39:00,30.99,2020-10-16 13:48:00,
Achham,Basti,29.03098333,81.17113333,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:23:00,2020-10-16 17:50:00,0.99,0.0014,0.0051,2020-10-16 02:45:00,0.01,rain,32.63,2020-10-16 13:54:00,18.91,2020-10-17 05:42:00,32.34,2020-10-16 13:51:00,19.18,2020-10-17 05:42:00,15.63,0.61,1010.0,1.21,2.53,1602804240,15,0.09,8,1602829860,16.093,250.7,17.94,2020-10-16 05:51:00,32.63,2020-10-16 13:54:00,18.21,2020-10-16 05:51:00,32.34,2020-10-16 13:51:00,
Achham,Mangalsen,29.13611389,81.25009167,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:23:00,2020-10-16 17:50:00,0.99,0.0014,0.0051,2020-10-16 02:47:00,0.01,rain,29.19,2020-10-16 13:50:00,17.5,2020-10-17 06:03:00,28.91,2020-10-16 13:50:00,17.77,2020-10-17 06:03:00,11.49,0.55,1010.4,1.27,2.68,1602804180,42,0.06,8,1602829260,16.093,250.1,16.42,2020-10-16 05:44:00,29.19,2020-10-16 13:50:00,16.69,2020-10-16 05:44:00,28.91,2020-10-16 13:50:00,
Achham,Sugali,29.17980694,81.37293889,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:23:00,2020-10-16 17:50:00,0.99,0.0013,0.0051,2020-10-16 02:46:00,0.01,rain,26.43,2020-10-16 13:47:00,15.62,2020-10-17 06:18:00,26.15,2020-10-16 13:47:00,15.89,2020-10-17 06:18:00,9.64,0.58,1011.0,1.5,3.55,1602804060,45,0.11,8,1602828900,16.093,249.0,14.36,2020-10-16 05:30:00,26.43,2020-10-16 13:47:00,14.63,2020-10-16 05:30:00,26.15,2020-10-16 13:47:00,
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:16:00,2020-10-16 17:45:00,0.99,0.0072,0.0276,2020-10-16 12:39:00,0.02,rain,33.16,2020-10-16 14:08:00,21.92,2020-10-17 05:22:00,34.69,2020-10-16 14:25:00,22.27,2020-10-17 05:23:00,19.6,0.66,1007.7,1.6,2.8,1602839040,38,0.12,7,1602829800,16.093,258.2,21.25,2020-10-16 04:37:00,33.16,2020-10-16 14:08:00,21.76,2020-10-16 04:47:00,34.69,2020-10-16 14:25:00,
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-16 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-16 06:15:00,2020-10-16 17:44:00,0.99,0.0202,0.0964,2020-10-16 15:56:00,0.05,rain,28.46,2020-10-16 13:39:00,18.4,2020-10-17 05:41:00,28.17,2020-10-16 13:47:00,18.67,2020-10-17 05:41:00,15.34,0.67,1009.4,1.27,2.05,1602838080,11,0.19,7,1602828840,16.093,256.1,17.31,2020-10-16 05:16:00,28.46,2020-10-16 13:39:00,17.58,2020-10-16 05:16:00,28.17,2020-10-16 13:47:00,
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-16 00:00:00,Clear throughout the day.,clear-day,2020-10-16 06:16:00,2020-10-16 17:45:00,0.99,0.0093,0.0292,2020-10-16 08:57:00,0.02,rain,32.53,2020-10-16 14:07:00,22.12,2020-10-17 05:28:00,33.63,2020-10-16 14:25:00,22.42,2020-10-17 05:30:00,18.91,0.65,1007.6,1.6,2.74,1602838920,38,0.11,7,1602830340,16.093,258.2,21.45,2020-10-16 04:40:00,32.53,2020-10-16 14:07:00,21.89,2020-10-16 04:49:00,33.63,2020-10-16 14:25:00,
Baglung,Baglung,28.26363611,83.60032222,2020-10-16 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-16 06:13:00,2020-10-16 17:41:00,0.99,0.0493,0.2122,2020-10-16 16:46:00,0.13,rain,26.34,2020-10-16 13:42:00,16.19,2020-10-17 06:04:00,26.06,2020-10-16 13:42:00,16.46,2020-10-17 06:04:00,13.32,0.66,1011.6,1.28,2.19,1602801480,317,0.33,7,1602828120,15.992,252.6,15.91,2020-10-16 05:55:00,26.34,2020-10-16 13:42:00,16.18,2020-10-16 05:55:00,26.06,2020-10-16 13:42:00,
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-16 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-16 06:15:00,2020-10-16 17:43:00,0.99,0.023,0.081,2020-10-16 14:52:00,0.15,rain,16.59,2020-10-16 12:48:00,8.07,2020-10-17 06:07:00,16.31,2020-10-16 12:50:00,7.56,2020-10-17 05:56:00,10.34,0.97,1012.8,1.53,2.37,1602837000,19,0.41,8,1602827760,14.931,248.2,7.14,2020-10-16 05:55:00,16.59,2020-10-16 12:48:00,6.36,2020-10-16 05:49:00,16.31,2020-10-16 12:50:00,
Baglung,Galkot,28.21869167,83.41881111,2020-10-16 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-16 06:14:00,2020-10-16 17:42:00,0.99,0.0516,0.2262,2020-10-16 16:44:00,0.13,rain,25.65,2020-10-16 13:41:00,14.88,2020-10-17 06:19:00,25.37,2020-10-16 13:41:00,15.15,2020-10-17 06:19:00,11.64,0.64,1011.3,1.34,2.02,1602864420,333,0.36,7,1602828120,16.093,252.9,14.42,2020-10-16 05:40:00,25.65,2020-10-16 13:41:00,14.69,2020-10-16 05:40:00,25.37,2020-10-16 13:41:00,
