district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:12:00,2020-09-28 18:10:00,0.4,0.026,0.1763,2020-09-28 00:00:00,0.1,rain,31.19,2020-09-28 13:46:00,18.62,2020-09-29 05:30:00,33.76,2020-09-28 13:54:00,18.89,2020-09-29 05:30:00,20.43,0.82,1009.5,1.3,3.04,1601248800,27,0.0,10,1601274300,16.093,263.0,18.57,2020-09-28 05:35:00,31.19,2020-09-28 13:46:00,19.01,2020-09-28 05:36:00,33.76,2020-09-28 13:54:00
Achham,Basti,29.03098333,81.17113333,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:13:00,2020-09-28 18:11:00,0.4,0.0471,0.8397,2020-09-28 00:00:00,0.18,rain,31.88,2020-09-28 13:42:00,17.86,2020-09-29 05:33:00,37.53,2020-09-28 16:14:00,18.19,2020-09-29 05:34:00,21.95,0.87,1009.3,1.1,2.2,1601248980,30,0.0,10,1601274360,16.093,263.6,17.95,2020-09-28 05:39:00,31.88,2020-09-28 13:42:00,18.64,2020-09-28 05:39:00,37.53,2020-09-28 16:14:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:13:00,2020-09-28 18:11:00,0.4,0.0196,0.3488,2020-09-28 00:00:00,0.11,rain,28.81,2020-09-28 13:45:00,16.51,2020-09-29 05:39:00,29.56,2020-09-28 13:56:00,16.78,2020-09-29 05:39:00,18.48,0.85,1009.4,1.18,2.36,1601249220,59,0.0,10,1601274360,16.093,262.7,16.04,2020-09-28 05:44:00,28.81,2020-09-28 13:45:00,16.44,2020-09-28 05:44:00,29.56,2020-09-28 13:56:00
Achham,Sugali,29.17980694,81.37293889,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:12:00,2020-09-28 18:10:00,0.4,0.0132,0.1269,2020-09-28 00:00:00,0.08,rain,27.0,2020-09-28 13:49:00,15.24,2020-09-29 05:40:00,27.46,2020-09-28 13:47:00,15.51,2020-09-29 05:40:00,16.72,0.85,1009.7,1.42,3.18,1601249340,48,0.0,10,1601274300,16.093,261.2,14.4,2020-09-28 05:46:00,27.0,2020-09-28 13:49:00,14.67,2020-09-28 05:46:00,27.46,2020-09-28 13:47:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:07:00,2020-09-28 18:05:00,0.4,0.0103,0.0478,2020-09-28 02:42:00,0.05,rain,32.41,2020-09-28 14:37:00,21.71,2020-09-29 05:27:00,38.84,2020-09-28 15:17:00,22.36,2020-09-29 05:29:00,23.02,0.82,1007.4,1.28,2.58,1601285400,38,0.16,9,1601272860,16.093,262.1,21.37,2020-09-28 05:20:00,32.41,2020-09-28 14:37:00,22.28,2020-09-28 05:18:00,38.84,2020-09-28 15:17:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:05:00,2020-09-28 18:03:00,0.4,0.0264,0.1024,2020-09-28 02:44:00,0.09,rain,28.9,2020-09-28 13:38:00,17.32,2020-09-29 05:36:00,31.42,2020-09-28 13:44:00,17.59,2020-09-29 05:36:00,19.68,0.87,1008.4,1.19,2.19,1601283360,30,0.11,10,1601273220,16.093,259.7,16.96,2020-09-28 05:41:00,28.9,2020-09-28 13:38:00,17.43,2020-09-28 05:42:00,31.42,2020-09-28 13:44:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-28 00:00:00,Humid throughout the day.,clear-day,2020-09-28 06:06:00,2020-09-28 18:05:00,0.4,0.0176,0.114,2020-09-28 02:43:00,0.06,rain,31.63,2020-09-28 14:32:00,21.51,2020-09-29 05:29:00,36.99,2020-09-28 15:06:00,22.14,2020-09-29 05:30:00,22.67,0.83,1007.4,1.28,2.55,1601284860,35,0.16,9,1601272860,16.093,262.0,21.19,2020-09-28 05:30:00,31.63,2020-09-28 14:32:00,22.13,2020-09-28 05:30:00,36.99,2020-09-28 15:06:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:03:00,2020-09-28 18:01:00,0.4,0.0275,0.1602,2020-09-28 17:45:00,0.11,rain,27.54,2020-09-28 13:26:00,15.38,2020-09-29 05:38:00,28.71,2020-09-28 13:31:00,15.65,2020-09-29 05:38:00,16.75,0.8,1010.0,1.2,2.24,1601238060,320,0.1,10,1601273220,16.093,256.6,15.38,2020-09-28 05:44:00,27.54,2020-09-28 13:26:00,15.65,2020-09-28 05:44:00,28.71,2020-09-28 13:31:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:05:00,2020-09-28 18:03:00,0.4,0.0376,0.1989,2020-09-28 15:25:00,0.13,rain,17.33,2020-09-28 12:40:00,7.52,2020-09-29 05:22:00,17.87,2020-09-28 12:54:00,6.36,2020-09-29 05:21:00,11.04,1.0,1010.1,1.58,2.27,1601249640,11,0.27,11,1601272860,15.979,253.3,6.64,2020-09-28 05:47:00,17.33,2020-09-28 12:40:00,5.67,2020-09-28 05:45:00,17.87,2020-09-28 12:54:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:04:00,2020-09-28 18:02:00,0.4,0.0271,0.1564,2020-09-28 17:41:00,0.11,rain,26.44,2020-09-28 13:00:00,13.0,2020-09-29 05:35:00,26.53,2020-09-28 13:03:00,13.27,2020-09-29 05:35:00,16.23,0.84,1009.7,1.26,2.16,1601242140,331,0.11,10,1601273160,16.093,257.0,13.34,2020-09-28 05:43:00,26.44,2020-09-28 13:00:00,13.61,2020-09-28 05:43:00,26.53,2020-09-28 13:03:00
Baglung,Rangkhani,28.14408889,83.55824444,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:04:00,2020-09-28 18:02:00,0.4,0.0282,0.1493,2020-09-28 17:51:00,0.11,rain,24.57,2020-09-28 13:13:00,13.7,2020-09-29 05:38:00,24.61,2020-09-28 13:15:00,13.97,2020-09-29 05:38:00,16.39,0.9,1009.3,1.12,2.03,1601242860,320,0.09,10,1601273340,16.093,257.7,13.88,2020-09-28 05:44:00,24.57,2020-09-28 13:13:00,14.15,2020-09-28 05:43:00,24.61,2020-09-28 13:15:00
Baitadi,Patan (West),29.467137,80.54575109999999,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:16:00,2020-09-28 18:13:00,0.4,0.0089,0.0453,2020-09-28 17:46:00,0.07,rain,29.04,2020-09-28 13:43:00,16.06,2020-09-29 05:32:00,29.83,2020-09-28 13:47:00,16.67,2020-09-29 05:32:00,18.28,0.85,1009.6,1.04,1.94,1601230800,318,0.0,10,1601274540,16.093,262.4,14.7,2020-09-28 05:42:00,29.04,2020-09-28 13:43:00,15.25,2020-09-28 05:42:00,29.83,2020-09-28 13:47:00
Baitadi,Satbanjh,29.4973,80.49741194,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:16:00,2020-09-28 18:14:00,0.4,0.0074,0.0392,2020-09-28 17:47:00,0.07,rain,25.14,2020-09-28 13:48:00,14.04,2020-09-29 05:41:00,24.9,2020-09-28 13:49:00,14.82,2020-09-29 05:43:00,15.65,0.88,1009.3,1.07,2.04,1601230800,320,0.0,10,1601274540,16.093,262.5,12.68,2020-09-28 05:44:00,25.14,2020-09-28 13:48:00,13.41,2020-09-28 05:45:00,24.9,2020-09-28 13:49:00
Bajhang,Chainpur (West),29.55,81.21666667,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:13:00,2020-09-28 18:11:00,0.4,0.0055,0.0128,2020-09-28 17:30:00,0.05,rain,26.22,2020-09-28 13:37:00,13.81,2020-09-29 05:23:00,25.94,2020-09-28 13:37:00,14.08,2020-09-29 05:23:00,12.58,0.71,1010.9,1.38,2.77,1601248500,51,0.02,10,1601274240,16.093,258.3,12.56,2020-09-28 05:42:00,26.22,2020-09-28 13:37:00,12.83,2020-09-28 05:42:00,25.94,2020-09-28 13:37:00
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:13:00,2020-09-28 18:11:00,0.4,0.0057,0.0119,2020-09-28 17:25:00,0.05,rain,26.41,2020-09-28 13:38:00,14.23,2020-09-29 05:23:00,26.13,2020-09-28 13:38:00,14.5,2020-09-29 05:23:00,12.56,0.69,1010.8,1.36,2.77,1601248680,50,0.02,10,1601274240,16.093,258.4,13.0,2020-09-28 05:42:00,26.41,2020-09-28 13:38:00,13.27,2020-09-28 05:42:00,26.13,2020-09-28 13:38:00
Bajhang,Kalukheti,29.447359999999996,81.16838,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:13:00,2020-09-28 18:11:00,0.4,0.0069,0.0275,2020-09-28 20:46:00,0.04,rain,28.43,2020-09-28 13:50:00,14.38,2020-09-29 05:36:00,28.33,2020-09-28 13:52:00,14.65,2020-09-29 05:36:00,14.46,0.72,1010.2,1.28,2.72,1601249040,53,0.0,10,1601274360,16.093,260.0,13.31,2020-09-28 05:44:00,28.43,2020-09-28 13:50:00,13.58,2020-09-28 05:44:00,28.33,2020-09-28 13:52:00
Bajhang,Rayal,29.464595000000003,80.95405,2020-09-28 00:00:00,Clear throughout the day.,clear-day,2020-09-28 06:14:00,2020-09-28 18:12:00,0.4,0.0114,0.0536,2020-09-28 20:44:00,0.05,rain,30.51,2020-09-28 13:46:00,16.74,2020-09-29 05:30:00,30.68,2020-09-28 13:48:00,17.01,2020-09-29 05:30:00,15.99,0.7,1010.1,1.11,2.38,1601249640,8,0.0,10,1601274420,16.093,260.6,15.59,2020-09-28 05:43:00,30.51,2020-09-28 13:46:00,15.86,2020-09-28 05:43:00,30.68,2020-09-28 13:48:00
