district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-19 00:00:00,Rain in the morning.,rain,2020-09-19 06:08:00,2020-09-19 18:21:00,0.08,0.5671,2.1275,2020-09-19 05:18:00,0.51,rain,30.13,2020-09-19 13:44:00,19.75,2020-09-20 05:33:00,42.6,2020-09-19 16:37:00,20.37,2020-09-20 05:33:00,24.32,0.99,1006.4,1.03,2.05,1600539300,346,0.37,10,1600496340,16.091,264.8,20.15,2020-09-19 05:15:00,30.13,2020-09-19 13:44:00,21.43,2020-09-19 05:11:00,42.6,2020-09-19 16:37:00
Achham,Basti,29.03098333,81.17113333,2020-09-19 00:00:00,Rain in the morning.,rain,2020-09-19 06:09:00,2020-09-19 18:22:00,0.08,0.4416,1.3943,2020-09-19 04:35:00,0.49,rain,31.96,2020-09-19 14:09:00,19.15,2020-09-20 05:40:00,53.13,2020-09-19 16:17:00,19.87,2020-09-20 05:40:00,25.49,0.99,1006.3,0.82,1.77,1600500540,119,0.29,10,1600496940,16.093,265.5,21.27,2020-09-19 05:22:00,31.96,2020-09-19 14:09:00,23.0,2020-09-19 05:21:00,53.13,2020-09-19 16:17:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-19 00:00:00,Humid throughout the day.,rain,2020-09-19 06:08:00,2020-09-19 18:22:00,0.08,0.3048,0.9268,2020-09-19 05:19:00,0.38,rain,28.27,2020-09-19 14:06:00,17.9,2020-09-20 05:37:00,31.83,2020-09-19 14:10:00,18.17,2020-09-20 05:37:00,21.58,0.96,1006.6,0.95,1.92,1600539300,89,0.28,11,1600497060,16.093,265.0,18.12,2020-09-19 05:38:00,28.27,2020-09-19 14:06:00,19.02,2020-09-19 05:35:00,31.83,2020-09-19 14:10:00
Achham,Sugali,29.17980694,81.37293889,2020-09-19 00:00:00,Humid throughout the day.,clear-day,2020-09-19 06:08:00,2020-09-19 18:21:00,0.08,0.2165,0.4878,2020-09-19 00:00:00,0.34,rain,26.14,2020-09-19 14:18:00,16.58,2020-09-20 05:35:00,27.59,2020-09-19 14:19:00,16.85,2020-09-20 05:35:00,20.03,0.99,1006.9,1.13,2.3,1600539300,45,0.29,11,1600496940,16.093,263.8,15.8,2020-09-19 05:29:00,26.14,2020-09-19 14:18:00,16.72,2020-09-19 05:26:00,27.59,2020-09-19 14:19:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-19 00:00:00,Humid throughout the day.,clear-day,2020-09-19 06:02:00,2020-09-19 18:15:00,0.08,0.0461,0.1526,2020-09-19 20:19:00,0.17,rain,32.57,2020-09-19 12:52:00,23.02,2020-09-20 05:13:00,38.78,2020-09-19 13:00:00,23.6,2020-09-20 05:14:00,23.45,0.8,1004.2,1.3,2.06,1600459200,81,0.29,10,1600495980,16.093,265.9,22.98,2020-09-19 05:29:00,32.57,2020-09-19 12:52:00,23.91,2020-09-19 05:31:00,38.78,2020-09-19 13:00:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-19 00:00:00,Clear throughout the day.,clear-day,2020-09-19 06:01:00,2020-09-19 18:14:00,0.08,0.2009,0.7123,2020-09-19 18:10:00,0.34,rain,28.31,2020-09-19 12:36:00,19.92,2020-09-20 05:31:00,29.66,2020-09-19 13:04:00,20.19,2020-09-20 05:31:00,18.31,0.75,1005.3,1.14,2.01,1600505520,68,0.38,11,1600495800,15.668,264.0,18.83,2020-09-19 05:37:00,28.31,2020-09-19 12:36:00,19.19,2020-09-19 05:37:00,29.66,2020-09-19 13:04:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-19 00:00:00,Humid throughout the day.,clear-day,2020-09-19 06:02:00,2020-09-19 18:15:00,0.08,0.0455,0.1611,2020-09-19 20:19:00,0.18,rain,31.71,2020-09-19 12:59:00,23.14,2020-09-20 05:23:00,36.24,2020-09-19 13:11:00,23.66,2020-09-20 05:23:00,22.28,0.77,1004.2,1.33,2.04,1600458960,83,0.29,10,1600495920,16.093,265.9,22.8,2020-09-19 05:33:00,31.71,2020-09-19 12:59:00,23.61,2020-09-19 05:34:00,36.24,2020-09-19 13:11:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-19 00:00:00,Humid throughout the day.,rain,2020-09-19 05:59:00,2020-09-19 18:12:00,0.08,0.3427,0.7612,2020-09-19 15:46:00,0.5,rain,26.2,2020-09-19 14:03:00,18.84,2020-09-20 05:30:00,28.48,2020-09-19 14:05:00,19.58,2020-09-20 05:29:00,21.2,1.0,1007.2,1.04,2.05,1600497240,341,0.52,9,1600497420,14.12,261.4,16.92,2020-09-19 05:15:00,26.2,2020-09-19 14:03:00,18.18,2020-09-19 05:16:00,28.48,2020-09-19 14:05:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-19 00:00:00,Partly cloudy throughout the day.,rain,2020-09-19 06:01:00,2020-09-19 18:14:00,0.08,0.3477,0.7658,2020-09-19 14:23:00,0.46,rain,16.09,2020-09-19 11:54:00,9.82,2020-09-20 05:37:00,17.65,2020-09-19 12:03:00,10.44,2020-09-20 05:34:00,11.77,1.0,1007.4,1.32,2.06,1600527960,56,0.59,10,1600496940,14.827,257.9,9.11,2020-09-19 05:30:00,16.09,2020-09-19 11:54:00,10.61,2020-09-19 05:22:00,17.65,2020-09-19 12:03:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-19 00:00:00,Humid throughout the day.,rain,2020-09-19 06:00:00,2020-09-19 18:13:00,0.08,0.3136,0.7641,2020-09-19 15:47:00,0.48,rain,24.89,2020-09-19 12:38:00,16.16,2020-09-20 05:36:00,25.51,2020-09-19 12:46:00,16.43,2020-09-20 05:36:00,18.98,0.95,1007.1,1.11,2.02,1600539300,8,0.49,10,1600497000,14.699,261.6,14.95,2020-09-19 05:35:00,24.89,2020-09-19 12:38:00,15.54,2020-09-19 05:34:00,25.51,2020-09-19 12:46:00
