district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Achham,Asara Ghat,28.95029444,81.44431944,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:15:00,2021-01-10 17:41:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,25.69,2021-01-10 13:43:00,10.65,2021-01-11 07:00:00,25.41,2021-01-10 13:43:00,10.92,2021-01-11 07:00:00,-1.72,0.31,1014.5,1.97,3.82,1610237760,25,0.14,5,1610260860,16.093,251.2,11.04,2021-01-10 07:16:00,25.69,2021-01-10 13:43:00,11.31,2021-01-10 07:16:00,25.41,2021-01-10 13:43:00,
Achham,Basti,29.03098333,81.17113333,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:16:00,2021-01-10 17:42:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,26.54,2021-01-10 13:46:00,9.63,2021-01-11 07:00:00,26.26,2021-01-10 13:46:00,9.25,2021-01-11 06:48:00,0.62,0.38,1014.7,1.56,2.72,1610237040,359,0.12,5,1610261040,16.093,251.4,10.34,2021-01-10 07:21:00,26.54,2021-01-10 13:46:00,10.61,2021-01-10 07:21:00,26.26,2021-01-10 13:46:00,
Achham,Mangalsen,29.13611389,81.25009167,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:16:00,2021-01-10 17:41:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,23.37,2021-01-10 13:58:00,10.03,2021-01-11 05:25:00,23.09,2021-01-10 13:58:00,10.3,2021-01-11 05:25:00,-3.94,0.29,1014.7,1.67,2.9,1610237280,16,0.14,5,1610260680,16.093,251.1,10.39,2021-01-10 05:55:00,23.37,2021-01-10 13:58:00,10.66,2021-01-10 05:55:00,23.09,2021-01-10 13:58:00,
Achham,Sugali,29.17980694,81.37293889,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:16:00,2021-01-10 17:40:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,20.64,2021-01-10 13:52:00,8.92,2021-01-11 03:42:00,20.36,2021-01-10 13:52:00,7.68,2021-01-11 03:44:00,-6.02,0.28,1015.3,2.0,3.9,1610243520,29,0.19,5,1610259840,16.093,250.1,8.87,2021-01-10 03:46:00,20.64,2021-01-10 13:52:00,7.64,2021-01-10 03:48:00,20.36,2021-01-10 13:52:00,
Arghakhanchi,Rangsing,27.80330278,82.78400833,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:07:00,2021-01-10 17:38:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,25.12,2021-01-10 13:47:00,9.11,2021-01-11 07:00:00,24.84,2021-01-10 13:47:00,8.96,2021-01-11 07:00:00,6.35,0.53,1012.0,2.06,8.55,1610276520,313,0.39,4,1610259840,16.093,251.4,9.9,2021-01-10 07:08:00,25.12,2021-01-10 13:47:00,10.17,2021-01-10 07:08:00,24.84,2021-01-10 13:47:00,
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:06:00,2021-01-10 17:36:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,22.27,2021-01-10 12:58:00,9.11,2021-01-11 07:00:00,21.99,2021-01-10 12:58:00,8.7,2021-01-11 06:17:00,3.74,0.5,1012.7,1.69,4.24,1610266920,355,0.35,5,1610260380,16.093,250.6,8.97,2021-01-10 06:09:00,22.27,2021-01-10 12:58:00,8.27,2021-01-10 06:03:00,21.99,2021-01-10 12:58:00,
Arghakhanchi,Sidhara,27.7945,82.82838333,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:07:00,2021-01-10 17:38:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,24.68,2021-01-10 13:56:00,10.02,2021-01-11 07:00:00,24.4,2021-01-10 13:56:00,10.29,2021-01-11 07:00:00,6.54,0.52,1011.9,2.01,8.32,1610276220,315,0.39,4,1610259840,16.093,251.5,10.84,2021-01-10 07:15:00,24.68,2021-01-10 13:56:00,11.11,2021-01-10 07:15:00,24.4,2021-01-10 13:56:00,
Baglung,Baglung,28.26363611,83.60032222,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:05:00,2021-01-10 17:33:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,21.43,2021-01-10 13:41:00,8.86,2021-01-11 00:24:00,21.15,2021-01-10 13:41:00,8.32,2021-01-11 00:22:00,1.58,0.47,1013.7,1.63,2.97,1610227380,317,0.4,5,1610260020,16.093,250.4,8.48,2021-01-10 06:12:00,21.43,2021-01-10 13:41:00,7.76,2021-01-10 06:12:00,21.15,2021-01-10 13:41:00,
Baglung,Dhorpatan,28.48333333,83.08333333,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:08:00,2021-01-10 17:35:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,12.66,2021-01-10 13:41:00,3.1,2021-01-10 20:54:00,12.38,2021-01-10 13:41:00,1.32,2021-01-10 20:54:00,-11.81,0.28,1014.3,2.17,3.87,1610265120,320,0.38,5,1610260380,16.093,246.4,3.02,2021-01-10 06:01:00,12.66,2021-01-10 13:41:00,1.0,2021-01-10 05:46:00,12.38,2021-01-10 13:41:00,
Baglung,Galkot,28.21869167,83.41881111,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:06:00,2021-01-10 17:34:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,21.63,2021-01-10 13:40:00,7.87,2021-01-11 03:42:00,21.35,2021-01-10 13:40:00,7.15,2021-01-11 03:42:00,0.68,0.46,1013.4,1.6,2.81,1610242380,321,0.39,5,1610260500,16.093,250.2,6.43,2021-01-10 06:15:00,21.63,2021-01-10 13:40:00,5.37,2021-01-10 06:16:00,21.35,2021-01-10 13:40:00,
Baglung,Rangkhani,28.14408889,83.55824444,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:05:00,2021-01-10 17:34:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,19.42,2021-01-10 13:37:00,8.77,2021-01-11 03:46:00,19.14,2021-01-10 13:37:00,8.3,2021-01-11 03:46:00,0.87,0.48,1012.9,1.52,2.71,1610227920,320,0.41,5,1610260200,16.093,250.8,7.63,2021-01-10 06:08:00,19.42,2021-01-10 13:37:00,6.86,2021-01-10 06:07:00,19.14,2021-01-10 13:37:00,
Baitadi,Patan (West),29.467137,80.54575109999999,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:20:00,2021-01-10 17:43:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,21.78,2021-01-10 14:12:00,5.76,2021-01-11 07:00:00,21.5,2021-01-10 14:12:00,5.44,2021-01-11 04:12:00,-5.26,0.33,1015.7,1.28,2.46,1610276100,31,0.05,5,1610261700,16.093,252.2,6.59,2021-01-10 07:21:00,21.78,2021-01-10 14:12:00,6.86,2021-01-10 07:21:00,21.5,2021-01-10 14:12:00,
Baitadi,Satbanjh,29.4973,80.49741194,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:20:00,2021-01-10 17:43:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,17.95,2021-01-10 14:17:00,5.34,2021-01-11 04:02:00,17.67,2021-01-10 14:17:00,4.74,2021-01-11 04:16:00,-7.82,0.32,1015.5,1.3,2.5,1610276100,46,0.05,5,1610261700,16.093,252.6,5.81,2021-01-10 01:27:00,17.95,2021-01-10 14:17:00,5.57,2021-01-10 23:54:00,17.67,2021-01-10 14:17:00,
Bajhang,Chainpur (West),29.55,81.21666667,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:17:00,2021-01-10 17:40:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,17.3,2021-01-10 13:50:00,4.29,2021-01-11 00:58:00,17.02,2021-01-10 13:50:00,2.64,2021-01-11 00:57:00,-9.97,0.27,1017.4,1.79,3.3,1610233080,35,0.32,5,1610260140,16.093,249.4,3.52,2021-01-10 06:05:00,17.3,2021-01-10 13:50:00,1.74,2021-01-10 06:07:00,17.02,2021-01-10 13:50:00,
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:17:00,2021-01-10 17:40:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,17.75,2021-01-10 13:51:00,4.47,2021-01-11 01:09:00,17.47,2021-01-10 13:51:00,2.9,2021-01-11 01:06:00,-10.0,0.26,1017.4,1.76,3.22,1610233080,34,0.31,5,1610260260,16.093,249.5,3.69,2021-01-10 06:05:00,17.75,2021-01-10 13:51:00,1.99,2021-01-10 06:07:00,17.47,2021-01-10 13:51:00,
Bajhang,Kalukheti,29.447359999999996,81.16838,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:17:00,2021-01-10 17:41:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,21.29,2021-01-10 13:50:00,6.33,2021-01-11 03:45:00,21.01,2021-01-10 13:50:00,5.1,2021-01-11 03:47:00,-8.33,0.25,1016.2,1.65,3.07,1610232840,34,0.25,5,1610260500,16.093,250.2,5.77,2021-01-10 07:14:00,21.29,2021-01-10 13:50:00,4.52,2021-01-10 07:13:00,21.01,2021-01-10 13:50:00,
Bajhang,Rayal,29.464595000000003,80.95405,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:18:00,2021-01-10 17:42:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,22.46,2021-01-10 13:50:00,5.98,2021-01-11 03:35:00,22.18,2021-01-10 13:50:00,5.21,2021-01-11 03:39:00,-7.93,0.25,1016.0,1.4,2.5,1610268420,0,0.17,5,1610261580,16.093,250.4,5.91,2021-01-10 06:12:00,22.46,2021-01-10 13:50:00,5.27,2021-01-10 06:13:00,22.18,2021-01-10 13:50:00,
Bajura,Bajura (Martadi),29.45697889,81.48038389,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:16:00,2021-01-10 17:39:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,16.88,2021-01-10 13:50:00,4.0,2021-01-11 01:30:00,16.6,2021-01-10 13:50:00,2.0,2021-01-11 01:50:00,-8.52,0.31,1017.5,1.92,3.72,1610233260,53,0.3,5,1610259540,16.093,249.1,4.01,2021-01-10 01:25:00,16.88,2021-01-10 13:50:00,2.22,2021-01-10 03:25:00,16.6,2021-01-10 13:50:00,
Bajura,Kailasmandu,29.35291694,81.33385889,2021-01-10 00:00:00,Clear throughout the day.,clear-day,2021-01-10 07:16:00,2021-01-10 17:40:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.07,rain,20.41,2021-01-10 13:53:00,7.71,2021-01-11 01:02:00,20.13,2021-01-10 13:53:00,6.46,2021-01-11 01:09:00,-7.75,0.26,1016.6,1.89,3.59,1610242980,39,0.24,5,1610259720,16.093,249.9,7.86,2021-01-10 03:34:00,20.41,2021-01-10 13:53:00,6.6,2021-01-10 03:37:00,20.13,2021-01-10 13:53:00,
Bajura,Kolti,29.50348694,81.66617611,2021-01-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2021-01-10 07:15:00,2021-01-10 17:39:00,0.91,0.002,0.0042,2021-01-10 21:05:00,0.06,rain,16.87,2021-01-10 14:20:00,-0.22,2021-01-11 07:00:00,16.59,2021-01-10 14:20:00,-1.72,2021-01-11 07:00:00,-7.41,0.4,1018.2,1.16,3.54,1610276280,37,0.33,5,1610259720,16.093,249.7,-0.28,2021-01-10 07:23:00,16.87,2021-01-10 14:20:00,-0.01,2021-01-10 07:23:00,16.59,2021-01-10 14:20:00,
