district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Bajura,Kailasmandu,29.35291694,81.33385889,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:13:00,2021-01-27 17:55:00,0.46,0.0,0.0,2021-01-27 02:45:00,0.0,,18.04,2021-01-27 13:46:00,4.45,2021-01-28 00:40:00,17.76,2021-01-27 13:46:00,2.46,2021-01-28 00:53:00,-10.46,0.27,1018.5,2.2,3.82,1611698580,57,0.0,6,1611730080,16.093,263.2,4.27,2021-01-27 06:00:00,18.04,2021-01-27 13:46:00,2.07,2021-01-27 05:59:00,17.76,2021-01-27 13:46:00,
Bajura,Kolti,29.50348694,81.66617611,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:12:00,2021-01-27 17:53:00,0.46,0.0,0.0,2021-01-27 02:45:00,0.0,,15.2,2021-01-27 13:55:00,-2.4,2021-01-28 02:39:00,14.92,2021-01-27 13:55:00,-4.36,2021-01-28 02:49:00,-11.06,0.4,1019.7,1.58,4.42,1611739620,40,0.0,6,1611730020,16.093,262.7,-4.14,2021-01-27 06:11:00,15.2,2021-01-27 13:55:00,-6.46,2021-01-27 06:14:00,14.92,2021-01-27 13:55:00,
Banke,Amlekhganj,27.94748333,81.78569444,2021-01-27 00:15:00,Clear throughout the day.,clear-day,2021-01-27 07:08:00,2021-01-27 17:55:00,0.46,0.0015,0.0072,2021-01-27 08:34:00,0.03,rain,22.9,2021-01-27 15:15:00,6.94,2021-01-28 05:59:00,22.62,2021-01-27 15:15:00,7.21,2021-01-28 05:59:00,6.73,0.65,1016.5,1.52,3.13,1611745140,291,0.21,6,1611730260,16.093,259.0,7.42,2021-01-27 04:52:00,22.9,2021-01-27 15:15:00,7.69,2021-01-27 04:52:00,22.62,2021-01-27 15:15:00,
Banke,Dhakeri,28.10055556,81.66824722,2021-01-27 00:15:00,Clear throughout the day.,clear-day,2021-01-27 07:09:00,2021-01-27 17:55:00,0.46,0.0013,0.0051,2021-01-27 05:35:00,0.03,rain,22.61,2021-01-27 15:10:00,7.45,2021-01-28 05:47:00,22.33,2021-01-27 15:10:00,7.56,2021-01-28 04:52:00,6.39,0.63,1016.6,1.51,3.01,1611745260,298,0.21,5,1611730380,16.093,259.6,7.44,2021-01-27 05:04:00,22.61,2021-01-27 15:10:00,7.71,2021-01-27 05:04:00,22.33,2021-01-27 15:10:00,
Banke,Khajura (Nepalganj),28.11368333,81.59030556,2021-01-27 00:15:00,Clear throughout the day.,clear-day,2021-01-27 07:09:00,2021-01-27 17:56:00,0.46,0.0011,0.0052,2021-01-27 05:22:00,0.02,rain,22.68,2021-01-27 15:15:00,7.19,2021-01-28 05:48:00,22.4,2021-01-27 15:15:00,7.46,2021-01-28 05:48:00,6.38,0.63,1016.6,1.54,3.19,1611746040,291,0.2,5,1611730380,16.093,259.8,7.28,2021-01-27 04:55:00,22.68,2021-01-27 15:15:00,7.55,2021-01-27 04:55:00,22.4,2021-01-27 15:15:00,
Banke,Naubasta,28.230225,81.65270278,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:09:00,2021-01-27 17:55:00,0.46,0.0009,0.0053,2021-01-27 05:18:00,0.02,rain,22.31,2021-01-27 14:19:00,8.69,2021-01-28 05:33:00,22.03,2021-01-27 14:19:00,8.26,2021-01-28 05:28:00,6.24,0.62,1016.8,1.5,2.67,1611744960,346,0.23,5,1611730320,16.093,259.9,7.77,2021-01-27 05:31:00,22.31,2021-01-27 14:19:00,8.04,2021-01-27 05:36:00,22.03,2021-01-27 14:19:00,
Banke,Nepalgunj Airport,28.051994399999995,81.6228389,2021-01-27 00:15:00,Clear throughout the day.,clear-day,2021-01-27 07:09:00,2021-01-27 17:56:00,0.46,0.0013,0.0051,2021-01-27 05:35:00,0.03,rain,22.72,2021-01-27 15:17:00,6.98,2021-01-28 05:49:00,22.44,2021-01-27 15:17:00,7.25,2021-01-28 05:49:00,6.4,0.64,1016.5,1.56,3.27,1611746040,287,0.19,5,1611730440,16.093,259.5,7.29,2021-01-27 04:54:00,22.72,2021-01-27 15:17:00,7.56,2021-01-27 04:54:00,22.44,2021-01-27 15:17:00,
Bara,Gulariya,27.164166700000003,84.98,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:54:00,2021-01-27 17:44:00,0.46,0.0003,0.002,2021-01-27 02:36:00,0.01,rain,22.76,2021-01-27 14:22:00,8.65,2021-01-28 05:22:00,22.48,2021-01-27 14:22:00,8.45,2021-01-28 05:09:00,7.34,0.65,1016.4,1.69,2.77,1611731940,274,0.14,6,1611728520,16.093,254.0,8.24,2021-01-27 04:55:00,22.76,2021-01-27 14:22:00,8.51,2021-01-27 04:55:00,22.48,2021-01-27 14:22:00,
Bara,Kalaiya,27.079,84.9329,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:54:00,2021-01-27 17:44:00,0.46,0.0002,0.002,2021-01-27 02:43:00,0.01,rain,22.86,2021-01-27 14:49:00,7.99,2021-01-28 05:07:00,22.58,2021-01-27 14:49:00,8.26,2021-01-28 05:07:00,6.54,0.62,1016.3,1.79,2.9,1611733680,269,0.12,6,1611729240,16.093,254.1,7.68,2021-01-27 04:49:00,22.86,2021-01-27 14:49:00,7.95,2021-01-27 04:49:00,22.58,2021-01-27 14:49:00,
Bara,Nijgadh,27.16416667,84.98,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:54:00,2021-01-27 17:44:00,0.46,0.0003,0.002,2021-01-27 02:36:00,0.01,rain,22.76,2021-01-27 14:22:00,8.65,2021-01-28 05:22:00,22.48,2021-01-27 14:22:00,8.45,2021-01-28 05:09:00,7.06,0.64,1016.4,1.69,2.77,1611731940,274,0.14,6,1611728520,16.093,254.0,8.24,2021-01-27 04:55:00,22.76,2021-01-27 14:22:00,8.51,2021-01-27 04:55:00,22.48,2021-01-27 14:22:00,
Bara,Parwanipur,27.20300556,85.170475,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:54:00,2021-01-27 17:43:00,0.46,0.0003,0.0024,2021-01-27 01:55:00,0.01,rain,22.67,2021-01-27 14:07:00,9.12,2021-01-28 05:10:00,22.39,2021-01-27 14:07:00,8.8,2021-01-28 05:03:00,7.39,0.64,1016.4,1.6,2.61,1611744960,302,0.17,6,1611728880,16.093,253.8,8.7,2021-01-27 04:55:00,22.67,2021-01-27 14:07:00,8.97,2021-01-27 04:55:00,22.39,2021-01-27 14:07:00,
Bara,Simara Airport,27.2813,84.9919,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:54:00,2021-01-27 17:43:00,0.46,0.0003,0.0021,2021-01-27 02:26:00,0.01,rain,21.95,2021-01-27 13:51:00,9.44,2021-01-28 06:17:00,21.67,2021-01-27 13:51:00,9.29,2021-01-28 05:48:00,7.11,0.65,1016.4,1.59,2.64,1611731340,300,0.16,6,1611728100,16.093,253.7,8.89,2021-01-27 06:16:00,21.95,2021-01-27 13:51:00,9.16,2021-01-27 06:16:00,21.67,2021-01-27 13:51:00,
Bardiya,Chisapani(Karnali),28.21278611,81.34521111,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:11:00,2021-01-27 17:57:00,0.46,0.0009,0.0054,2021-01-27 05:15:00,0.02,rain,22.68,2021-01-27 15:23:00,6.5,2021-01-28 05:53:00,22.4,2021-01-27 15:23:00,6.77,2021-01-28 05:53:00,6.5,0.65,1016.7,1.52,3.63,1611747780,283,0.2,5,1611730260,16.093,260.5,7.21,2021-01-27 04:51:00,22.68,2021-01-27 15:23:00,7.48,2021-01-27 04:51:00,22.4,2021-01-27 15:23:00,
Bardiya,Kumalgaun,28.33735833,81.33784167,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:11:00,2021-01-27 17:56:00,0.46,0.0006,0.0035,2021-01-27 05:17:00,0.02,rain,22.58,2021-01-27 15:19:00,6.72,2021-01-28 05:46:00,22.3,2021-01-27 15:19:00,6.99,2021-01-28 05:46:00,5.56,0.61,1016.8,1.45,3.28,1611747840,296,0.22,5,1611729660,16.093,261.0,7.03,2021-01-27 04:54:00,22.58,2021-01-27 15:19:00,7.3,2021-01-27 04:54:00,22.3,2021-01-27 15:19:00,
Bardiya,Manpur,28.36353889,81.41428333,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:11:00,2021-01-27 17:56:00,0.46,0.0006,0.0029,2021-01-27 05:19:00,0.02,rain,22.46,2021-01-27 15:06:00,7.23,2021-01-28 05:44:00,22.18,2021-01-27 15:06:00,6.88,2021-01-28 05:36:00,5.75,0.62,1016.9,1.43,2.81,1611746820,321,0.24,5,1611730020,16.093,260.8,7.04,2021-01-27 04:58:00,22.46,2021-01-27 15:06:00,7.31,2021-01-27 04:58:00,22.18,2021-01-27 15:06:00,
Bardiya,Rajapur,28.64721944,81.28542778,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:12:00,2021-01-27 17:56:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,21.84,2021-01-27 14:02:00,7.36,2021-01-28 05:36:00,21.56,2021-01-27 14:02:00,6.58,2021-01-28 05:36:00,2.12,0.51,1017.1,1.5,2.41,1611740940,25,0.14,5,1611728880,16.093,262.2,6.64,2021-01-27 05:53:00,21.84,2021-01-27 14:02:00,6.1,2021-01-27 05:48:00,21.56,2021-01-27 14:02:00,
Bardiya,Rambhapur,28.307825,81.27586389,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:11:00,2021-01-27 17:57:00,0.46,0.0007,0.0041,2021-01-27 05:16:00,0.02,rain,22.57,2021-01-27 15:24:00,6.35,2021-01-28 05:49:00,22.29,2021-01-27 15:24:00,6.62,2021-01-28 05:49:00,5.48,0.61,1016.7,1.48,3.69,1611748200,286,0.2,5,1611729600,16.093,261.0,7.13,2021-01-27 04:53:00,22.57,2021-01-27 15:24:00,7.4,2021-01-27 04:53:00,22.29,2021-01-27 15:24:00,
Bardiya,Rani Jaruwa Nursery,28.42588611,81.33803611,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 07:11:00,2021-01-27 17:56:00,0.46,0.0004,0.002,2021-01-27 02:51:00,0.01,rain,22.41,2021-01-27 15:11:00,6.98,2021-01-28 05:42:00,22.13,2021-01-27 15:11:00,6.51,2021-01-28 05:38:00,5.14,0.6,1016.9,1.45,2.83,1611747720,336,0.24,5,1611728940,16.093,261.3,6.93,2021-01-27 04:56:00,22.41,2021-01-27 15:11:00,7.22,2021-01-27 04:41:00,22.13,2021-01-27 15:11:00,
Bhaktapur,Bhaktapur,27.63333333,85.43333333,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:53:00,2021-01-27 17:41:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,18.33,2021-01-27 13:26:00,4.65,2021-01-28 05:33:00,18.05,2021-01-27 13:26:00,4.92,2021-01-28 05:33:00,-0.71,0.53,1016.5,1.08,2.22,1611735840,232,0.11,6,1611729120,16.093,251.7,3.71,2021-01-27 06:07:00,18.33,2021-01-27 13:26:00,3.98,2021-01-27 06:07:00,18.05,2021-01-27 13:26:00,
Bhaktapur,Changu Narayan,27.67668056,85.42396944,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:53:00,2021-01-27 17:41:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,19.91,2021-01-27 13:44:00,4.18,2021-01-28 06:07:00,19.63,2021-01-27 13:44:00,4.45,2021-01-28 06:07:00,-0.55,0.52,1016.8,1.0,2.27,1611745140,225,0.11,6,1611729060,16.093,252.0,3.7,2021-01-27 06:03:00,19.91,2021-01-27 13:44:00,3.97,2021-01-27 06:03:00,19.63,2021-01-27 13:44:00,
Bhaktapur,Nagarkot,27.645725,85.4615833,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:53:00,2021-01-27 17:41:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,19.09,2021-01-27 13:38:00,4.59,2021-01-28 06:01:00,18.81,2021-01-27 13:38:00,4.86,2021-01-28 06:01:00,-0.98,0.52,1016.6,1.02,2.2,1611736080,236,0.11,6,1611729120,16.093,251.8,3.78,2021-01-27 06:07:00,19.09,2021-01-27 13:38:00,4.05,2021-01-27 06:07:00,18.81,2021-01-27 13:38:00,
Bhaktapur,Sanga,27.71605833,85.42675556,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:53:00,2021-01-27 17:41:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,19.77,2021-01-27 13:53:00,3.8,2021-01-28 06:04:00,19.49,2021-01-27 13:53:00,4.07,2021-01-28 06:04:00,-1.71,0.49,1016.8,0.91,2.36,1611745980,223,0.1,6,1611729060,16.093,252.2,3.54,2021-01-27 05:52:00,19.77,2021-01-27 13:53:00,3.81,2021-01-27 05:52:00,19.49,2021-01-27 13:53:00,
Bhojpur,Dingla,27.1944798,87.04862659999999,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:46:00,2021-01-27 17:35:00,0.46,0.0002,0.002,2021-01-27 02:45:00,0.01,rain,16.01,2021-01-27 13:43:00,5.47,2021-01-28 00:46:00,15.73,2021-01-27 13:43:00,5.74,2021-01-28 00:46:00,1.26,0.63,1015.8,1.22,3.27,1611737220,210,0.1,7,1611727920,16.093,249.1,4.24,2021-01-27 06:07:00,16.01,2021-01-27 13:43:00,4.51,2021-01-27 06:07:00,15.73,2021-01-27 13:43:00,
Bhojpur,Rampur,27.5282716,87.2177064,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:46:00,2021-01-27 17:34:00,0.46,0.0006,0.0022,2021-01-27 18:12:00,0.01,rain,15.86,2021-01-27 13:50:00,5.5,2021-01-27 23:46:00,15.58,2021-01-27 13:50:00,4.94,2021-01-27 23:48:00,1.0,0.59,1016.6,1.32,2.45,1611698940,5,0.02,7,1611728640,16.093,249.3,4.99,2021-01-27 05:56:00,15.86,2021-01-27 13:50:00,4.28,2021-01-27 05:54:00,15.58,2021-01-27 13:50:00,
Chitawan,Bharatpur,27.5909,84.5223,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:57:00,2021-01-27 17:45:00,0.46,0.0008,0.0049,2021-01-27 05:15:00,0.02,rain,22.91,2021-01-27 13:51:00,8.41,2021-01-28 04:45:00,22.63,2021-01-27 13:51:00,8.68,2021-01-28 04:45:00,8.35,0.7,1016.6,1.29,2.99,1611744120,162,0.16,6,1611729420,16.093,255.2,8.41,2021-01-27 05:48:00,22.91,2021-01-27 13:51:00,8.68,2021-01-27 05:48:00,22.63,2021-01-27 13:51:00,
Chitawan,Bharatpur,27.72113611,84.58525556,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:57:00,2021-01-27 17:44:00,0.46,0.0006,0.0035,2021-01-27 05:17:00,0.02,rain,22.97,2021-01-27 13:48:00,8.9,2021-01-28 06:27:00,22.69,2021-01-27 13:48:00,8.78,2021-01-28 06:25:00,8.01,0.69,1016.6,1.36,2.85,1611744300,122,0.15,6,1611729240,16.093,255.2,8.33,2021-01-27 06:22:00,22.97,2021-01-27 13:48:00,8.6,2021-01-27 06:22:00,22.69,2021-01-27 13:48:00,
Chitawan,Jhuwani,27.654025,84.3507944,2021-01-27 00:00:00,Clear throughout the day.,clear-day,2021-01-27 06:58:00,2021-01-27 17:45:00,0.46,0.0009,0.0054,2021-01-27 05:15:00,0.02,rain,22.9,2021-01-27 13:52:00,8.88,2021-01-28 04:46:00,22.62,2021-01-27 13:52:00,8.74,2021-01-28 04:47:00,8.53,0.71,1016.6,1.35,2.91,1611743940,141,0.14,6,1611729180,16.093,255.7,8.54,2021-01-27 05:56:00,22.9,2021-01-27 13:52:00,8.81,2021-01-27 05:56:00,22.62,2021-01-27 13:52:00,
