district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-07 00:00:00,Clear throughout the day.,clear-day,2020-10-07 06:17:00,2020-10-07 17:59:00,0.67,0.0066,0.041,2020-10-07 00:00:00,0.01,rain,31.15,2020-10-07 13:47:00,18.98,2020-10-08 05:41:00,31.05,2020-10-07 13:56:00,19.25,2020-10-08 05:41:00,16.16,0.64,1011.7,1.39,3.09,1602025200,40,0.18,8,1602051360,16.093,259.4,18.26,2020-10-07 05:29:00,31.15,2020-10-07 13:47:00,18.53,2020-10-07 05:29:00,31.05,2020-10-07 13:56:00,
Achham,Basti,29.03098333,81.17113333,2020-10-07 00:00:00,Clear throughout the day.,clear-day,2020-10-07 06:18:00,2020-10-07 18:00:00,0.67,0.0051,0.0178,2020-10-07 00:12:00,0.03,rain,32.24,2020-10-07 13:48:00,20.11,2020-10-08 05:36:00,32.32,2020-10-07 15:23:00,20.38,2020-10-08 05:37:00,17.21,0.66,1011.5,1.21,2.38,1602024720,5,0.2,8,1602051420,16.093,259.0,18.81,2020-10-07 05:32:00,32.24,2020-10-07 13:48:00,19.07,2020-10-07 05:31:00,32.32,2020-10-07 15:23:00,
Achham,Mangalsen,29.13611389,81.25009167,2020-10-07 00:00:00,Clear throughout the day.,clear-day,2020-10-07 06:18:00,2020-10-07 18:00:00,0.67,0.006,0.0393,2020-10-07 23:26:00,0.02,rain,28.91,2020-10-07 13:51:00,17.5,2020-10-08 05:59:00,28.63,2020-10-07 13:50:00,17.77,2020-10-08 05:59:00,14.18,0.66,1011.9,1.22,2.44,1602024480,35,0.14,8,1602051420,16.093,258.3,16.42,2020-10-07 05:36:00,28.91,2020-10-07 13:51:00,16.69,2020-10-07 05:36:00,28.63,2020-10-07 13:50:00,
Achham,Sugali,29.17980694,81.37293889,2020-10-07 00:00:00,Clear throughout the day.,clear-day,2020-10-07 06:17:00,2020-10-07 17:59:00,0.67,0.0064,0.0287,2020-10-07 23:31:00,0.02,rain,26.19,2020-10-07 13:51:00,15.45,2020-10-08 05:50:00,25.91,2020-10-07 13:51:00,15.72,2020-10-08 05:50:00,13.06,0.71,1012.6,1.41,3.21,1602024900,41,0.16,8,1602051060,16.093,257.2,14.32,2020-10-07 05:36:00,26.19,2020-10-07 13:51:00,14.59,2020-10-07 05:36:00,25.91,2020-10-07 13:51:00,
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-07 00:00:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:11:00,2020-10-07 17:54:00,0.67,0.0499,0.3636,2020-10-07 17:52:00,0.07,rain,33.11,2020-10-07 14:33:00,21.31,2020-10-08 05:31:00,36.02,2020-10-07 15:36:00,21.67,2020-10-08 05:34:00,19.48,0.65,1009.1,1.59,2.5,1602061560,69,0.65,6,1602052200,16.093,257.4,22.21,2020-10-07 05:33:00,33.11,2020-10-07 14:33:00,22.51,2020-10-07 05:34:00,36.02,2020-10-07 15:36:00,
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-07 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:10:00,2020-10-07 17:53:00,0.67,0.0373,0.2082,2020-10-07 17:40:00,0.06,rain,29.79,2020-10-07 13:08:00,18.29,2020-10-08 05:34:00,29.5,2020-10-07 13:07:00,18.56,2020-10-08 05:34:00,15.58,0.65,1010.7,1.28,2.04,1602061080,22,0.67,7,1602050580,16.093,255.7,18.3,2020-10-07 05:35:00,29.79,2020-10-07 13:08:00,18.57,2020-10-07 05:35:00,29.5,2020-10-07 13:07:00,
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-07 00:00:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:11:00,2020-10-07 17:54:00,0.67,0.0421,0.2984,2020-10-07 17:50:00,0.06,rain,32.43,2020-10-07 14:07:00,21.39,2020-10-08 05:30:00,34.6,2020-10-07 15:32:00,21.7,2020-10-08 05:33:00,19.0,0.64,1009.1,1.6,2.44,1602061500,74,0.65,7,1602052800,16.093,257.4,22.04,2020-10-07 05:33:00,32.43,2020-10-07 14:07:00,22.31,2020-10-07 05:34:00,34.6,2020-10-07 15:32:00,
Baglung,Baglung,28.26363611,83.60032222,2020-10-07 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:08:00,2020-10-07 17:51:00,0.67,0.0047,0.0467,2020-10-07 16:49:00,0.03,rain,28.37,2020-10-07 13:44:00,16.34,2020-10-08 05:35:00,28.09,2020-10-07 13:45:00,16.61,2020-10-08 05:35:00,13.17,0.63,1013.0,1.43,2.89,1602025080,324,0.6,7,1602053280,16.093,254.4,15.96,2020-10-07 05:17:00,28.37,2020-10-07 13:44:00,16.23,2020-10-07 05:17:00,28.09,2020-10-07 13:45:00,
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-07 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:10:00,2020-10-07 17:53:00,0.67,0.03,0.1017,2020-10-07 00:00:00,0.17,rain,17.68,2020-10-07 12:53:00,7.78,2020-10-08 05:38:00,17.4,2020-10-07 12:52:00,7.22,2020-10-08 05:35:00,10.55,0.95,1013.8,1.54,2.42,1602059280,35,0.43,8,1602050220,16.091,251.7,7.68,2020-10-07 05:24:00,17.68,2020-10-07 12:53:00,7.0,2020-10-07 05:25:00,17.4,2020-10-07 12:52:00,
Baglung,Galkot,28.21869167,83.41881111,2020-10-07 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-10-07 06:09:00,2020-10-07 17:52:00,0.67,0.0088,0.0537,2020-10-07 16:50:00,0.04,rain,27.64,2020-10-07 13:33:00,14.32,2020-10-08 05:41:00,27.36,2020-10-07 13:33:00,14.59,2020-10-08 05:41:00,11.58,0.6,1012.5,1.48,2.59,1602026760,329,0.6,7,1602052380,16.093,254.5,14.43,2020-10-07 05:43:00,27.64,2020-10-07 13:33:00,14.7,2020-10-07 05:43:00,27.36,2020-10-07 13:33:00,
