district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-11 00:00:00,Humid throughout the day.,rain,2020-09-11 06:04:00,2020-09-11 18:31:00,0.79,0.1765,0.7017,2020-09-12 00:00:00,0.4,rain,30.62,2020-09-11 13:16:00,20.6,2020-09-12 05:51:00,39.11,2020-09-11 16:42:00,21.69,2020-09-12 05:54:00,24.15,0.94,1006.5,1.02,2.39,1599778080,188,0.15,11,1599804720,16.093,256.2,21.06,2020-09-11 04:54:00,30.62,2020-09-11 13:16:00,22.14,2020-09-11 04:51:00,39.11,2020-09-11 16:42:00
Achham,Basti,29.03098333,81.17113333,2020-09-11 00:00:00,Humid throughout the day.,clear-day,2020-09-11 06:05:00,2020-09-11 18:32:00,0.79,0.1383,0.9419,2020-09-11 23:55:00,0.37,rain,32.51,2020-09-11 13:48:00,21.52,2020-09-12 06:19:00,44.98,2020-09-11 16:44:00,22.87,2020-09-12 06:18:00,25.23,0.94,1006.3,0.9,1.99,1599824100,132,0.12,11,1599805080,16.093,256.5,21.88,2020-09-11 06:05:00,32.51,2020-09-11 13:48:00,23.31,2020-09-11 05:11:00,44.98,2020-09-11 16:44:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-11 00:00:00,Humid throughout the day.,clear-day,2020-09-11 06:04:00,2020-09-11 18:32:00,0.79,0.1012,0.8532,2020-09-11 23:53:00,0.31,rain,28.86,2020-09-11 14:09:00,18.17,2020-09-12 05:43:00,32.37,2020-09-11 14:35:00,19.05,2020-09-12 05:45:00,21.63,0.94,1006.6,0.97,1.93,1599778380,150,0.13,12,1599805320,16.093,255.9,18.2,2020-09-11 05:38:00,28.86,2020-09-11 14:09:00,19.25,2020-09-11 05:23:00,32.37,2020-09-11 14:35:00
Achham,Sugali,29.17980694,81.37293889,2020-09-11 00:00:00,Humid throughout the day.,clear-day,2020-09-11 06:04:00,2020-09-11 18:31:00,0.79,0.081,0.5628,2020-09-11 23:57:00,0.3,rain,27.07,2020-09-11 13:55:00,16.47,2020-09-12 05:40:00,29.02,2020-09-11 14:10:00,17.17,2020-09-12 05:44:00,19.91,0.95,1006.9,1.14,2.35,1599778380,170,0.17,12,1599805200,16.093,254.7,16.03,2020-09-11 05:45:00,27.07,2020-09-11 13:55:00,17.03,2020-09-11 05:42:00,29.02,2020-09-11 14:10:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-11 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-11 05:59:00,2020-09-11 18:25:00,0.79,0.167,0.6112,2020-09-11 23:35:00,0.51,rain,32.71,2020-09-11 13:27:00,23.03,2020-09-12 05:19:00,42.26,2020-09-11 14:01:00,24.11,2020-09-12 05:16:00,24.84,0.85,1004.7,1.32,2.18,1599848100,97,0.77,6,1599804540,16.093,260.3,23.06,2020-09-11 04:40:00,32.71,2020-09-11 13:27:00,24.0,2020-09-11 04:40:00,42.26,2020-09-11 14:01:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-11 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-11 05:57:00,2020-09-11 18:24:00,0.79,0.1945,0.4916,2020-09-11 17:56:00,0.49,rain,29.76,2020-09-11 12:40:00,19.01,2020-09-12 05:23:00,32.44,2020-09-11 13:11:00,19.67,2020-09-12 05:27:00,20.66,0.84,1005.6,1.12,1.6,1599782160,93,0.67,7,1599804000,16.093,258.4,19.17,2020-09-11 04:41:00,29.76,2020-09-11 12:40:00,19.73,2020-09-11 04:41:00,32.44,2020-09-11 13:11:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-11 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-11 05:59:00,2020-09-11 18:25:00,0.79,0.1656,0.5857,2020-09-11 23:37:00,0.53,rain,32.01,2020-09-11 13:07:00,22.77,2020-09-12 05:10:00,39.56,2020-09-11 13:47:00,23.81,2020-09-12 05:04:00,24.11,0.85,1004.7,1.33,2.19,1599848100,96,0.76,6,1599804420,16.093,260.3,22.75,2020-09-11 04:37:00,32.01,2020-09-11 13:07:00,23.65,2020-09-11 04:37:00,39.56,2020-09-11 13:47:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-11 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-11 05:55:00,2020-09-11 18:22:00,0.79,0.2798,0.496,2020-09-11 14:05:00,0.6,rain,27.56,2020-09-11 13:06:00,18.15,2020-09-12 05:38:00,30.33,2020-09-11 13:13:00,18.88,2020-09-12 05:38:00,20.89,0.95,1007.6,1.05,1.83,1599778920,6,0.75,9,1599803640,15.944,256.0,17.04,2020-09-11 04:32:00,27.56,2020-09-11 13:06:00,18.02,2020-09-11 04:32:00,30.33,2020-09-11 13:13:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-11 00:00:00,Foggy in the afternoon and evening.,rain,2020-09-11 05:57:00,2020-09-11 18:24:00,0.79,0.2028,0.4251,2020-09-11 14:59:00,0.55,rain,17.54,2020-09-11 12:48:00,9.12,2020-09-12 05:40:00,18.95,2020-09-11 12:50:00,9.02,2020-09-12 05:34:00,12.34,1.0,1007.4,1.21,2.04,1599804060,48,0.76,10,1599803700,13.064,252.0,8.78,2020-09-11 05:44:00,17.54,2020-09-11 12:48:00,8.51,2020-09-11 05:54:00,18.95,2020-09-11 12:50:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-11 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-11 05:56:00,2020-09-11 18:22:00,0.79,0.217,0.6329,2020-09-11 14:36:00,0.55,rain,26.93,2020-09-11 12:49:00,16.1,2020-09-12 05:44:00,28.54,2020-09-11 13:01:00,16.45,2020-09-12 05:44:00,19.34,0.92,1007.2,1.04,1.93,1599781500,10,0.7,8,1599803760,16.071,256.1,15.45,2020-09-11 04:45:00,26.93,2020-09-11 12:49:00,16.05,2020-09-11 04:48:00,28.54,2020-09-11 13:01:00
