district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:19:00,2020-10-10 17:56:00,0.77,0.0019,0.0054,2020-10-10 05:21:00,0.01,rain,30.99,2020-10-10 13:43:00,18.85,2020-10-11 05:41:00,32.08,2020-10-10 14:01:00,19.12,2020-10-11 05:41:00,15.75,0.62,1010.9,1.49,3.07,1602285960,37,0.03,9,1602310800,16.093,254.5,18.74,2020-10-10 05:41:00,30.99,2020-10-10 13:43:00,19.01,2020-10-10 05:41:00,32.08,2020-10-10 14:01:00
Achham,Basti,29.03098333,81.17113333,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:20:00,2020-10-10 17:57:00,0.77,0.0019,0.0054,2020-10-10 05:19:00,0.01,rain,32.0,2020-10-10 13:34:00,18.52,2020-10-11 05:39:00,32.91,2020-10-10 15:25:00,18.79,2020-10-11 05:39:00,16.18,0.62,1010.8,1.27,2.31,1602284220,8,0.14,8,1602311280,16.093,255.4,18.71,2020-10-10 05:41:00,32.0,2020-10-10 13:34:00,18.98,2020-10-10 05:41:00,32.91,2020-10-10 15:25:00
Achham,Mangalsen,29.13611389,81.25009167,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:20:00,2020-10-10 17:57:00,0.77,0.0019,0.0058,2020-10-10 05:01:00,0.01,rain,29.17,2020-10-10 13:50:00,17.16,2020-10-11 05:45:00,28.89,2020-10-10 13:49:00,17.43,2020-10-11 05:45:00,13.01,0.59,1011.2,1.32,2.38,1602283860,43,0.14,8,1602311220,16.093,255.0,17.19,2020-10-10 05:47:00,29.17,2020-10-10 13:50:00,17.46,2020-10-10 05:47:00,28.89,2020-10-10 13:49:00
Achham,Sugali,29.17980694,81.37293889,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:19:00,2020-10-10 17:56:00,0.77,0.0019,0.0056,2020-10-10 05:07:00,0.01,rain,26.18,2020-10-10 13:41:00,15.7,2020-10-11 05:45:00,25.9,2020-10-10 13:41:00,15.97,2020-10-11 05:45:00,11.84,0.64,1011.8,1.54,3.16,1602284520,45,0.14,8,1602310800,16.093,253.7,15.25,2020-10-10 05:45:00,26.18,2020-10-10 13:41:00,15.52,2020-10-10 05:45:00,25.9,2020-10-10 13:41:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-10-10 00:00:00,Humid throughout the day.,clear-day,2020-10-10 06:13:00,2020-10-10 17:51:00,0.77,0.0029,0.0222,2020-10-10 00:00:00,0.01,rain,33.37,2020-10-10 13:46:00,21.99,2020-10-11 05:35:00,37.36,2020-10-10 13:24:00,22.3,2020-10-11 05:34:00,19.26,0.62,1008.3,1.56,2.67,1602321480,354,0.18,8,1602310980,16.093,253.8,21.91,2020-10-10 05:37:00,33.37,2020-10-10 13:46:00,22.27,2020-10-10 05:36:00,37.36,2020-10-10 13:24:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:11:00,2020-10-10 17:50:00,0.77,0.0061,0.0214,2020-10-10 00:00:00,0.03,rain,29.59,2020-10-10 13:06:00,18.68,2020-10-11 05:42:00,30.52,2020-10-10 13:22:00,18.95,2020-10-11 05:42:00,16.49,0.67,1009.9,1.29,2.09,1602320400,22,0.26,8,1602310260,16.093,251.9,18.46,2020-10-10 05:38:00,29.59,2020-10-10 13:06:00,18.73,2020-10-10 05:38:00,30.52,2020-10-10 13:22:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-10-10 00:00:00,Clear throughout the day.,clear-day,2020-10-10 06:12:00,2020-10-10 17:51:00,0.77,0.0026,0.0161,2020-10-10 00:00:00,0.01,rain,32.81,2020-10-10 13:40:00,22.01,2020-10-11 05:36:00,36.04,2020-10-10 13:24:00,22.3,2020-10-11 05:35:00,18.83,0.62,1008.2,1.57,2.59,1602321000,357,0.17,8,1602310500,16.093,253.8,21.86,2020-10-10 05:36:00,32.81,2020-10-10 13:40:00,22.24,2020-10-10 05:34:00,36.04,2020-10-10 13:24:00
Baglung,Baglung,28.26363611,83.60032222,2020-10-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-10 06:10:00,2020-10-10 17:48:00,0.77,0.0156,0.0853,2020-10-10 13:45:00,0.05,rain,27.86,2020-10-10 13:06:00,16.92,2020-10-11 05:33:00,27.79,2020-10-10 13:19:00,17.19,2020-10-11 05:33:00,13.68,0.63,1012.0,1.45,2.82,1602286200,319,0.35,7,1602311220,16.093,250.2,17.23,2020-10-10 05:31:00,27.86,2020-10-10 13:06:00,17.5,2020-10-10 05:31:00,27.79,2020-10-10 13:19:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-10-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-10 06:12:00,2020-10-10 17:50:00,0.77,0.0135,0.0752,2020-10-10 00:00:00,0.13,rain,18.03,2020-10-10 13:35:00,8.65,2020-10-11 05:43:00,17.83,2020-10-10 13:40:00,8.11,2020-10-11 05:41:00,10.78,0.93,1013.2,1.47,2.64,1602317220,38,0.39,8,1602309240,14.779,246.9,8.61,2020-10-10 05:38:00,18.03,2020-10-10 13:35:00,8.07,2020-10-10 05:35:00,17.83,2020-10-10 13:40:00
Baglung,Galkot,28.21869167,83.41881111,2020-10-10 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-10-10 06:10:00,2020-10-10 17:48:00,0.77,0.0272,0.0894,2020-10-10 13:24:00,0.08,rain,27.08,2020-10-10 12:58:00,15.08,2020-10-11 05:57:00,27.05,2020-10-10 12:52:00,15.35,2020-10-11 05:57:00,12.95,0.64,1011.7,1.49,2.62,1602286140,331,0.4,7,1602311400,16.093,250.3,15.24,2020-10-10 06:09:00,27.08,2020-10-10 12:58:00,15.51,2020-10-10 06:09:00,27.05,2020-10-10 12:52:00
