district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-17 00:00:00,Humid throughout the day.,clear-day,2020-09-17 06:07:00,2020-09-17 18:23:00,0.01,0.1135,0.7001,2020-09-17 00:00:00,0.32,rain,30.96,2020-09-17 12:59:00,21.56,2020-09-18 05:32:00,35.24,2020-09-17 14:01:00,22.52,2020-09-18 05:33:00,22.59,0.85,1005.9,1.04,2.12,1600298940,213,0.28,9,1600323060,15.738,268.4,20.58,2020-09-17 05:41:00,30.96,2020-09-17 12:59:00,21.42,2020-09-17 05:49:00,35.24,2020-09-17 14:01:00
Achham,Basti,29.03098333,81.17113333,2020-09-17 00:00:00,Humid throughout the day.,clear-day,2020-09-17 06:08:00,2020-09-17 18:24:00,0.01,0.1902,0.5591,2020-09-17 17:27:00,0.34,rain,31.7,2020-09-17 12:55:00,22.04,2020-09-18 05:43:00,38.25,2020-09-17 14:11:00,23.24,2020-09-18 05:41:00,24.21,0.91,1005.8,0.81,1.79,1600328580,186,0.2,10,1600323300,15.511,268.3,21.25,2020-09-17 05:37:00,31.7,2020-09-17 12:55:00,22.41,2020-09-17 05:43:00,38.25,2020-09-17 14:11:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-17 00:00:00,Humid throughout the day.,clear-day,2020-09-17 06:07:00,2020-09-17 18:24:00,0.01,0.1247,0.4309,2020-09-17 17:10:00,0.28,rain,28.99,2020-09-17 12:47:00,19.4,2020-09-18 05:44:00,30.23,2020-09-17 13:00:00,19.99,2020-09-18 05:52:00,19.68,0.83,1006.0,0.92,1.92,1600327080,165,0.23,10,1600323120,14.816,267.5,18.55,2020-09-17 05:39:00,28.99,2020-09-17 12:47:00,19.07,2020-09-17 05:44:00,30.23,2020-09-17 13:00:00
Achham,Sugali,29.17980694,81.37293889,2020-09-17 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:07:00,2020-09-17 18:24:00,0.01,0.0914,0.344,2020-09-17 15:46:00,0.24,rain,26.94,2020-09-17 13:04:00,17.31,2020-09-18 05:45:00,27.8,2020-09-17 13:14:00,17.67,2020-09-18 05:50:00,17.91,0.84,1006.1,1.09,2.18,1600324980,150,0.34,10,1600322640,15.469,266.2,16.24,2020-09-17 05:35:00,26.94,2020-09-17 13:04:00,16.52,2020-09-17 05:38:00,27.8,2020-09-17 13:14:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-17 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-17 06:02:00,2020-09-17 18:18:00,0.01,0.1513,0.5314,2020-09-17 17:13:00,0.39,rain,32.68,2020-09-17 14:21:00,23.43,2020-09-18 05:11:00,38.95,2020-09-17 14:39:00,24.51,2020-09-18 05:13:00,23.39,0.81,1004.5,1.36,3.34,1600332240,76,0.85,7,1600323000,14.773,269.4,22.94,2020-09-17 05:33:00,32.68,2020-09-17 14:21:00,24.06,2020-09-17 05:34:00,38.95,2020-09-17 14:39:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-17 00:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:00:00,2020-09-17 18:16:00,0.01,0.1517,0.6636,2020-09-17 16:22:00,0.27,rain,28.91,2020-09-17 12:49:00,19.53,2020-09-18 05:41:00,30.29,2020-09-17 13:06:00,19.92,2020-09-18 05:41:00,18.41,0.78,1005.4,1.16,1.97,1600331820,86,0.67,8,1600322880,16.093,267.8,18.12,2020-09-17 05:31:00,28.91,2020-09-17 12:49:00,18.62,2020-09-17 05:34:00,30.29,2020-09-17 13:06:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-17 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-17 06:01:00,2020-09-17 18:18:00,0.01,0.1499,0.5094,2020-09-17 16:43:00,0.38,rain,31.93,2020-09-17 14:00:00,23.34,2020-09-18 05:25:00,36.88,2020-09-17 14:25:00,24.33,2020-09-18 05:26:00,22.42,0.79,1004.5,1.38,3.11,1600332180,75,0.86,7,1600323000,14.982,269.3,22.77,2020-09-17 05:35:00,31.93,2020-09-17 14:00:00,23.79,2020-09-17 05:38:00,36.88,2020-09-17 14:25:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-17 00:00:00,Humid and partly cloudy throughout the day.,rain,2020-09-17 05:58:00,2020-09-17 18:15:00,0.01,0.271,0.7565,2020-09-17 16:03:00,0.39,rain,27.28,2020-09-17 13:01:00,17.39,2020-09-18 06:19:00,29.65,2020-09-17 13:06:00,18.04,2020-09-18 06:14:00,19.04,0.88,1007.0,0.95,1.72,1600324320,17,0.58,9,1600323480,15.594,266.4,16.69,2020-09-17 04:37:00,27.28,2020-09-17 13:01:00,17.2,2020-09-17 04:38:00,29.65,2020-09-17 13:06:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-17 00:00:00,Foggy in the afternoon and evening.,fog,2020-09-17 06:00:00,2020-09-17 18:17:00,0.01,0.1549,0.457,2020-09-17 15:03:00,0.33,rain,17.65,2020-09-17 12:42:00,9.58,2020-09-18 05:45:00,18.17,2020-09-17 12:48:00,10.01,2020-09-18 05:41:00,12.26,1.0,1006.7,1.21,2.08,1600327200,49,0.64,9,1600322340,13.046,263.5,8.59,2020-09-17 05:21:00,17.65,2020-09-17 12:42:00,8.86,2020-09-17 05:22:00,18.17,2020-09-17 12:48:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 05:59:00,2020-09-17 18:15:00,0.01,0.228,0.7698,2020-09-17 16:03:00,0.36,rain,27.15,2020-09-17 13:14:00,14.6,2020-09-18 06:10:00,28.91,2020-09-17 13:20:00,14.87,2020-09-18 06:12:00,16.6,0.81,1006.6,0.98,1.84,1600324680,6,0.51,9,1600323480,15.128,266.4,14.09,2020-09-17 05:23:00,27.15,2020-09-17 13:14:00,14.36,2020-09-17 05:23:00,28.91,2020-09-17 13:20:00
Baglung,Rangkhani,28.14408889,83.55824444,2020-09-17 00:00:00,Partly cloudy throughout the day.,rain,2020-09-17 05:58:00,2020-09-17 18:15:00,0.01,0.2511,0.7708,2020-09-17 16:01:00,0.38,rain,24.8,2020-09-17 12:46:00,15.67,2020-09-18 06:03:00,24.68,2020-09-17 12:47:00,15.93,2020-09-18 06:05:00,14.61,0.77,1006.4,0.94,1.72,1600325460,13,0.55,9,1600323000,15.61,266.9,14.92,2020-09-17 01:52:00,24.8,2020-09-17 12:46:00,15.19,2020-09-17 01:52:00,24.68,2020-09-17 12:47:00
Baitadi,Patan (West),29.467137,80.54575109999999,2020-09-17 00:00:00,Humid throughout the day.,clear-day,2020-09-17 06:10:00,2020-09-17 18:27:00,0.01,0.1984,0.4961,2020-09-17 14:51:00,0.29,rain,26.94,2020-09-17 13:17:00,18.76,2020-09-18 06:22:00,29.01,2020-09-17 13:17:00,19.68,2020-09-18 06:21:00,21.2,0.94,1006.2,0.77,1.94,1600326840,200,0.2,10,1600324440,15.851,266.3,18.7,2020-09-17 04:53:00,26.94,2020-09-17 13:17:00,19.6,2020-09-17 04:48:00,29.01,2020-09-17 13:17:00
Baitadi,Satbanjh,29.4973,80.49741194,2020-09-17 00:00:00,Clear throughout the day.,clear-day,2020-09-17 06:10:00,2020-09-17 18:27:00,0.01,0.1999,0.5086,2020-09-18 00:00:00,0.3,rain,23.55,2020-09-17 13:35:00,16.02,2020-09-18 05:45:00,23.78,2020-09-17 13:36:00,16.79,2020-09-18 05:44:00,18.4,0.96,1006.2,0.79,2.02,1600326420,213,0.13,10,1600324260,15.728,266.4,16.1,2020-09-17 00:52:00,23.55,2020-09-17 13:35:00,16.68,2020-09-17 00:54:00,23.78,2020-09-17 13:36:00
Bajhang,Chainpur (West),29.55,81.21666667,2020-09-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:07:00,2020-09-17 18:24:00,0.01,0.1152,0.4978,2020-09-17 15:11:00,0.25,rain,25.57,2020-09-17 12:49:00,15.62,2020-09-18 00:29:00,25.58,2020-09-17 12:52:00,15.89,2020-09-18 00:24:00,16.96,0.86,1007.0,1.08,2.12,1600326600,33,0.5,9,1600323180,14.489,263.3,15.56,2020-09-17 05:19:00,25.57,2020-09-17 12:49:00,15.91,2020-09-18 00:00:00,25.58,2020-09-17 12:52:00
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2020-09-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:07:00,2020-09-17 18:24:00,0.01,0.1173,0.5038,2020-09-17 15:12:00,0.24,rain,25.86,2020-09-17 12:50:00,15.9,2020-09-18 00:23:00,25.92,2020-09-17 12:53:00,16.18,2020-09-18 00:33:00,17.41,0.87,1007.0,1.06,2.11,1600326840,35,0.49,9,1600323120,14.533,263.4,15.83,2020-09-17 05:14:00,25.86,2020-09-17 12:50:00,16.21,2020-09-18 00:00:00,25.92,2020-09-17 12:53:00
Bajhang,Kalukheti,29.447359999999996,81.16838,2020-09-17 00:00:00,Partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:08:00,2020-09-17 18:25:00,0.01,0.1302,0.5574,2020-09-17 15:19:00,0.23,rain,27.98,2020-09-17 12:56:00,17.37,2020-09-18 05:54:00,28.5,2020-09-17 13:26:00,17.64,2020-09-18 05:54:00,16.92,0.75,1006.6,0.91,2.04,1600329000,115,0.41,9,1600323180,14.517,264.9,16.87,2020-09-17 05:43:00,27.98,2020-09-17 12:56:00,17.14,2020-09-17 05:43:00,28.5,2020-09-17 13:26:00
Bajhang,Rayal,29.464595000000003,80.95405,2020-09-17 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:08:00,2020-09-17 18:25:00,0.01,0.1474,0.5895,2020-09-17 15:24:00,0.21,rain,28.89,2020-09-17 12:46:00,19.26,2020-09-18 05:13:00,30.5,2020-09-17 13:04:00,19.74,2020-09-18 05:04:00,19.78,0.83,1006.5,0.83,1.9,1600328820,144,0.41,8,1600323000,15.322,265.2,18.52,2020-09-17 04:57:00,28.89,2020-09-17 12:46:00,18.99,2020-09-17 04:55:00,30.5,2020-09-17 13:04:00
Bajura,Bajura (Martadi),29.45697889,81.48038389,2020-09-17 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:06:00,2020-09-17 18:23:00,0.01,0.0703,0.3519,2020-09-17 14:43:00,0.17,rain,24.3,2020-09-17 13:39:00,13.7,2020-09-18 05:39:00,24.82,2020-09-17 13:44:00,13.99,2020-09-18 05:39:00,16.61,0.97,1007.3,1.13,2.91,1600327020,49,0.39,9,1600323060,15.742,263.0,11.99,2020-09-17 05:21:00,24.3,2020-09-17 13:39:00,12.29,2020-09-17 05:21:00,24.82,2020-09-17 13:44:00
Bajura,Kailasmandu,29.35291694,81.33385889,2020-09-17 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:07:00,2020-09-17 18:24:00,0.01,0.0993,0.4388,2020-09-17 15:13:00,0.21,rain,28.28,2020-09-17 12:56:00,18.18,2020-09-18 05:38:00,29.63,2020-09-17 13:13:00,18.73,2020-09-18 05:37:00,19.08,0.86,1006.7,1.06,2.27,1600326600,107,0.39,9,1600322940,14.92,264.9,17.1,2020-09-17 05:22:00,28.28,2020-09-17 12:56:00,17.64,2020-09-17 05:23:00,29.63,2020-09-17 13:13:00
Bajura,Kolti,29.50348694,81.66617611,2020-09-17 00:00:00,Clear throughout the day.,clear-day,2020-09-17 06:06:00,2020-09-17 18:23:00,0.01,0.0353,0.1757,2020-09-17 14:35:00,0.17,rain,23.08,2020-09-17 13:47:00,10.38,2020-09-18 05:31:00,23.33,2020-09-17 13:52:00,10.65,2020-09-18 05:31:00,14.0,0.96,1007.7,0.91,3.42,1600337400,289,0.29,10,1600323480,16.093,263.0,8.34,2020-09-17 05:11:00,23.08,2020-09-17 13:47:00,8.61,2020-09-17 05:11:00,23.33,2020-09-17 13:52:00
Banke,Amlekhganj,27.94748333,81.78569444,2020-09-17 00:15:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-09-17 06:05:00,2020-09-17 18:22:00,0.01,0.0644,0.2623,2020-09-17 02:44:00,0.33,rain,31.29,2020-09-17 13:00:00,24.68,2020-09-18 05:28:00,38.19,2020-09-17 12:12:00,25.88,2020-09-18 05:27:00,24.47,0.82,1003.8,1.69,2.98,1600311420,134,0.65,8,1600322520,16.093,271.2,25.15,2020-09-17 03:49:00,31.29,2020-09-17 13:00:00,26.41,2020-09-17 03:56:00,38.19,2020-09-17 12:12:00
