district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
Achham,Asara Ghat,28.95029444,81.44431944,2020-09-25 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:11:00,2020-09-25 18:14:00,0.3,0.0479,0.23,2020-09-26 00:00:00,0.14,rain,29.58,2020-09-25 12:40:00,18.7,2020-09-26 05:06:00,35.15,2020-09-25 16:15:00,19.26,2020-09-26 05:09:00,21.54,0.92,1005.7,1.2,2.38,1600990740,42,0.47,9,1601013780,16.093,258.6,16.9,2020-09-25 05:22:00,29.58,2020-09-25 12:40:00,17.35,2020-09-25 05:22:00,35.15,2020-09-25 16:15:00
Achham,Basti,29.03098333,81.17113333,2020-09-25 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:12:00,2020-09-25 18:15:00,0.3,0.1202,0.5288,2020-09-25 23:16:00,0.21,rain,30.82,2020-09-25 12:41:00,19.55,2020-09-26 04:56:00,39.75,2020-09-25 16:24:00,20.42,2020-09-26 04:58:00,22.64,0.92,1005.8,0.96,1.88,1601019720,141,0.36,9,1601013600,16.093,259.3,16.99,2020-09-25 05:27:00,30.82,2020-09-25 12:41:00,17.55,2020-09-25 05:26:00,39.75,2020-09-25 16:24:00
Achham,Mangalsen,29.13611389,81.25009167,2020-09-25 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:11:00,2020-09-25 18:14:00,0.3,0.0754,0.3283,2020-09-25 23:27:00,0.16,rain,27.61,2020-09-25 12:42:00,16.97,2020-09-26 04:56:00,28.81,2020-09-25 12:44:00,17.37,2020-09-26 04:57:00,18.74,0.87,1005.8,1.02,1.77,1601017920,127,0.3,9,1601013840,16.093,258.6,15.45,2020-09-25 05:24:00,27.61,2020-09-25 12:42:00,15.72,2020-09-25 05:25:00,28.81,2020-09-25 12:44:00
Achham,Sugali,29.17980694,81.37293889,2020-09-25 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:11:00,2020-09-25 18:14:00,0.3,0.0404,0.1547,2020-09-25 23:40:00,0.13,rain,25.48,2020-09-25 12:42:00,14.69,2020-09-26 04:44:00,25.62,2020-09-25 12:44:00,14.96,2020-09-26 04:44:00,17.67,0.93,1006.0,1.23,2.49,1600990440,83,0.37,9,1601014140,15.954,257.2,13.68,2020-09-25 05:12:00,25.48,2020-09-25 12:42:00,13.97,2020-09-25 05:14:00,25.62,2020-09-25 12:44:00
Arghakhanchi,Rangsing,27.80330278,82.78400833,2020-09-25 00:00:00,Possible light rain overnight.,rain,2020-09-25 06:05:00,2020-09-25 18:08:00,0.3,0.326,2.3077,2020-09-25 00:00:00,0.76,rain,30.27,2020-09-25 14:45:00,20.41,2020-09-26 05:50:00,39.75,2020-09-25 15:21:00,21.4,2020-09-26 05:48:00,23.8,0.95,1004.4,1.54,4.63,1601024880,325,0.8,7,1601015160,15.791,258.1,20.23,2020-09-25 05:31:00,30.27,2020-09-25 14:45:00,21.15,2020-09-25 05:27:00,39.75,2020-09-25 15:21:00
Arghakhanchi,Sandhikharka,27.96402222,83.12056944,2020-09-25 00:00:00,Possible light rain overnight.,rain,2020-09-25 06:04:00,2020-09-25 18:07:00,0.3,0.3091,1.3592,2020-09-25 02:16:00,0.73,rain,25.76,2020-09-25 14:34:00,16.48,2020-09-26 05:31:00,26.37,2020-09-25 14:40:00,16.95,2020-09-26 05:31:00,19.44,0.95,1005.4,1.09,2.06,1601022840,36,0.83,8,1601015400,15.717,255.9,16.59,2020-09-25 05:40:00,25.76,2020-09-25 14:34:00,17.14,2020-09-25 05:39:00,26.37,2020-09-25 14:40:00
Arghakhanchi,Sidhara,27.7945,82.82838333,2020-09-25 00:00:00,Possible light rain overnight.,rain,2020-09-25 06:05:00,2020-09-25 18:08:00,0.3,0.3092,2.1216,2020-09-25 00:00:00,0.75,rain,29.38,2020-09-25 14:42:00,20.26,2020-09-26 06:06:00,35.95,2020-09-25 15:17:00,21.17,2020-09-26 06:08:00,22.73,0.93,1004.4,1.54,4.4,1601025540,333,0.8,8,1601015340,15.844,258.1,20.09,2020-09-25 05:28:00,29.38,2020-09-25 14:42:00,20.93,2020-09-25 05:24:00,35.95,2020-09-25 15:17:00
Baglung,Baglung,28.26363611,83.60032222,2020-09-25 00:00:00,Humid and mostly cloudy throughout the day.,rain,2020-09-25 06:02:00,2020-09-25 18:05:00,0.3,0.4809,0.8355,2020-09-25 00:34:00,0.76,rain,23.65,2020-09-25 12:44:00,14.85,2020-09-26 04:38:00,24.21,2020-09-25 12:46:00,15.29,2020-09-26 04:40:00,18.47,1.0,1006.9,1.07,2.32,1601013360,311,0.78,7,1601016600,14.951,253.0,15.18,2020-09-25 05:39:00,23.65,2020-09-25 12:44:00,15.82,2020-09-25 05:39:00,24.21,2020-09-25 12:46:00
Baglung,Dhorpatan,28.48333333,83.08333333,2020-09-25 00:00:00,Foggy in the afternoon and evening.,rain,2020-09-25 06:04:00,2020-09-25 18:07:00,0.3,0.2293,0.6568,2020-09-25 00:00:00,0.58,rain,15.95,2020-09-25 12:35:00,5.67,2020-09-26 04:39:00,16.75,2020-09-25 12:38:00,4.59,2020-09-26 04:42:00,10.77,1.0,1006.9,1.3,2.67,1601013900,0,0.93,6,1601015760,13.741,250.3,7.97,2020-09-26 00:00:00,15.95,2020-09-25 12:35:00,8.29,2020-09-26 00:00:00,16.75,2020-09-25 12:38:00
Baglung,Galkot,28.21869167,83.41881111,2020-09-25 00:00:00,Mostly cloudy throughout the day.,rain,2020-09-25 06:03:00,2020-09-25 18:06:00,0.3,0.4036,0.8734,2020-09-25 02:31:00,0.74,rain,22.52,2020-09-25 12:45:00,12.58,2020-09-26 04:42:00,22.78,2020-09-25 12:48:00,12.85,2020-09-26 04:42:00,16.61,0.98,1006.8,1.17,2.37,1601013540,334,0.78,7,1601016420,15.498,253.4,13.25,2020-09-25 05:34:00,22.52,2020-09-25 12:45:00,13.55,2020-09-25 05:33:00,22.78,2020-09-25 12:48:00
Baglung,Rangkhani,28.14408889,83.55824444,2020-09-25 00:00:00,Possible light rain overnight and in the morning.,rain,2020-09-25 06:02:00,2020-09-25 18:05:00,0.3,0.4932,1.2154,2020-09-25 02:08:00,0.8,rain,20.98,2020-09-25 12:42:00,13.31,2020-09-26 04:41:00,21.22,2020-09-25 12:45:00,13.58,2020-09-26 04:41:00,16.14,0.99,1006.5,1.05,2.11,1601012100,324,0.76,8,1601016240,15.544,254.1,13.74,2020-09-25 05:33:00,20.98,2020-09-25 12:42:00,14.11,2020-09-25 05:32:00,21.22,2020-09-25 12:45:00
Baitadi,Patan (West),29.467137,80.54575109999999,2020-09-25 00:00:00,Humid and partly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:14:00,2020-09-25 18:17:00,0.3,0.0583,0.1539,2020-09-25 02:20:00,0.26,rain,27.68,2020-09-25 14:45:00,17.11,2020-09-26 04:38:00,29.98,2020-09-25 15:10:00,17.86,2020-09-26 04:37:00,20.59,0.95,1006.2,0.9,2.18,1601031360,275,0.46,7,1601019480,14.412,259.0,17.67,2020-09-25 06:34:00,27.68,2020-09-25 14:45:00,18.37,2020-09-25 06:38:00,29.98,2020-09-25 15:10:00
Baitadi,Satbanjh,29.4973,80.49741194,2020-09-25 00:00:00,Mostly cloudy throughout the day.,fog,2020-09-25 06:14:00,2020-09-25 18:17:00,0.3,0.0565,0.1682,2020-09-25 02:19:00,0.27,rain,24.42,2020-09-25 14:40:00,14.42,2020-09-26 05:34:00,24.48,2020-09-25 14:41:00,15.03,2020-09-26 05:37:00,17.51,0.95,1006.0,0.89,2.35,1601032440,277,0.52,7,1601020260,13.733,259.2,15.08,2020-09-25 06:02:00,24.42,2020-09-25 14:40:00,15.79,2020-09-25 06:26:00,24.48,2020-09-25 14:41:00
Bajhang,Chainpur (West),29.55,81.21666667,2020-09-25 00:00:00,Humid throughout the day.,clear-day,2020-09-25 06:12:00,2020-09-25 18:14:00,0.3,0.0448,0.2098,2020-09-25 17:45:00,0.17,rain,25.52,2020-09-25 12:38:00,12.98,2020-09-26 04:36:00,25.57,2020-09-25 12:40:00,13.25,2020-09-26 04:36:00,16.23,0.89,1006.8,1.16,2.45,1601017800,54,0.16,10,1601014440,16.093,255.1,12.35,2020-09-25 05:15:00,25.52,2020-09-25 12:38:00,12.62,2020-09-25 05:15:00,25.57,2020-09-25 12:40:00
Bajhang,Chainpur Bajhang Aws Climate,29.545890000000004,81.20114000000001,2020-09-25 00:00:00,Humid throughout the day.,clear-day,2020-09-25 06:12:00,2020-09-25 18:14:00,0.3,0.0471,0.2292,2020-09-25 17:46:00,0.17,rain,25.78,2020-09-25 12:38:00,13.27,2020-09-26 04:36:00,25.85,2020-09-25 12:40:00,13.54,2020-09-26 04:36:00,16.54,0.89,1006.8,1.14,2.45,1601017740,55,0.16,10,1601014380,16.093,255.2,12.73,2020-09-25 05:11:00,25.78,2020-09-25 12:38:00,13.0,2020-09-25 05:11:00,25.85,2020-09-25 12:40:00
Bajhang,Kalukheti,29.447359999999996,81.16838,2020-09-25 00:00:00,Humid throughout the day.,clear-day,2020-09-25 06:12:00,2020-09-25 18:15:00,0.3,0.055,0.2752,2020-09-25 17:48:00,0.17,rain,27.8,2020-09-25 12:40:00,14.94,2020-09-26 04:54:00,28.58,2020-09-25 12:37:00,15.21,2020-09-26 04:54:00,16.99,0.83,1006.4,1.04,2.29,1601017980,87,0.18,10,1601014200,16.093,256.6,13.24,2020-09-25 05:20:00,27.8,2020-09-25 12:40:00,13.51,2020-09-25 05:20:00,28.58,2020-09-25 12:37:00
Bajhang,Rayal,29.464595000000003,80.95405,2020-09-25 00:00:00,Humid throughout the day.,clear-day,2020-09-25 06:13:00,2020-09-25 18:15:00,0.3,0.0789,0.4528,2020-09-25 17:48:00,0.21,rain,29.66,2020-09-25 12:44:00,17.0,2020-09-26 04:39:00,31.33,2020-09-25 15:36:00,17.41,2020-09-26 04:40:00,18.72,0.83,1006.4,0.94,2.07,1601017440,228,0.21,10,1601013660,16.093,257.2,15.99,2020-09-25 05:22:00,29.66,2020-09-25 12:44:00,16.26,2020-09-25 05:22:00,31.33,2020-09-25 15:36:00
Bajura,Bajura (Martadi),29.45697889,81.48038389,2020-09-25 00:00:00,Clear throughout the day.,clear-day,2020-09-25 06:10:00,2020-09-25 18:13:00,0.3,0.0143,0.0614,2020-09-25 17:46:00,0.13,rain,24.17,2020-09-25 12:43:00,10.87,2020-09-26 04:36:00,24.43,2020-09-25 12:45:00,11.14,2020-09-26 04:36:00,15.68,0.97,1007.0,1.32,2.9,1601019720,47,0.21,10,1601015340,15.8,254.3,10.61,2020-09-25 05:13:00,24.17,2020-09-25 12:43:00,10.88,2020-09-25 05:13:00,24.43,2020-09-25 12:45:00
Bajura,Kailasmandu,29.35291694,81.33385889,2020-09-25 00:00:00,Humid throughout the day.,clear-day,2020-09-25 06:11:00,2020-09-25 18:14:00,0.3,0.0313,0.1252,2020-09-25 17:47:00,0.14,rain,28.0,2020-09-25 12:42:00,15.39,2020-09-26 04:37:00,29.51,2020-09-25 12:44:00,15.66,2020-09-26 04:37:00,18.23,0.88,1006.5,1.19,2.38,1600990140,77,0.25,10,1601014500,16.045,256.3,14.39,2020-09-25 05:15:00,28.0,2020-09-25 12:42:00,14.66,2020-09-25 05:15:00,29.51,2020-09-25 12:44:00
Bajura,Kolti,29.50348694,81.66617611,2020-09-25 00:00:00,Clear throughout the day.,clear-day,2020-09-25 06:10:00,2020-09-25 18:13:00,0.3,0.0099,0.0304,2020-09-25 17:42:00,0.09,rain,22.05,2020-09-25 12:46:00,7.55,2020-09-26 04:41:00,22.01,2020-09-25 12:47:00,7.82,2020-09-26 04:41:00,13.13,0.97,1007.5,1.0,3.56,1601032920,304,0.2,10,1601015880,16.093,254.2,7.68,2020-09-25 05:19:00,22.05,2020-09-25 12:46:00,7.95,2020-09-25 05:19:00,22.01,2020-09-25 12:47:00
Banke,Amlekhganj,27.94748333,81.78569444,2020-09-25 00:15:00,Humid and mostly cloudy throughout the day.,rain,2020-09-25 06:09:00,2020-09-25 18:12:00,0.3,0.07,0.6815,2020-09-25 00:15:00,0.46,rain,30.64,2020-09-25 14:45:00,22.52,2020-09-26 05:55:00,40.38,2020-09-25 14:58:00,23.86,2020-09-26 05:55:00,25.09,0.96,1003.8,2.28,7.09,1601016360,300,0.65,6,1601019720,16.066,260.7,22.16,2020-09-25 03:42:00,30.64,2020-09-25 14:45:00,23.43,2020-09-25 03:43:00,40.38,2020-09-25 14:58:00
Banke,Dhakeri,28.10055556,81.66824722,2020-09-25 00:15:00,Humid and mostly cloudy throughout the day.,partly-cloudy-day,2020-09-25 06:10:00,2020-09-25 18:13:00,0.3,0.0393,0.2582,2020-09-25 00:15:00,0.27,rain,30.48,2020-09-25 14:49:00,22.6,2020-09-26 05:52:00,40.43,2020-09-25 15:29:00,23.89,2020-09-26 05:51:00,25.17,0.95,1004.0,2.06,6.09,1601017140,302,0.64,6,1601019660,16.093,260.6,22.2,2020-09-25 05:38:00,30.48,2020-09-25 14:49:00,23.37,2020-09-25 05:37:00,40.43,2020-09-25 15:29:00
