,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-03,Rain in the afternoon.,rain,1599090660,1599136080,0.54,0.3455,1.2223,1599117900,0.63,rain,33.07,1599124680,24.91,1599175980,46.11,1599126480,26.29,1599176220,26.56,0.89,1010.0,5.5,12.16,1599112680,77,0.87,6,1599111360,16.093,272.8,25.32,1599084180,33.07,1599124680,27.06,1599084240,46.11,1599126480
1,2020-09-04,Possible light rain overnight and in the evening.,rain,1599177060,1599222420,0.57,0.3627,0.8173,1599243300,0.7,rain,33.9,1599208680,24.43,1599264000,47.49,1599211920,25.94,1599265380,27.06,0.92,1007.9,5.71,14.22,1599210480,69,0.87,6,1599204600,15.626,271.1,24.91,1599175980,33.9,1599208680,26.29,1599176220,47.49,1599211920
2,2020-09-05,Rain and humid throughout the day.,rain,1599263460,1599308760,0.6,0.8802,1.5898,1599328920,0.92,rain,32.61,1599297420,23.8,1599350160,47.46,1599299280,25.3,1599350280,27.14,0.95,1005.5,5.81,14.95,1599295140,95,0.96,6,1599284580,14.157,264.7,24.43,1599264000,32.61,1599297420,25.94,1599265380,47.46,1599299280
3,2020-09-06,Rain and humid throughout the day.,rain,1599349920,1599395040,0.64,0.6532,1.5829,1599329700,0.94,rain,31.3,1599379680,24.02,1599436380,41.07,1599387000,25.62,1599436500,26.29,0.95,1005.3,6.9,21.39,1599414660,68,0.81,7,1599377280,14.185,259.7,23.8,1599350160,31.3,1599379680,25.3,1599350280,41.07,1599387000
4,2020-09-07,Rain overnight and in the morning.,rain,1599436320,1599481380,0.67,0.4452,1.3786,1599435660,0.9,rain,30.59,1599466620,24.03,1599521760,41.51,1599475560,25.48,1599521820,26.45,0.97,1006.3,6.57,21.26,1599416100,67,0.96,5,1599459480,14.11,262.2,24.02,1599436380,30.59,1599466620,25.62,1599436500,41.51,1599475560
5,2020-09-08,"Rain until night, starting again in the afternoon.",rain,1599522780,1599567720,0.7,0.3057,1.1369,1599557220,0.8,rain,32.57,1599551640,24.0,1599608700,45.09,1599551340,25.7,1599608820,26.76,0.94,1006.5,9.04,21.75,1599524280,84,0.69,9,1599545400,13.59,265.5,24.03,1599521760,32.57,1599551640,25.48,1599521820,45.09,1599551340
6,2020-09-09,"Rain until morning, starting again in the evening.",rain,1599609180,1599654060,0.73,0.668,1.7901,1599620160,0.93,rain,31.24,1599635340,23.77,1599693900,41.75,1599635820,25.5,1599693840,26.62,0.96,1006.3,9.74,26.57,1599642240,79,0.99,5,1599632160,11.455,263.7,24.0,1599608700,31.24,1599635340,25.7,1599608820,41.75,1599635820
7,2020-09-10,Rain and humid throughout the day.,rain,1599695580,1599740400,0.76,0.8292,2.2815,1599697440,0.94,rain,31.74,1599723300,23.78,1599779760,45.15,1599725100,25.62,1599779880,27.01,0.97,1004.2,8.87,27.4,1599739020,68,0.99,5,1599718320,12.855,258.1,23.77,1599693900,31.74,1599723300,25.5,1599693840,45.15,1599725100
